"","DASanthesis_BLUP","DASmaturity_BLUP","DATanthesis_BLUP","DATmaturity_BLUP","fruitno_BLUP","fruitlength_BLUP","fruitwidth_BLUP","fruitshapeindex_BLUP","fruitweight_BLUP","yield_BLUP","pollenconcentration_BLUP","pollenactivity_BLUP","leaftemp_BLUP","leafminushobotemp_BLUP","growthrateplot_BLUP","growthrateplant_BLUP","height_BLUP","heightmax_BLUP","leafangledaily_BLUP","leafanglemean_BLUP","leafanglenoon_BLUP","leafanglemidnight_BLUP","leafanglemidnightminusnoon_BLUP","leafanglebright_BLUP","leafanglelow_BLUP","leafanglelowminusbright_BLUP","leafanglecold_BLUP","leafangleHot_BLUP","leafanglecoldminushot_BLUP","leafareadaily_BLUP","leafareadailyplant_BLUP","leafareaindex_BLUP","leafareaprojecteddaily_BLUP","leafareaprojectedplant_BLUP","leafinclinationmean_BLUP","leafinclinationhot_BLUP","leafinclinationcold_BLUP","leafinclinationbright_BLUP","leafinclinationdark_BLUP","leafinclinationnoon_BLUP","leafinclinationmidnight_BLUP","lightpendaily_BLUP","lightpenmeanplot_BLUP","lightpenmeanplant_BLUP","huedaily_BLUP","huemean_BLUP","huebin0_BLUP","huebin1_BLUP","huebin5_BLUP","ndvimean_BLUP","ndvibin0_BLUP","ndvibin1_BLUP","ndvibin2_BLUP","ndvibin3_BLUP","ndvibin4_BLUP","ndvibin5_BLUP","green_BLUP","greenb0_BLUP","greenb1_BLUP","greenb2_BLUP","greenb3_BLUP","npcimean_BLUP","psrimean_BLUP","biomassfinalplot_BLUP","biomassfinalplant_BLUP","heightfinal_BLUP","heighmaxfinal_BLUP","leafareafinalplot_BLUP","leafareafinalplant_BLUP","leafareaindexfinal_BLUP","leafareafinalprojectedplot_BLUP","leafareafinalprojectedplant_BLUP","lightpenetrationfinal_BLUP","biomassAUC_BLUP","biomassAUCperplant_BLUP"
"PPC179",66.1113279651197,116.96745592071,26.7779959708197,77.6346051732486,63.8021673662675,2.25587153695829,2.21967348532528,0.883292681439456,10.015407707546,7.23103920818568,16288.0484127253,55.0348207957584,32.273485950666,0.00793336783371843,2204519.79867134,551.00047814005,2.95738188826426,2.5736106207289,-0.0391896160070708,37.3618193965935,37.4980722783921,37.6787633955748,0.175019785864469,36.4197034418546,37.8547787232186,0.80201523938591,37.0079103673439,36.2033902765226,0.834465430072714,5850.72220184234,1469.40426966995,0.206774623601673,2783.62321380944,698.530970118037,1.66685340461079,1.64049140778805,1.68209824103572,1.71469916798995,1.65282191912333,1.66993146062367,1.66139312125842,1.67610004082738,114.701279530331,29.161666138325,-0.00189442076280793,95.9208313337462,0.134532892159246,0.642549795599566,0.0253131459903647,0.66982017989906,0.0298404461135519,0.0448154346806886,0.124724379670324,0.295800391544157,0.351673480779441,0.147834853645733,0.315552253941293,0.339292446873927,0.273630257684293,0.22514118312196,0.109804579467654,0.236500365474444,0.0917976729984806,126219615.204638,31532.7733896486,28.5062909574154,431.423814639051,365871.650757662,29330.6717818738,0.317137141395387,172841.532565052,433.991431352897,167.905596083202,238213096989.526,59729033895.9612
"PPC18",60.7476053444504,104.949570746385,21.4142135229812,65.6160910299874,37.101535479903,8.02263850414259,1.2283820320847,7.03820176203566,10.8857711065883,6.56580266902743,19165.0415705657,56.97962287436,32.3311514963326,0.0644897488597917,2217166.3217861,554.194211887798,4.17884234821239,4.2859931612342,-0.0524238990538741,35.5188437425302,36.5018039563795,36.5914149465422,0.102534514939562,35.7067223306105,36.9640902621622,0.80201523938591,36.1545120174932,34.0734643404681,0.834465443316092,4698.68701327695,1183.63916679009,0.148205375190781,2158.81376955674,542.729224845084,1.66511418950616,1.62700007516289,1.7119642913227,1.73498757528083,1.68322621743304,1.69612862162329,1.69535022587257,1.96033020562733,140.701634245857,35.4708415154565,0.00876383397199201,95.9208313222336,0.131286242555647,0.635357975150427,0.023039310700567,0.648211391140037,0.0329063967338647,0.0504672569520357,0.134925773504365,0.293325356175316,0.330721966402585,0.135902707696932,0.308564678731648,0.328332190695159,0.271021728488623,0.221946791540707,0.105086605103723,0.237257185766983,0.0940304930418873,123772831.537238,30912.3968971883,35.45609235999,522.555924650379,297677.674682876,29003.7520688208,0.258465848133531,136442.908616586,343.240957619499,202.100829959526,238213096989.526,59729033895.9612
"PPC180",63.2231696309132,110.225715457064,23.8898054219836,70.8925118733703,29.4906647626944,4.42345002986847,2.10788955549177,2.03190875136776,10.5451941243543,5.84991625208399,22377.2652725717,60.8649632835145,32.2171111413737,-0.0472100332587645,2466100.77052661,617.202265445973,4.23170737950856,2.74630221992115,-0.0444532513097766,35.7595514301496,36.4631889051387,36.5499278273688,0.101024405128627,35.7589666361758,37.502929119969,0.80201523938591,36.7789355876441,34.6345622498039,0.834465442430911,5407.2687455689,1359.4118347789,0.178999516107847,2498.80433577407,627.498845386915,1.67641908768623,1.63824285235052,1.68568216707016,1.73949611023436,1.66166680590434,1.70097994773433,1.69923103782847,2.11431120752866,125.956033964734,31.893139597471,0.0158948964923977,95.9208313446403,0.114169005784199,0.635157506287734,0.0216508626032568,0.668051076919385,0.0309299318689867,0.0440016235373087,0.11681351327221,0.277483084330958,0.355520074095026,0.162366339543972,0.330690300088906,0.303348064295034,0.273827304853751,0.235056496439917,0.117408956846918,0.23004747666437,0.0890686707232058,142459279.291131,35650.2576377022,37.6072678854987,520.413897725485,348698.718781238,29136.8293435238,0.302255709002513,161101.827554822,404.721628481369,187.067931627065,238213096989.526,59729033895.9612
"PPC181",69.1645239184238,116.234658044227,29.8312259795892,76.9017689450009,18.87574399104,8.94007870346736,2.61302637049415,3.42183071833982,20.8707313879497,7.14227138113944,24874.3348300468,59.3097611828406,32.4133789959468,0.145029605074436,2464887.53040803,616.901762692648,3.36453537491364,2.93352727053056,-0.0661093508409094,32.6735318778073,33.4174267385204,33.5638200636101,0.147082754362161,33.5370470524281,35.4056620666368,0.80201523938591,34.2350958794991,32.225167224188,0.834465447112451,5127.25312034746,1289.94316667728,0.187050271903159,2219.16700112619,557.776234464802,1.78598963927764,1.65077051835959,1.809924936264,1.85296090656487,1.76006617134304,1.84748999628774,1.8418508772079,1.47079203829227,108.83513036739,27.7389271631675,-0.00204777694604247,95.9208313403445,0.105931837854277,0.64466307152713,0.0186526196105146,0.639623200311428,0.0328780458034259,0.0536904617167608,0.143322094970989,0.295652093970404,0.31840346948444,0.131703271547463,0.320846489757069,0.297554497145187,0.287629989914294,0.236746495655687,0.106371581861379,0.229748731812052,0.0933571028700662,134584422.762262,33653.6225766263,30.8118196768526,485.220739377462,326015.766941795,28994.4385582993,0.282674876906627,142437.713542218,358.205139579179,152.469135438071,238213096989.526,59729033895.9612
"PPC182",67.2665912988023,109.25909187434,27.9332721903541,69.9261500746545,17.4775946323517,8.29737599183581,3.24020958310263,2.57982317599294,24.3942797218501,6.73604660323706,36768.19585576,58.9433435922271,32.3627365746701,0.0954265726689257,2572374.61593538,644.092108127487,3.8866934910494,3.38149953774213,-0.0798699974179834,33.8210276863442,34.3277765715223,34.4784663188745,0.151613083794968,34.8147276429442,35.711594190217,0.80201523938591,34.6241193572544,33.4678759887447,0.834465438672707,4866.47674148722,1225.25792593805,0.169472788416729,2087.52965478472,524.946395294509,1.75207494473744,1.6449885186631,1.7812535279885,1.7823271922929,1.7368483435429,1.80188753084397,1.79334072775911,1.53370900681109,109.816960608273,27.9762048033241,-0.022789200728513,95.9208313278757,0.114731544081853,0.665620420547907,0.0198499045639922,0.638651801948042,0.036106001740532,0.0558883926000625,0.143923785760128,0.290998618380228,0.319746084952358,0.131572651449502,0.326140725572845,0.290790280001648,0.28795840186339,0.244883890723528,0.110610087285887,0.239049654880893,0.0989923153605687,141098948.596034,35305.3564714129,34.0307676135244,525.08271972535,307953.352589952,28913.3868379401,0.26814945964277,129756.53647388,326.575175726983,158.127903978647,238213096989.526,59729033895.9612
"PPC183",62.7280567736206,107.001404800538,23.3946870421831,67.6680324690807,19.867172095899,9.20321265074623,3.2426018998395,2.84805891870243,22.678816744743,7.01173045901263,32822.6523371208,60.7557047397729,32.3114487852062,0.0451914176615458,2232064.10302014,557.965957527828,3.57228567334066,2.40348374825733,-0.066861298741296,34.4861893880102,34.9543057779043,35.1393657754737,0.17804000548634,35.3663660458248,36.7439076488079,0.80201523938591,35.3075389803382,34.4004474947154,0.834465434887794,4588.4637793835,1156.29603115939,0.166252486098604,2009.0927485759,505.382882946832,1.73990043900506,1.64177629660949,1.75138747770152,1.76955300992456,1.69759915845218,1.77666063506655,1.76714524705677,1.46472110273343,123.316171332632,31.2536022079865,-0.025702968209969,95.920831336396,0.114683326513482,0.651621011636459,0.0208459651555408,0.651382910299965,0.0323677290555271,0.0532803521641915,0.131459214071484,0.290042354714994,0.336334099058482,0.138560826690452,0.326538558322007,0.298970028385987,0.278378156148355,0.239139847146229,0.114858182089183,0.236082122681198,0.0941013762178684,119082502.434886,29723.1872287018,34.6950724987859,494.12834838593,286700.536850718,29008.7468236351,0.249565469908128,123881.019878456,311.930757513071,164.621294376287,238213096989.526,59729033895.9612
"PPC184",68.0917793942899,110.298995244713,28.7584694900215,70.9657954961951,35.1911855596089,6.931792025385,1.36547553093711,5.15065341182668,11.0409228429393,7.43624953776903,19354.4487853794,58.9510733782643,32.3285320607493,0.0626677484191095,3788357.88720158,951.870358193527,5.92246092429629,4.88100976043124,-0.0479874064415934,34.613893084877,35.5605620823849,35.568709218082,0.0406200126912047,35.4647082680654,36.4966171257692,0.80201523938591,35.6965624580935,33.4942246973432,0.83446544544129,6313.6094706091,1584.23593731907,0.202279618282624,2966.06631083069,744.025575705096,1.69381123873248,1.63128303790103,1.73466248954081,1.74926460263368,1.70478562896175,1.74270135228928,1.7419199693434,1.7390170093462,124.132771387063,31.4519514853049,0.0152047936678424,95.9208313369811,0.113019820404708,0.635633619836631,0.0194977619306165,0.654901816954084,0.029212675510978,0.0453024397743647,0.127042256687576,0.288273011248839,0.346490985073279,0.141858984163985,0.313909918746034,0.311113264244567,0.287658139509931,0.229087770885955,0.104338633558222,0.230127141958321,0.0899547104229704,211503844.246092,53156.168286321,47.6548792750797,583.71052175507,383384.911824257,29221.3062218112,0.331448949581834,177737.164209254,446.193463622945,189.833829641753,238213096989.526,59729033895.9612
"PPC185",75.4359534441295,114.109749888238,36.1027254570618,74.7823401680653,27.4814727570108,4.74998413857675,3.00588784584642,1.66040289406384,17.9038673421886,7.01781461545546,23235.575983763,59.5070482349029,32.3760235667592,0.109184535180199,3154163.42062633,794.777191930455,5.52179963447275,5.52048162278669,-0.0635527279795952,33.8586956832618,34.4281757047484,34.6897611816412,0.237689343018294,34.5173960803887,35.8825399880223,0.80201523938591,34.8606876883219,33.7253158301335,0.834465437940143,4744.06956359376,1199.52334313157,0.170948760312536,2089.38301289778,527.607820121984,1.75120533718513,1.64456022238928,1.78364281201146,1.79810706463025,1.74403481405247,1.81353071351046,1.79916194569297,1.99896343191082,158.546494382685,40.7966122980329,0.0157798793549719,95.9208313409963,0.100491288889831,0.663573967574574,0.0167912942626713,0.650636670497629,0.0309177814702272,0.0495637343440312,0.135616350432809,0.292292386868486,0.330836088717358,0.139945399728846,0.336443573692176,0.269355092640959,0.284983927924442,0.253685562939763,0.116881541013552,0.233074757834528,0.092612829522264,176278349.364282,44538.1971339027,49.1261192121443,676.405243124119,304856.582739546,28912.76740977,0.264731714404215,131062.583238275,332.195404229978,213.45233420928,238213096989.526,59729033895.9612
"PPC186",72.3002386812766,119.229544951771,32.9669757183255,79.8971316627369,18.8192309688448,5.58414298017158,3.54380395158896,1.48567268725313,24.3832415601408,7.58232973201585,21535.7309092691,58.7224298891659,32.3608004701086,0.0942738785125758,3694988.51269682,928.233715503823,6.07920110480596,4.94341811063438,-0.0678388310117985,35.422376921156,35.7024723956949,35.9720026091163,0.24599494697844,35.4946719139043,37.0752880141326,0.80201523938591,36.1177124993272,34.7261348108348,0.834465437302965,5708.75580750322,1434.1940815019,0.185104672585959,2591.08007694572,650.51493048944,1.72337789551112,1.64488144459464,1.72032678540306,1.76279020749427,1.68654304997592,1.75046347406694,1.73997956336545,1.95425927006849,155.792021216628,39.1319613538096,0.0287768158840985,95.9208313390077,0.109387430254147,0.678776189662185,0.0202724757240431,0.659359956462867,0.0304115148552483,0.0470582212963025,0.134412968854531,0.295094699641471,0.340402223926272,0.140056426812114,0.341819416225729,0.275826092598903,0.286466473294643,0.256088683211899,0.119298064468248,0.237814842824644,0.0943494673338025,206268805.582943,51828.850424716,49.8646699375233,630.398741753721,353671.533693997,29078.0520971822,0.30595826634428,155691.033592851,391.232927805731,215.597927025937,238213096989.526,59729033895.9612
"PPC187",71.2274941571427,108.173881402911,31.8942192287578,68.840570434277,25.3578062655339,6.82290901271789,2.81023009576647,2.45017230624361,18.7039049432036,8.73330414002104,48483.2949654675,59.247936836138,32.2978580904408,0.031879659339827,4315256.56959263,1088.24152060918,7.17730982506305,6.13943567137673,-0.0479122116515548,34.267531259562,35.229438017995,35.3410124709909,0.121410887576257,35.2695604208067,36.2814135162345,0.80201523938591,35.7701614944256,33.4030840823548,0.834465446723277,6094.71497173544,1534.05482056862,0.201608721966347,2753.73851596204,693.112926728652,1.7155514275403,1.63246085265402,1.73824641557525,1.77481296737035,1.72136979167614,1.76598771762227,1.76132402912292,2.35714862988202,189.351895734283,48.6360430810178,0.0203805648520078,95.9208313415909,0.0988197465196619,0.668777805135333,0.0175559468380016,0.655808884300027,0.029285577903535,0.0446808674837517,0.124505583019728,0.288625857200182,0.352948965473963,0.13870450879821,0.336280360256623,0.261327008318134,0.290548164661969,0.258003364404332,0.113822529180027,0.230784380633421,0.0900610351869422,242335757.978433,61241.3471850627,58.7722169137216,700.508025381713,380276.816643292,29210.8552237208,0.329384061833541,168969.014215419,426.057483746597,250.468460563743,238213096989.526,59729033895.9612
"PPC188",62.5630191545231,104.656451595792,23.2296475822496,65.3229565386884,72.4388112727992,2.44742498516896,1.10183418699016,2.00295204372251,7.62380045452526,5.36482618546074,13971.7736855116,51.4719263327683,32.3922716599425,0.125099151274321,1420313.27288464,352.611573350665,0.832578612834371,1.79051406201554,-0.0278352027112338,32.1296427515833,33.3315082495096,33.3698919018926,0.0625166049497703,33.1851662884736,34.9708290663943,0.80201523938591,34.7935139646854,32.9318309498796,0.834465444506509,5602.93843246874,1409.9941470767,0.154511800563775,2524.59175685831,634.968753724443,1.75207494473744,1.64787951851135,1.77229371290241,1.85371232905712,1.67382852522822,1.83196575273241,1.83408925329609,0.947587773767306,68.6927908495723,18.1189872132266,-0.0795309885252898,95.9208313132233,0.156745118655152,0.560031799993247,0.034257568878109,0.617441865497164,0.0522984331540201,0.0584643932271391,0.128867841240987,0.272773357936945,0.303097653150178,0.14235534053624,0.260447317762452,0.407763715178923,0.238011636005283,0.178925077400528,0.089407970784561,0.23239760283594,0.0912660491786219,76821563.37128,19015.5609875787,12.4105743551075,314.500469193912,321650.548584839,29047.477242796,0.278829913513253,142674.167648067,359.322790004863,101.2199566975,238213096989.526,59729033895.9612
"PPC189",65.0385834409858,106.561726074648,25.705239481252,67.2283307321322,22.3568091074849,10.6287735758509,1.95392301062674,5.91103510517791,16.5370784984572,7.82212850357589,17449.0239485142,58.6430175817635,32.3600791762523,0.0935673885457807,3471471.47272478,871.666252619174,5.72027536600571,4.95966137986534,-0.0657333768907162,33.7704974465768,34.4494139829308,34.6675703969671,0.205977036988648,34.6556898304145,36.2609442783096,0.80201523938591,35.2479588080693,33.4406633880609,0.834465442980334,5280.32878481622,1327.92175494739,0.186849003008276,2303.59784871843,578.818849459308,1.7494661220805,1.64530974086846,1.75497140373596,1.79434995216898,1.71694734828563,1.80479832651059,1.79431093074809,2.30030259692203,203.697314234346,50.7539313925714,0.00538999794083233,95.9208313251593,0.110866102350836,0.680789231158401,0.0170025798426968,0.640510968352138,0.033720473450751,0.0490703212885961,0.138877788005757,0.299512944597418,0.329231663233197,0.12448651113508,0.32665076755895,0.285047267538973,0.295099015956574,0.24660319628408,0.106045542982571,0.238730993705086,0.0993467312404745,203428998.827669,51108.8296690167,52.6273967250523,667.839851435012,343313.171327806,28990.7485162874,0.297698715351106,145828.504389575,366.646141125196,263.684924118137,238213096989.526,59729033895.9612
"PPC19",67.019034870156,108.833399491746,27.6857130004538,69.5001230396999,24.6777735931479,13.1139275223735,2.45167786799861,5.46917719592445,26.7415217239249,8.86332289845936,36880.5208586929,59.7478612948194,32.3218506018703,0.0561234203056388,2800925.51461675,701.950384949905,6.00222219958523,4.65445890010478,-0.0673876622715665,34.1462586841201,34.9060369638533,35.132612058399,0.209752311515986,35.0820955596607,35.5920980985474,0.80201523938591,34.5359173375231,34.2060717755459,0.834465431564549,5101.8949211359,1283.65978077417,0.174169062630661,2229.32718889532,560.30246819043,1.72424750306343,1.63792163014516,1.79977047916643,1.78082434730839,1.75730214422398,1.77763090028877,1.77102605901267,2.46090643761482,152.209486942744,38.2625612504234,0.0277416616472654,95.9208313182185,0.125034031190301,0.657593313170877,0.0229386985196025,0.650360047122625,0.0301725570129782,0.0466032560114208,0.132498498161815,0.293611723903942,0.338623258431281,0.13590923870183,0.314644379206026,0.306977890833943,0.276839311586881,0.233346959660959,0.108711390285768,0.241001454582705,0.096086105145341,151579728.478036,37962.707257484,45.3727966104165,576.258694359124,312472.901633397,29079.7517128668,0.270143144365259,136512.79334397,343.419873048678,236.568609926772,238213096989.526,59729033895.9612
"PPC190",70.5673436807527,115.355300592447,31.2340613890239,76.0223654711037,17.4981244919865,11.8940345100845,2.63095398188254,4.47928678271826,29.1255605995627,8.00645228561895,22970.0844092569,60.4631050299477,32.2981617931171,0.0321771287995302,3186824.6576324,799.621708613361,5.18884268297588,4.68096107621844,-0.069267532022533,33.5904260466783,34.0130639039098,34.1378860149627,0.13047154644187,34.4567004900996,35.604268996773,0.80201523938591,34.4763371652543,34.4851089190647,0.83446542872205,4956.45141720911,1247.58159246516,0.168265175047432,2097.21908478129,527.370235759567,1.7833808166207,1.6583727772198,1.79678387413773,1.80486986706055,1.75343250625729,1.82129283528813,1.8137149905276,1.65181629859204,154.453943232701,38.8066314643762,0.0153198108052683,95.9208313397689,0.103255762809727,0.678843012616416,0.0157248051444476,0.638478108200947,0.0331089033798563,0.0582401145655777,0.149038157467811,0.300683984059122,0.321081987342936,0.118726164814969,0.328925554816981,0.280153573820778,0.306987528513819,0.251526662207479,0.103724913315759,0.233851494450555,0.0973265607250113,169788424.777824,42579.4208575868,46.3868384793893,605.812509632267,303747.052040823,28971.5597531319,0.26330765388815,128010.518505518,322.229434153548,200.675017620376,238213096989.526,59729033895.9612
"PPC191",62.1504251067793,102.018379240452,22.8170489324159,62.6847461169969,58.0451679860124,11.1580659985383,1.34438422342136,8.81421316427774,11.3625788817159,8.37771066814761,20974.2295345923,59.1504035995296,32.2755739065657,0.0107965113833619,3458335.09379445,868.337728718219,5.43461870566856,5.07592899120269,-0.0112923489027296,35.9451352198409,36.9748383340793,37.0458436239995,0.0896985815466101,36.2898609765526,37.3596444544947,0.80201523938591,36.8163192251461,34.7524835194333,0.834465441644931,6496.53431583118,1670.91302871919,0.205835368758886,3131.71771067695,785.332456924306,1.64076517804141,1.63064059349031,1.68807145109312,1.71169347802093,1.66995888726153,1.68157464329017,1.67885677505999,2.21696520879622,148.066316140263,37.2559850113218,0.0176584925995949,95.9208313417289,0.0986911663373412,0.660157644039502,0.0156342541815796,0.64991616310227,0.0297067917271975,0.0478528085544057,0.132279701511219,0.293806044862653,0.3438661718335,0.130253388460088,0.335117464528302,0.26714079734285,0.289262666461225,0.2559226139248,0.113860886695181,0.231282288720618,0.0906281005947914,209248942.110993,52584.4412545573,48.6259367103003,625.282683362944,414460.710210149,29428.7593316465,0.359289332670894,194333.458839292,487.558710849266,232.196550082502,238213096989.526,59729033895.9612
"PPC192",72.8778703481179,114.784688757176,33.5446138280927,75.452039549556,16.4906592341726,8.37947338282692,6.03308551718805,1.3839124908321,67.6493748531149,8.65929982756382,20211.9521935677,57.7721454662313,32.3535495687114,0.0871717951621616,3485831.84386327,876.244360528682,4.94028429021499,4.18853354584847,-0.0804715557382927,35.4370766272702,35.9940160325629,36.1543529701342,0.159163632849645,35.7290029903369,36.5823666359952,0.80201523938591,35.3227260830734,34.6440650627411,0.834465432846536,5666.04246131143,1426.6701567353,0.190069305326401,2499.70896059083,629.182734554884,1.7016377067033,1.63363866740701,1.75974997178187,1.74325322269564,1.71086648862369,1.7329987000672,1.72445631554184,1.749503170766,121.054523462582,31.1460857772906,-0.00446313683198636,95.9208313412341,0.107185494631905,0.655797446275912,0.019890149436378,0.651524438538339,0.0319667658964637,0.0493843114147821,0.134173660017941,0.295416863336175,0.339670498496257,0.133087844585857,0.322937661900102,0.299657572131519,0.298354985851889,0.240077650179257,0.103235854997547,0.231222539750155,0.0913369323546031,198148238.318011,49857.968009945,39.9596887144837,521.412484242035,359696.476050387,29038.6367365032,0.312010523537554,154127.470567822,388.636750726997,174.593893329245,238213096989.526,59729033895.9612
