"treatment","g2pname","genotype","DASanthesis","DASmaturity","DATanthesis","DATmaturity","fruitno","fruitlength","fruitwidth","fruitshapeindex","fruitweight","yield","pollenconcentration","pollenactivity","leaftemp","leafminushobotemp","growthrateplot","growthrateplant","height","heightmax","leafangledaily","leafanglemean","leafanglenoon","leafanglemidnight","leafanglemidnightminusnoon","leafanglebright","leafanglelow","leafanglelowminusbright","leafanglecold","leafangleHot","leafanglecoldminushot","leafareadaily","leafareadailyplant","leafareaindex","leafareaprojecteddaily","leafareaprojectedplant","leafinclinationmean","leafinclinationhot","leafinclinationcold","leafinclinationbright","leafinclinationdark","leafinclinationnoon","leafinclinationmidnight","lightpendaily","lightpenmeanplot","lightpenmeanplant","huedaily","huemean","huebin0","huebin1","huebin5","ndvimean","ndvibin0","ndvibin1","ndvibin2","ndvibin3","ndvibin4","ndvibin5","green","greenb0","greenb1","greenb2","greenb3","npcimean","psrimean","biomassfinalplot","biomassfinalplant","heightfinal","heighmaxfinal","leafareafinalplot","leafareafinalplant","leafareaindexfinal","leafareafinalprojectedplot","leafareafinalprojectedplant","lightpenetrationfinal","biomassAUC","biomassAUCperplant","cluster"
"stress1","GPC027630","PPC160",71.6666666666667,109.333333333333,31.6666666666667,69.3333333333333,34,5.3,1.6,3.33333333333333,5,4.96666666666667,8635.33333333333,23.6333333333333,36.0166666666667,0.623333333333333,853124.443666667,213.28,5.25,6.42333333333333,-0.02,33.1266666666667,35.67,35.83,0.16,34.67,38.4433333333333,3.77333333333333,37.3066666666667,34.0633333333333,3.24,1950.70666666667,487.676666666667,0.04,1050.37,262.593333333333,1.67,1.80666666666667,1.65333333333333,1.76666666666667,1.61,1.72666666666667,1.72,1.15666666666667,85.9,21.4766666666667,-0.0166666666666667,72.83,0.21,0.713333333333333,0.0266666666666667,0.573333333333333,0.0166666666666667,0.08,0.2,0.36,0.266666666666667,0.0233333333333333,0.26,0.376666666666667,0.296666666666667,0.2,0.0666666666666667,0.396666666666667,0.136666666666667,64990900,16247.7266666667,39.2966666666667,484.35,135312.856666667,338.283333333333,0.116666666666667,74423.5466666667,186.06,142.98,39245972762,9811493190.43333,1
"stress1","GPC028460","PPC161",69,108,29,68,32.3666666666667,3.86666666666667,2.06666666666667,1.9,4.53333333333333,4.26666666666667,1576.66666666667,52.7333333333333,33.6333333333333,-1.76,387998.061,97,2.60333333333333,4.20666666666667,-0.06,31.9266666666667,34.1833333333333,34.22,0.0366666666666667,34.8833333333333,36.43,1.54666666666667,35.2766666666667,25.35,9.92333333333333,1260.26666666667,315.07,0.0333333333333333,630.346666666667,157.586666666667,1.71333333333333,1.46,1.73333333333333,1.75,1.69,1.78,1.78333333333333,1.39333333333333,83.8433333333333,20.96,-0.196666666666667,74.31,0.203333333333333,0.713333333333333,0.03,0.566666666666667,0.0266666666666667,0.0866666666666667,0.203333333333333,0.336666666666667,0.27,0.02,0.256666666666667,0.376666666666667,0.283333333333333,0.2,0.0733333333333333,0.373333333333333,0.133333333333333,29038133.3333333,7259.53666666667,26.8533333333333,387.496666666667,96347.0233333333,240.866666666667,0.0833333333333333,50278.1566666667,125.693333333333,143.336666666667,23270052931.6667,5817513232.83333,1
"stress1","GPC028750","PPC162",69,110.666666666667,29,70.6666666666667,10.7333333333333,12.4333333333333,3.9,3.2,35.5666666666667,11.3666666666667,32823.6666666667,83.4666666666667,33.475,-1.91833333333333,556945.366333333,158.27,4.57666666666667,5.65666666666667,-0.0433333333333333,29.9233333333333,32.9366666666667,33.19,0.253333333333333,32.8333333333333,38.2233333333333,5.39,34.7633333333333,25.9466666666667,8.81666666666667,1011.07666666667,296.956666666667,0.0333333333333333,495.31,144.7,1.71333333333333,1.42,1.76,1.86,1.62,1.85666666666667,1.85,1.75333333333333,147.503333333333,50.8533333333333,-0.16,73.16,0.166666666666667,0.72,0.0233333333333333,0.55,0.0133333333333333,0.08,0.21,0.35,0.243333333333333,0.0133333333333333,0.27,0.323333333333333,0.293333333333333,0.22,0.07,0.37,0.133333333333333,39574266.6666667,11097.8833333333,41.64,528.576666666667,76867.9466666667,224.213333333333,0.0633333333333333,39431.0866666667,115.036666666667,213.4,38680121876.6667,13102643593.7,1
"stress1","GPC028850","PPC163",69,110.666666666667,29,70.6666666666667,9.96666666666667,8.1,3.86666666666667,2.1,33.1,9.73333333333333,4454.66666666667,47.1333333333333,33.6333333333333,-1.76,354934.693333333,88.7333333333333,1.64,2.51,-0.0366666666666667,32.5566666666667,35.7233333333333,35.86,0.14,35.6033333333333,40.3733333333333,4.76666666666667,37.0866666666667,25.03,12.0566666666667,919.653333333333,229.916666666667,0.0333333333333333,474.023333333333,118.503333333333,1.59333333333333,1.54666666666667,1.66666666666667,1.72333333333333,1.55,1.72666666666667,1.72,-0.0566666666666667,116.426666666667,29.1066666666667,-0.19,72.0466666666667,0.186666666666667,0.703333333333333,0.0233333333333333,0.526666666666667,0.06,0.0966666666666667,0.19,0.313333333333333,0.243333333333333,0.0166666666666667,0.253333333333333,0.363333333333333,0.3,0.193333333333333,0.0566666666666667,0.363333333333333,0.146666666666667,26078700,6519.67666666667,31.8,411.716666666667,76074.59,190.19,0.0633333333333333,40362.0733333333,100.91,127.543333333333,36883092849.6667,9220773212.33333,1
"stress1","GPC029020","PPC164",71.6666666666667,108,31.6666666666667,68,17.1333333333333,3.96666666666667,3.76666666666667,1.1,17.1666666666667,7.23333333333333,2844,73.1333333333333,33.8916666666667,-1.50166666666667,843881.445666667,210.97,3.43333333333333,5.19333333333333,-0.0233333333333333,33.26,35.7666666666667,35.8766666666667,0.103333333333333,34.76,40.31,5.54333333333333,36.6766666666667,27.07,9.60666666666667,2535.52333333333,633.88,0.0533333333333333,1374.83,343.706666666667,1.61,1.37,1.67333333333333,1.76666666666667,1.54666666666667,1.71666666666667,1.71333333333333,1.13666666666667,80.72,20.18,-0.163333333333333,76.6633333333333,0.156666666666667,0.76,0.0166666666666667,0.543333333333333,0.02,0.0966666666666667,0.236666666666667,0.36,0.213333333333333,0.0133333333333333,0.283333333333333,0.313333333333333,0.313333333333333,0.223333333333333,0.07,0.37,0.143333333333333,58917266.6666667,14729.3166666667,29.4366666666667,409.426666666667,172435.333333333,431.086666666667,0.143333333333333,94455.9666666667,236.14,131.956666666667,43105634607.6667,10776408652,1
"stress1","GPC029280","PPC165",71.6666666666667,113,31.6666666666667,73,6.63333333333333,3.03333333333333,4.66666666666667,0.666666666666667,25.7333333333333,4.93333333333333,12538,73.2666666666667,32.1666666666667,-3.22666666666667,349026.797,87.2566666666667,2.37333333333333,4.79333333333333,-0.0333333333333333,28.97,31.91,32.1266666666667,0.21,30.9466666666667,37.2933333333333,6.35,32.9,24.8733333333333,8.03,966.11,241.523333333333,0.0333333333333333,459.306666666667,114.826666666667,1.75,1.47666666666667,1.84666666666667,1.97,1.66,1.90333333333333,1.9,0.846666666666667,111.49,27.8733333333333,-0.17,73.8866666666667,0.16,0.733333333333333,0.02,0.54,0.0133333333333333,0.0833333333333333,0.223333333333333,0.376666666666667,0.21,0.01,0.273333333333333,0.313333333333333,0.3,0.22,0.07,0.366666666666667,0.13,29072766.6666667,7268.19333333333,29.95,472.34,80907.7033333333,202.27,0.07,39035.6833333333,97.5866666666667,171.46,28269091439.3333,7067272860,1
"stress1","GPC029740","PPC166",71.6666666666667,119.333333333333,31.6666666666667,79.3333333333333,20.3333333333333,10.0666666666667,1.5,6.73333333333333,6.06666666666667,3.36666666666667,39942.6666666667,90.2333333333333,35.525,0.131666666666667,864194.998,216.046666666667,5.91,7.54,0.02,33.2466666666667,35.9233333333333,36.0233333333333,0.103333333333333,32.37,39.7766666666667,7.40333333333333,37.9133333333333,37.1366666666667,0.776666666666667,1663.12666666667,415.783333333333,0.0366666666666667,956.656666666667,239.163333333333,1.66333333333333,1.66666666666667,1.64,1.87666666666667,1.57333333333333,1.72,1.71666666666667,2.91,117.306666666667,29.3266666666667,-0.0133333333333333,73.2266666666667,0.21,0.7,0.03,0.556666666666667,0.0266666666666667,0.1,0.213333333333333,0.343333333333333,0.246666666666667,0.01,0.24,0.413333333333333,0.29,0.183333333333333,0.05,0.343333333333333,0.133333333333333,65058433.3333333,16264.6133333333,47.78,587.706666666667,104818.433333333,262.046666666667,0.0866666666666667,59353.86,148.383333333333,235.546666666667,42387002956,10596750739,1
"stress1","GPC029750","PPC167",73.6666666666667,109.333333333333,33.6666666666667,69.3333333333333,36.3666666666667,6.4,1.23333333333333,5.16666666666667,2.93333333333333,3.2,17774,93.5333333333333,34.3083333333333,-1.085,2187164.16266667,681.926666666667,11.07,12.7233333333333,-0.0266666666666667,30.92,32.93,33.2266666666667,0.3,32.5966666666667,37.8133333333333,5.21666666666667,36.6533333333333,33.0033333333333,3.65,2420.95333333333,761.25,0.0533333333333333,1186,372.336666666667,1.78333333333333,1.85666666666667,1.68666666666667,1.92333333333333,1.65,1.88,1.86666666666667,2.44333333333333,191.043333333333,60.85,0.166666666666667,81.0166666666667,0.123333333333333,0.806666666666667,0.01,0.566666666666667,0.0133333333333333,0.0766666666666667,0.21,0.383333333333333,0.243333333333333,0.01,0.313333333333333,0.25,0.333333333333333,0.263333333333333,0.08,0.356666666666667,0.13,128728666.666667,42965.3333333333,82.06,939.963333333333,144140.643333333,456.896666666667,0.12,74453.38,235.246666666667,286.89,104303257313.667,26645846522,1
"stress1","GPC029760","PPC168",74.3333333333333,113,34.3333333333333,73,46.4,7,1.03333333333333,6.8,2.9,4,1384.33333333333,55.3333333333333,34.175,-1.21833333333333,1558144.68633333,476.103333333333,11.2366666666667,12.8533333333333,0.00333333333333333,34.0466666666667,36.6466666666667,36.9166666666667,0.266666666666667,36.7966666666667,40.6266666666667,3.82666666666667,39.57,33.29,6.27666666666667,1904.18,579.62,0.04,1041.66666666667,316.993333333333,1.64333333333333,1.5,1.57666666666667,1.68,1.55,1.7,1.69333333333333,5.53,181.483333333333,56.12,0.193333333333333,76.62,0.18,0.74,0.0266666666666667,0.6,0.0133333333333333,0.0633333333333333,0.166666666666667,0.343333333333333,0.326666666666667,0.03,0.28,0.333333333333333,0.296666666666667,0.226666666666667,0.0766666666666667,0.366666666666667,0.12,106669266.666667,32511.31,75.7566666666667,851.77,124798.8,382.47,0.106666666666667,68692.59,210.633333333333,378.216666666667,67246155940.3333,21217731558.4333,1
"stress1","GPC029990","PPC169",74.3333333333333,108,34.3333333333333,68,65.0666666666667,7.76666666666667,1.63333333333333,4.76666666666667,4.53333333333333,8.63333333333333,27209.6666666667,91.2666666666667,34.0666666666667,-1.32666666666667,1447916.085,361.98,6.49666666666667,7.58,0.05,34.1933333333333,36.07,36.0666666666667,-0.00333333333333333,33.0133333333333,39.08,6.06666666666667,36.7233333333333,36.6733333333333,0.05,3111.79666666667,777.95,0.0533333333333333,1811.91333333333,452.98,1.67666666666667,1.72333333333333,1.68666666666667,1.86,1.59,1.71666666666667,1.71666666666667,1.07,97.8033333333333,24.4466666666667,0.113333333333333,73.32,0.22,0.71,0.0333333333333333,0.586666666666667,0.0133333333333333,0.0766666666666667,0.203333333333333,0.36,0.28,0.0266666666666667,0.256666666666667,0.4,0.296666666666667,0.193333333333333,0.0633333333333333,0.393333333333333,0.133333333333333,87829700,21957.4266666667,43.8833333333333,523.213333333333,184172.776666667,460.433333333333,0.153333333333333,107136.83,267.843333333333,147.556666666667,62248655515,15562180595.3667,1
