"treatment","g2pname","genotype","DASanthesis","DASmaturity","DATanthesis","DATmaturity","fruitno","fruitlength","fruitwidth","fruitshapeindex","fruitweight","yield","pollenconcentration","pollenactivity","leaftemp","leafminushobotemp","growthrateplot","growthrateplant","height","heightmax","leafangledaily","leafanglemean","leafanglenoon","leafanglemidnight","leafanglemidnightminusnoon","leafanglebright","leafanglelow","leafanglelowminusbright","leafanglecold","leafangleHot","leafanglecoldminushot","leafareadaily","leafareadailyplant","leafareaindex","leafareaprojecteddaily","leafareaprojectedplant","leafinclinationmean","leafinclinationhot","leafinclinationcold","leafinclinationbright","leafinclinationdark","leafinclinationnoon","leafinclinationmidnight","lightpendaily","lightpenmeanplot","lightpenmeanplant","huedaily","huemean","huebin0","huebin1","huebin5","ndvimean","ndvibin0","ndvibin1","ndvibin2","ndvibin3","ndvibin4","ndvibin5","green","greenb0","greenb1","greenb2","greenb3","npcimean","psrimean","biomassfinalplot","biomassfinalplant","heightfinal","heighmaxfinal","leafareafinalplot","leafareafinalplant","leafareaindexfinal","leafareafinalprojectedplot","leafareafinalprojectedplant","lightpenetrationfinal","biomassAUC","biomassAUCperplant","cluster"
"control","GPC121530","PPC285",67.3333333333333,124.333333333333,25.3333333333333,82.3333333333333,63.83,6.06666666666667,2.06666666666667,2.93333333333333,8.03333333333333,14.86,14429.6666666667,91.3733333333333,26.2,-0.5,8993189.8,2248.3,7.08666666666667,6.60333333333333,0.000666666666666667,35.6466666666667,35.6366666666667,35.76,0.123333333333333,36.9533333333333,34.9366666666667,-2.02,34.9366666666667,38.9733333333333,-4.03666666666667,12486.4333333333,3121.6,0.427333333333333,5705.86666666667,1426.46666666667,1.74,1.6,1.75,1.68333333333333,1.75,1.74333333333333,1.73333333333333,0.34,206.033333333333,51.51,0.0696666666666667,106.936666666667,0.0635666666666667,0.676033333333333,0.0152,0.732033333333333,0.00893333333333333,0.0236666666666667,0.0796333333333333,0.249566666666667,0.422333333333333,0.215866666666667,0.376533333333333,0.2311,0.276533333333333,0.2759,0.147966666666667,0.182333333333333,0.043,495083333.333333,123770.866666667,64.2333333333333,751.523333333333,766804.333333333,1917,0.666666666666667,333795.266666667,834.5,199.75,930507580752,232626728521.333,2
"control","GPC121620","PPC286",45.6666666666667,121.666666666667,3.66666666666667,79.6666666666667,11.7133333333333,17.4666666666667,2.83333333333333,6.2,46.4,16.22,28903,95.2633333333333,27.0666666666667,0.366666666666667,4677360.26666667,1169.33333333333,4.47,4.20333333333333,-0.0713333333333333,35.0166666666667,35.01,35.1033333333333,0.09,39.31,31.6466666666667,-7.66666666666667,31.6466666666667,38.7566666666667,-7.11,9157.53333333333,2289.36666666667,0.28,3904.76666666667,976.2,1.76666666666667,1.65,1.91,1.59666666666667,1.91,1.76666666666667,1.76333333333333,2.33,194.853333333333,48.7166666666667,0.0803333333333333,109.206666666667,0.0699,0.607533333333333,0.0189,0.7199,0.0124,0.0313,0.0968,0.257166666666667,0.3908,0.211533333333333,0.3522,0.280166666666667,0.2765,0.247933333333333,0.129933333333333,0.136333333333333,0.0343333333333333,228025333.333333,57006.3333333333,43.6,566.336666666667,501668,1254.16666666667,0.436,207871.1,519.7,254.103333333333,465110842810.333,116277627369.333,2
"control","GPC121700","PPC215",60.6666666666667,112,18.6666666666667,70,95.41,7.76666666666667,1.26666666666667,6.1,4.8,13.4833333333333,18235.6666666667,83.1466666666667,26.3333333333333,-0.366666666666667,7479391.83333333,1869.86666666667,4.62,4.69333333333333,-0.0183333333333333,36.6833333333333,36.6433333333333,36.6633333333333,0.0233333333333333,38.38,32.63,-5.75,32.63,37.8166666666667,-5.18666666666667,13290.4333333333,3322.6,0.395666666666667,6058.93333333333,1514.7,1.70666666666667,1.70666666666667,1.86666666666667,1.65,1.86666666666667,1.70666666666667,1.70666666666667,0.616666666666667,189.7,47.4233333333333,0.04,109.88,0.0566666666666667,0.637833333333333,0.0138333333333333,0.7356,0.0104333333333333,0.0241333333333333,0.0753666666666667,0.2348,0.431833333333333,0.223433333333333,0.379,0.2281,0.279,0.278233333333333,0.146933333333333,0.139333333333333,0.0336666666666667,390700666.666667,97675.1666666667,50.8,650.663333333333,767409.1,1918.53333333333,0.667666666666667,329369,823.4,213.166666666667,753213602948.667,188302817404,2
"control","GPC121710","PPC287",45.6666666666667,115.333333333333,3.66666666666667,73.3333333333333,55.0433333333333,9.1,1.56666666666667,5.9,7.7,12.8066666666667,14585.3333333333,94.64,26.2,-0.5,7437493.5,1859.4,8.23666666666667,7.34333333333333,-0.034,36.46,36.3366666666667,36.5266666666667,0.186666666666667,37.6533333333333,32.4633333333333,-5.18666666666667,32.4633333333333,39.5133333333333,-7.04666666666667,9752.56666666667,2438.13333333333,0.318,4488.9,1122.2,1.71,1.62,1.87333333333333,1.68666666666667,1.87333333333333,1.71666666666667,1.71,5.50333333333333,327.67,81.9133333333333,0.0506666666666667,104.483333333333,0.0668,0.7146,0.0132666666666667,0.715566666666667,0.0109666666666667,0.0283,0.0940333333333333,0.271933333333333,0.414333333333333,0.180433333333333,0.3857,0.216033333333333,0.274833333333333,0.2879,0.1525,0.219666666666667,0.0556666666666667,412001444.433333,103000.366666667,69.6333333333333,828.536666666667,587097.233333333,1467.73333333333,0.510333333333333,262609.766666667,656.5,456.19,737530655001,184382247083.667,2
"control","GPC123680","PPC288",48.6666666666667,115.333333333333,6.66666666666667,73.3333333333333,19.7366666666667,15.2,3,5.13333333333333,37.2666666666667,21.8,14416.3333333333,88.3933333333333,26.3333333333333,-0.366666666666667,5659499.76666667,1414.9,3.30333333333333,4.08,0.0256666666666667,38.84,38.68,38.92,0.24,38.8933333333333,37.0166666666667,-1.87666666666667,37.0166666666667,40.99,-3.97333333333333,14641.7666666667,3660.43333333333,0.447333333333333,7311.76666666667,1827.93333333333,1.61333333333333,1.57,1.66333333333333,1.63,1.66333333333333,1.62,1.61333333333333,1.50333333333333,138.433333333333,34.6066666666667,0.0483333333333333,105.28,0.0878,0.6282,0.0202666666666667,0.733666666666667,0.00796666666666667,0.0233,0.0806333333333333,0.253166666666667,0.411333333333333,0.2236,0.352833333333333,0.2857,0.269166666666667,0.239666666666667,0.131733333333333,0.182333333333333,0.0423333333333333,275006888.9,68751.7333333333,34.4666666666667,658.123333333333,798320.9,1995.8,0.694,390684.433333333,976.7,181.023333333333,565051249664.333,141262562416,2
"control","GPC123700","PPC289",65.8003349460365,110.942171910975,26.4679940454038,71.5093246354566,42.2188262370541,7.01994248466258,2.79246165644172,3.26883052147239,22.3588420245399,8.12895745496359,23281.4353214562,58.9723353989156,32.3196099950372,0.0439626736108631,3325354.52643452,842.475617559524,5.42779017857143,4.6695275297619,-0.0459177827380952,35.4064769345238,36.0528087797619,36.2079799107143,0.15515625,35.6310193452381,36.4461793154762,0.815238095238095,35.7505245535714,34.9025930059524,0.847931547619048,5975.90285342262,1513.46716517857,0.193073660714286,2762.94505580357,699.895885416667,1.69965773809524,1.63941220238095,1.73861979166667,1.75271205357143,1.71263020833333,1.73089657738095,1.72474330357143,1.9937462797619,151.97275297619,39.2490401785714,0.0158177083333333,95.8836495535714,0.117711197916667,0.655459375,0.0220362351190476,0.649404241071429,0.033135119047619,0.0497306547619048,0.133421614583333,0.295116294642857,0.335919270833333,0.133532849702381,0.317941369047619,0.309495833333333,0.285726302083333,0.2364328125,0.105996800595238,0.235603050595238,0.0946283482142857,187161651.473612,47477.059438244,45.5683854166667,596.403098958333,367976.931499256,29244.7780877976,0.318655133928571,167841.782920387,425.544836309524,213.19029389881,237553384236.061,59556360506.8683,1
"control","GPC123750","PPC290",51,124.333333333333,9,82.3333333333333,10.8966666666667,17.8,5.23333333333333,3.4,98.3333333333333,31.1566666666667,22284,94.8033333333333,27.0333333333333,0.3,10347655.6333333,2586.9,8.5,8.35666666666667,-0.0536666666666667,34.64,34.58,34.74,0.166666666666667,36.8666666666667,30.1133333333333,-6.75,30.1133333333333,39.5566666666667,-9.43666666666667,13183.7666666667,3295.96666666667,0.458666666666667,5437.53333333333,1359.36666666667,1.80333333333333,1.63333333333333,2.00333333333333,1.69,2.00333333333333,1.80666666666667,1.8,2.68666666666667,209.23,52.3066666666667,0.0563333333333333,109.413333333333,0.0504666666666667,0.661866666666667,0.0124666666666667,0.732633333333333,0.00816666666666667,0.0227333333333333,0.0810333333333333,0.244633333333333,0.430133333333333,0.2133,0.386933333333333,0.2059,0.289133333333333,0.291533333333333,0.148433333333333,0.148666666666667,0.0366666666666667,519329333.366667,129832.333333333,67.8666666666667,880.04,761375,1903.46666666667,0.662,313095.8,782.766666666667,270.836666666667,1069406040494.67,267351843457,2
"control","GPC124980","PPC291",79.6666666666667,127,37.6666666666667,85,83.5566666666667,7.33333333333333,1.06666666666667,6.76666666666667,3.46666666666667,7.75333333333333,17870.6666666667,97.0966666666667,25.9,-0.8,11552001.5333333,2888,11.0233333333333,10.41,-0.0496666666666667,36.8733333333333,36.8633333333333,36.9766666666667,0.116666666666667,40.3133333333333,31.3333333333333,-8.97333333333333,31.3333333333333,42.3733333333333,-11.0366666666667,11753.8333333333,2938.46666666667,0.416666666666667,5285.66666666667,1321.43333333333,1.71333333333333,1.56333333333333,1.94666666666667,1.57,1.94666666666667,1.71,1.70333333333333,0.0233333333333333,253.883333333333,63.4733333333333,0.005,113.94,0.0340666666666667,0.6391,0.0099,0.752133333333333,0.00746666666666667,0.0158333333333333,0.0549,0.2068,0.4851,0.229866666666667,0.392966666666667,0.181266666666667,0.2937,0.324633333333333,0.1474,0.0846666666666667,0.019,605461222.233333,151365.3,89.4,999.143333333333,679343.9,1698.36666666667,0.590666666666667,284377.9,710.933333333333,210.666666666667,1156987695440.67,289247423860,2
"control","GPC125100","PPC213",46.3333333333333,119.333333333333,4.33333333333333,77.3333333333333,13.3,9.53333333333333,2.56666666666667,3.7,18.1333333333333,7.21333333333333,27096.6666666667,95.3333333333333,27.4666666666667,0.766666666666667,2261038,565.266666666667,2.98666666666667,2.81,-0.0476666666666667,37.8433333333333,37.8166666666667,37.8766666666667,0.0633333333333333,40.57,34.3,-6.26666666666667,34.3,39.45,-5.14666666666667,6256.4,1564.06666666667,0.189666666666667,2893.46666666667,723.4,1.64666666666667,1.59,1.78,1.54333333333333,1.78,1.64666666666667,1.64666666666667,2.48666666666667,148.443333333333,37.11,0.0186666666666667,102.56,0.0889,0.676633333333333,0.0175,0.7147,0.0132666666666667,0.0316,0.0988,0.273,0.382833333333333,0.200533333333333,0.3717,0.259333333333333,0.262866666666667,0.25,0.144133333333333,0.231333333333333,0.0566666666666667,134349688.9,33587.4666666667,34.5666666666667,510.926666666667,390055.066666667,975.133333333333,0.339,169977.066666667,424.966666666667,250.83,216640929341.667,54160157454.6667,2
"control","GPC125920","PPC292",71,124.333333333333,29,82.3333333333333,89.5633333333333,9.7,1.23333333333333,7.7,6.16666666666667,15.96,19105,95.4233333333333,26.1666666666667,-0.533333333333333,11682777.2,2920.7,9.54,9.31333333333333,0.00466666666666667,36.27,36.29,36.4166666666667,0.13,37.79,33.4066666666667,-4.38333333333333,33.4066666666667,41.5966666666667,-8.19333333333333,13828.1666666667,3457.03333333333,0.446333333333333,6289.23333333333,1572.33333333333,1.72666666666667,1.56,1.83333333333333,1.68,1.83333333333333,1.72666666666667,1.72,2.42666666666667,267.87,66.9666666666667,0.0556666666666667,115.833333333333,0.0417,0.569966666666667,0.0140666666666667,0.755333333333333,0.00763333333333333,0.0186333333333333,0.0618,0.203433333333333,0.4408,0.267733333333333,0.374866666666667,0.223733333333333,0.287,0.288966666666667,0.140366666666667,0.0546666666666667,0.0116666666666667,663050833.333333,165762.733333333,79,946.813333333333,842440.166666667,2106.1,0.732666666666667,360797.766666667,902,329.89,1128210305633.33,282052576408.333,2
"control","GPC127510","AVPP9905",67.6666666666667,121.666666666667,25.6666666666667,79.6666666666667,35.1896087456847,13.6399808282209,2.26415388548057,6.68961017382413,24.11961400818,18.3729858183212,29527,87.8666666666667,27.6,0.9,6514338.76666667,1628.6,4.8,4.35666666666667,-0.03,37.4833333333333,37.5433333333333,37.5333333333333,-0.00666666666666667,38.6566666666667,33.4166666666667,-5.24333333333333,33.4166666666667,44.12,-10.7033333333333,14322.7333333333,3580.66666666667,0.432,6841.13333333333,1710.3,1.67,1.48666666666667,1.82333333333333,1.62333333333333,1.82333333333333,1.66666666666667,1.66333333333333,1.68,142.406666666667,35.6,0.043,109.743333333333,0.0687,0.6023,0.0178,0.7409,0.0087,0.0231666666666667,0.0740666666666667,0.2346,0.417133333333333,0.242266666666667,0.365,0.2646,0.273333333333333,0.249533333333333,0.1369,0.132333333333333,0.0296666666666667,342917111.133333,85729.3,41.3333333333333,713.67,826479.633333333,2066.2,0.718666666666667,379185.533333333,947.966666666667,179.393333333333,623980899296.667,155995474824.333,2
"control","GPC127520","PPC293",60.6666666666667,127,18.6666666666667,85,23.6133333333333,16.0333333333333,2.76666666666667,5.83333333333333,29.2,20.35,52176,87.9233333333333,28.1,1.4,9143866.76666667,2285.96666666667,8.97333333333333,9.38333333333333,-0.051,36.0766666666667,36.1366666666667,36.1333333333333,0,39.94,33.2433333333333,-6.69666666666667,33.2433333333333,41.6233333333333,-8.38333333333333,10811.6,2702.9,0.325,4801.3,1200.33333333333,1.75,1.54333333333333,1.83666666666667,1.58,1.83666666666667,1.74666666666667,1.74666666666667,1.39666666666667,205.216666666667,51.3066666666667,0.0936666666666667,112.503333333333,0.0633666666666667,0.571066666666667,0.0182333333333333,0.759133333333333,0.00866666666666667,0.0188,0.0565333333333333,0.1948,0.440966666666667,0.280233333333333,0.3439,0.286766666666667,0.292133333333333,0.242533333333333,0.121166666666667,0.097,0.019,512051666.633333,128012.933333333,77.5333333333333,895.573333333333,663633.433333333,1659.1,0.577333333333333,277183.8,692.966666666667,244.736666666667,875624143263,218906035815.667,2
"control","GPC127670","PPC294",72.3333333333333,127,30.3333333333333,85,20.8566666666667,16.6666666666667,2.73333333333333,6.13333333333333,30.4666666666667,18.85,54933.6666666667,81.58,27.3,0.6,8010437.46666667,2002.63333333333,8.39666666666667,7.88333333333333,-0.0516666666666667,34.5066666666667,34.5,34.6033333333333,0.103333333333333,39.8666666666667,30.62,-9.25,30.62,39.86,-9.24333333333333,10185.5666666667,2546.36666666667,0.301,4450.8,1112.73333333333,1.81,1.59,1.98666666666667,1.59666666666667,1.98666666666667,1.81333333333333,1.81,1.23666666666667,227.713333333333,56.9266666666667,0.109666666666667,107.923333333333,0.0750666666666667,0.6195,0.019,0.7383,0.0104666666666667,0.0232,0.0724,0.229166666666667,0.436166666666667,0.228566666666667,0.341566666666667,0.286933333333333,0.294833333333333,0.242433333333333,0.1196,0.151333333333333,0.0336666666666667,419413444.433333,104853.4,71.3333333333333,837.146666666667,586828.333333333,1467.06666666667,0.510666666666667,247846.333333333,619.6,231.276666666667,767580022658.333,191894922331.333,2
"control","GPC128500","PPC295",70.3333333333333,126.1,28.3333333333333,84.1,47.4666666666667,6.6,2.16666666666667,3.03333333333333,11.7333333333333,15.8633333333333,29947,94.2466666666667,27.1,0.4,7866368.6,1966.56666666667,6.27333333333333,5.03,-0.003,38.9633333333333,38.94,39.0133333333333,0.0766666666666667,39.1033333333333,33.96,-5.14666666666667,33.96,43.8766666666667,-9.91333333333333,13078.4333333333,3269.6,0.394333333333333,6435.66666666667,1608.93333333333,1.61666666666667,1.49333333333333,1.80333333333333,1.63,1.80333333333333,1.62,1.61666666666667,1.99666666666667,182.27,45.5666666666667,0.0936666666666667,106.223333333333,0.0719666666666667,0.650866666666667,0.0165,0.714533333333333,0.00973333333333333,0.0277,0.0939,0.277633333333333,0.4178,0.173233333333333,0.346633333333333,0.277933333333333,0.303566666666667,0.250866666666667,0.1157,0.17,0.0443333333333333,428381222.233333,107095.333333333,55.5,696.763333333333,770142,1925.33333333333,0.67,370102.9,925.266666666667,242.92,732505569780.333,183126309111.667,2
"control","GPC128790","PPC296",65,121.666666666667,23,79.6666666666667,202.473333333333,6.56666666666667,0.866666666666667,7.6,2.26666666666667,13.6633333333333,17282.6666666667,82.8333333333333,26.6333333333333,-0.0666666666666667,9046727,2261.66666666667,6.59,6.62,0.0743333333333333,37.9333333333333,37.92,38.0166666666667,0.0966666666666667,39.6866666666667,38.3333333333333,-1.35333333333333,38.3333333333333,40.4033333333333,-2.07,12762.6333333333,3190.63333333333,0.403,6353.06666666667,1588.23333333333,1.65666666666667,1.63666666666667,1.61666666666667,1.59666666666667,1.61666666666667,1.65666666666667,1.65333333333333,0.66,204.506666666667,51.1266666666667,0.0716666666666667,115.413333333333,0.0419,0.5787,0.0128666666666667,0.751333333333333,0.00823333333333333,0.0192666666666667,0.0598333333333333,0.209533333333333,0.455366666666667,0.247833333333333,0.370966666666667,0.231033333333333,0.296633333333333,0.278766666666667,0.135266666666667,0.063,0.013,522289388.9,130572.366666667,64.8333333333333,754.976666666667,806734.9,2016.83333333333,0.701333333333333,382684.6,956.7,212.32,925447593613.333,231361565070,2
"control","GPC128800","PPC297",47.6666666666667,119,5.66666666666667,77,94.7166666666667,6.66666666666667,1.46666666666667,4.83333333333333,5.53333333333333,12.6366666666667,25330.6666666667,89.15,26.3666666666667,-0.333333333333333,5312952.3,1328.26666666667,2.98666666666667,2.64333333333333,0.00433333333333333,39.9333333333333,40.03,40.0033333333333,-0.0233333333333333,39.2733333333333,36.82,-2.45333333333333,36.82,43.9466666666667,-7.12666666666667,12761,3190.23333333333,0.359333333333333,6455.16666666667,1613.8,1.57,1.46666666666667,1.68,1.59333333333333,1.68,1.57,1.57,0.0633333333333333,142.796666666667,35.7,0.0206666666666667,110.713333333333,0.0770333333333333,0.559933333333333,0.0213666666666667,0.7517,0.0085,0.0201333333333333,0.0628666666666667,0.2174,0.427533333333333,0.263533333333333,0.340833333333333,0.3052,0.274066666666667,0.230366666666667,0.122633333333333,0.105333333333333,0.0223333333333333,287876777.8,71969.2333333333,38.6,481.053333333333,740748.8,1851.86666666667,0.644,357844,894.6,144.856666666667,528796095491.333,132199023873,2
"control","GPC130280","PPC298",55.6666666666667,112,13.6666666666667,70,137.69,7.1,1.23333333333333,5.76666666666667,4.36666666666667,14.88,32555.3333333333,91.8333333333333,26.8333333333333,0.133333333333333,7530580.86666667,1882.66666666667,5.28333333333333,5.03333333333333,0.015,38.4066666666667,38.3266666666667,38.4733333333333,0.143333333333333,38.7166666666667,36.5033333333333,-2.21666666666667,36.5033333333333,41.6733333333333,-5.17333333333333,12775.5666666667,3193.9,0.394333333333333,6183.73333333333,1545.93333333333,1.63333333333333,1.56333333333333,1.68333333333333,1.62333333333333,1.68333333333333,1.63666666666667,1.63333333333333,1.70333333333333,217.316666666667,54.3266666666667,0.023,110.443333333333,0.07,0.5881,0.0193,0.729966666666667,0.0112333333333333,0.0256,0.0792333333333333,0.251266666666667,0.4174,0.215266666666667,0.342966666666667,0.285333333333333,0.287433333333333,0.249,0.119666666666667,0.113333333333333,0.0273333333333333,403084555.533333,100771.133333333,54.1666666666667,639.513333333333,738987,1847.46666666667,0.642666666666667,355838.333333333,889.6,264.276666666667,752999194595.667,188250131982.333,2
"stress1","9823-123 ","Purple border",74.3333333333333,120.333333333333,34.3333333333333,80.3333333333333,30.4333333333333,2.73333333333333,0.866666666666667,3.16666666666667,0.733333333333333,0.666666666666667,13060.4784404854,73.8241117996385,35.6583333333333,0.265,905516.492666667,248.763333333333,9.94333333333333,11.5466666666667,-0.01,34.81,36.3466666666667,36.7733333333333,0.426666666666667,35.21,37.8033333333333,2.59333333333333,40.9866666666667,32.49,8.49666666666667,1086.12666666667,295.783333333333,0.0233333333333333,629.533333333333,171.233333333333,1.71333333333333,1.34333333333333,1.52666666666667,1.77666666666667,1.67333333333333,1.73666666666667,1.71666666666667,0.48,208.743333333333,58.7433333333333,0.37,29.9966666666667,0.436666666666667,0.27,0.263333333333333,0.646666666666667,0.01,0.0633333333333333,0.143333333333333,0.276666666666667,0.383333333333333,0.0933333333333333,-0.08,0.82,0.0933333333333333,0.0466666666666667,0.0133333333333333,0.38,0.11,66071733.3333333,18230.36,78.1066666666667,884.656666666667,64562.5066666667,178.273333333333,0.0533333333333333,38018.6966666667,104.583333333333,220.863333333333,48371903761.3333,12180589929.3333,1
"stress1","GPC000040","PPC2",76.3333333333333,116.666666666667,36.3333333333333,76.6666666666667,6.13333333333333,5.06666666666667,5.83333333333333,0.866666666666667,39.8,7.16666666666667,12733.4784404854,66.8907784663052,32.95,-2.44333333333333,992345.622666667,248.083333333333,5.88666666666667,7.08333333333333,-0.0466666666666667,32.9933333333333,36.0533333333333,36.2633333333333,0.206666666666667,36,39.1266666666667,3.13,38.01,29.4966666666667,8.51333333333333,2160.81,540.203333333333,0.05,1130.82,282.706666666667,1.57666666666667,1.46666666666667,1.63333333333333,1.72,1.6,1.71333333333333,1.71,3.11333333333333,109.166666666667,27.29,-0.0866666666666667,73.7766666666667,0.16,0.74,0.0133333333333333,0.536666666666667,0.0266666666666667,0.08,0.213333333333333,0.356666666666667,0.22,0.0133333333333333,0.273333333333333,0.323333333333333,0.316666666666667,0.203333333333333,0.06,0.37,0.136666666666667,69331866.6666667,17332.9666666667,40.05,483.536666666667,141764.743333333,354.413333333333,0.116666666666667,74073.01,185.183333333333,232.98,46275739125.6667,11568943687.1,1
"stress1","GPC000160","PPC3",76.3333333333333,122.666666666667,36.3333333333333,82.6666666666667,3,3.16666666666667,4.3,0.733333333333333,23.5333333333333,3.13333333333333,10286.8117738187,47.5574451329719,35.4666666666667,0.0733333333333333,386874.855,96.72,3.52,4.14666666666667,-0.05,35.4966666666667,35.8866666666667,36.1766666666667,0.29,35.9333333333333,39.3433333333333,3.41,37.7,34.2433333333333,3.45,957.696666666667,239.423333333333,0.03,502.966666666667,125.743333333333,1.70333333333333,1.80666666666667,1.63666666666667,1.73,1.58666666666667,1.72333333333333,1.71333333333333,1.59,84.6333333333333,21.1566666666667,-0.0166666666666667,81.8533333333333,0.16,0.81,0.0166666666666667,0.576666666666667,0.03,0.09,0.24,0.393333333333333,0.226666666666667,0.0133333333333333,0.303333333333333,0.32,0.34,0.246666666666667,0.0733333333333333,0.406666666666667,0.153333333333333,28466033.3333333,7116.51,26.2533333333333,319.086666666667,80364.33,200.913333333333,0.0666666666666667,42853.9,107.136666666667,125.093333333333,23393000478,5848250119.6,1
"stress1","GPC000280","PPC4",69,110.666666666667,29,70.6666666666667,6.36666666666667,4.66666666666667,4.7,1,25.6666666666667,4.93333333333333,49618.3333333333,81.9666666666667,33.8916666666667,-1.50166666666667,1587766.98366667,427.946666666667,8,9.75,-0.0766666666666667,32.1233333333333,35.0933333333333,35.35,0.26,34.2833333333333,40.21,5.93,36.9733333333333,21.0966666666667,15.88,2256.22333333333,604.87,0.0566666666666667,1133.75,303.413333333333,1.59,1.08,1.66666666666667,1.79,1.55333333333333,1.75,1.74666666666667,4.22666666666667,144.66,41.17,-0.05,74.27,0.146666666666667,0.746666666666667,0.0166666666666667,0.546666666666667,0.01,0.0766666666666667,0.2,0.363333333333333,0.24,0.0133333333333333,0.273333333333333,0.31,0.323333333333333,0.21,0.06,0.366666666666667,0.13,105269266.666667,29090.7566666667,60.4066666666667,722.833333333333,169161.436666667,459.47,0.143333333333333,85794.72,232.263333333333,317.073333333333,75410604444.6667,19029245543.3333,1
"stress1","GPC000300","PPC5",78,122.666666666667,38,82.6666666666667,7.56666666666667,4.66666666666667,4.46666666666667,1.06666666666667,20.4333333333333,4.06666666666667,15244.4784404854,50.0907784663052,32.9333333333333,-2.46,1125137.47033333,281.283333333333,4.98,6.55,-0.09,36.8966666666667,36.99,37.3866666666667,0.396666666666667,36.1533333333333,41.0466666666667,4.89,39.25,33.97,5.28,2577.01333333333,644.253333333333,0.0666666666666667,1270.49666666667,317.626666666667,1.69666666666667,1.84333333333333,1.6,1.73333333333333,1.55,1.69333333333333,1.67666666666667,2.05333333333333,133.89,33.4733333333333,0.0633333333333333,84.9466666666667,0.113333333333333,0.88,0.00666666666666667,0.576666666666667,0.0166666666666667,0.1,0.25,0.423333333333333,0.193333333333333,0.01,0.34,0.25,0.376666666666667,0.28,0.0866666666666667,0.42,0.156666666666667,85858033.3333333,21464.51,40.1066666666667,480.446666666667,184005.443333333,460.013333333333,0.156666666666667,92430.6766666667,231.073333333333,209.18,59458957813.3333,14864706786.6667,1
"stress1","GPC000760","PPC6",77,121,37,81,5.86666666666667,4.83333333333333,5.06666666666667,1,30.1666666666667,5.36666666666667,22402.4784404854,78.8907784663052,35.0166666666667,-0.376666666666667,233657.469,59.2133333333333,2.23666666666667,3.29666666666667,-0.0866666666666667,32.3433333333333,34.1666666666667,34.4766666666667,0.306666666666667,33.8733333333333,40.42,6.54666666666667,35.3366666666667,32.86,2.47333333333333,573.69,144.743333333333,0.0266666666666667,255.146666666667,63.7533333333333,1.69666666666667,1.85666666666667,1.73333333333333,1.81,1.54666666666667,1.80333333333333,1.78666666666667,0.386666666666667,105.863333333333,28.5233333333333,-0.0666666666666667,75.0933333333333,0.18,0.746666666666667,0.02,0.563333333333333,0.02,0.0833333333333333,0.22,0.373333333333333,0.24,0.0133333333333333,0.276666666666667,0.343333333333333,0.303333333333333,0.216666666666667,0.07,0.386666666666667,0.14,20147400,5167.28333333333,27.9333333333333,362.29,60626.0066666667,156.8,0.0533333333333333,30382.7933333333,78.4833333333333,131.75,22035527030.6667,5621044205.33333,1
"stress1","GPC001360","PPC7",69,103.333333333333,29,63.3333333333333,94.5666666666667,2.86666666666667,1.76666666666667,1.63333333333333,2.86666666666667,7.7,8148.66666666667,82.5333333333333,33.4083333333333,-1.985,711511.632,177.876666666667,1.36666666666667,2.02666666666667,-0.113333333333333,30.9533333333333,33.33,33.4666666666667,0.136666666666667,34.0733333333333,39.0166666666667,4.94333333333333,34.02,24.5133333333333,9.50333333333333,3222.83333333333,805.706666666667,0.0666666666666667,1512.45333333333,378.113333333333,1.65666666666667,1.49333333333333,1.79,1.79,1.59,1.82666666666667,1.82666666666667,0.756666666666667,68.5333333333333,17.1366666666667,-0.533333333333333,68.1766666666667,0.216666666666667,0.666666666666667,0.03,0.536666666666667,0.0366666666666667,0.0966666666666667,0.203333333333333,0.323333333333333,0.236666666666667,0.0166666666666667,0.246666666666667,0.376666666666667,0.273333333333333,0.193333333333333,0.0633333333333333,0.393333333333333,0.143333333333333,53321500,13330.38,20.8166666666667,286.696666666667,221337.723333333,553.346666666667,0.183333333333333,108160.556666667,270.403333333333,100.46,44763165233.3333,11190791308.3333,1
"stress1","GPC001460","PPC8",78,112.333333333333,38,72.3333333333333,14.1666666666667,2.13333333333333,2.83333333333333,0.733333333333333,7.13333333333333,3,70303,82.5666666666667,33.225,-2.16833333333333,612529.93,153.133333333333,5.27,6.92,-0.02,32.3233333333333,35.0133333333333,35.21,0.196666666666667,34.7333333333333,38.1366666666667,3.40666666666667,35.41,30.6833333333333,4.72666666666667,970.33,242.583333333333,0.0333333333333333,507.26,126.813333333333,1.61333333333333,1.59,1.73,1.78333333333333,1.64333333333333,1.76,1.75333333333333,1.47333333333333,130.17,32.5433333333333,-0.00333333333333334,75.8166666666667,0.153333333333333,0.75,0.0133333333333333,0.563333333333333,0.01,0.0733333333333333,0.196666666666667,0.356666666666667,0.263333333333333,0.0166666666666667,0.283333333333333,0.303333333333333,0.31,0.223333333333333,0.0733333333333333,0.356666666666667,0.123333333333333,49573133.3333333,12393.2866666667,46.72,587.396666666667,88585.6566666667,221.463333333333,0.0766666666666667,47336.8366666667,118.343333333333,202.156666666667,40936390779.3333,10234097695,1
