"treatment","g2pname","genotype","DASanthesis","DASmaturity","DATanthesis","DATmaturity","fruitno","fruitlength","fruitwidth","fruitshapeindex","fruitweight","yield","pollenconcentration","pollenactivity","cluster"
"control","GPC037070","PPC184",58.3333333333333,115.333333333333,16.3333333333333,73.3333333333333,57.3566666666667,9.73333333333333,1.46666666666667,6.66666666666667,9.53333333333333,15.4333333333333,22405.3333333333,92.47,1
"control","GPC039160","PPC185",75,127,33,85,30.9033333333333,6.73333333333333,3.8,1.73333333333333,30.0666666666667,15.4066666666667,22916.3333333333,89.7833333333333,2
"control","GPC039200","PPC186",71,125.333333333333,29,83.3333333333333,10.4266666666667,9.2,4.66666666666667,1.96666666666667,56,17.28,26620.3333333333,90.27,1
"control","GPC040670","PPC187",71,117,29,75,30.9466666666667,8.5,3.1,2.76666666666667,24.6666666666667,22.17,25615.3333333333,84.9166666666667,1
"control","GPC042150","PPC188",52.3333333333333,110.333333333333,10.3333333333333,68.3333333333333,210.366666666667,2.2,1,2.16666666666667,1.06666666666667,6.64666666666667,9554,90.73,2
"control","GPC042610","PPC189",48,111,6,69,25.49,14.7,2.56666666666667,5.8,25.7666666666667,19.15,16113.6666666667,90.7266666666667,1
"control","GPC043060","PPC190",62.3333333333333,127,20.3333333333333,85,10.3533333333333,20.8,3.93333333333333,5.3,73.0666666666667,21.9833333333333,37234.6666666667,94.1833333333333,1
"control","GPC043310","PPC191",47.6666666666667,104,5.66666666666667,62,51.9233333333333,15.1333333333333,1.36666666666667,10.9666666666667,10.4666666666667,15.8266666666667,21020.6666666667,93.73,1
"control","GPC043540","PPC192",66.3333333333333,122.666666666667,24.3333333333333,80.6666666666667,4.63666666666667,13.1,7.8,1.66666666666667,178.666666666667,24.46,36439.3333333333,88.3633333333333,1
"control","GPC044910","PPC193",61.6666666666667,125.333333333333,19.6666666666667,83.3333333333333,3.63333333333333,9.43333333333333,7.83333333333333,1.2,196.933333333333,20.79,39455,80.97,1
"control","GPC045100","PPC194",51.3333333333333,112.666666666667,9.33333333333333,70.6666666666667,29.83,17.5333333333333,2,8.8,22.2,19.71,31086.3333333333,93.87,1
"control","GPC045230","PPC195",64.3333333333333,122,22.3333333333333,80,15.2333333333333,19.6666666666667,3.4,5.86666666666667,60.7,26.44,24616,94.01,1
"control","GPC046740","PPC196",57,124.333333333333,15,82.3333333333333,5.09,12.2666666666667,7.1,1.73333333333333,162.2,24.5533333333333,47610.3333333333,93.16,1
"control","GPC047230","PPC197",46.6666666666667,108.666666666667,4.66666666666667,66.6666666666667,48.77,14.9666666666667,1.4,10.7333333333333,10.5333333333333,15.34,24496.6666666667,95.1566666666667,1
"control","GPC049280","PPC198",49,108.666666666667,7,66.6666666666667,274.543333333333,2.8,1.1,2.63333333333333,1.53333333333333,12.45,24649.6666666667,93.6233333333333,1
"control","GPC049320","PPC199",58.3333333333333,107,16.3333333333333,65,241.153333333333,1.5,1.1,1.33333333333333,0.866666666666667,6.28333333333333,25199.6666666667,86.4233333333333,2
"control","GPC049520","PPC200",51.3333333333333,120.666666666667,9.33333333333333,78.6666666666667,31.2833333333333,9.13333333333333,2.73333333333333,3.33333333333333,20.7333333333333,19.2333333333333,51913.6666666667,91.42,1
"control","GPC049530","PPC201",64,116.666666666667,22,74.6666666666667,49.1466666666667,8.73333333333333,1.83333333333333,4.8,10.3333333333333,14.6633333333333,28676,92.62,1
"control","GPC049590","PPC202",45,108.666666666667,3,66.6666666666667,69.42,12.7,1.43333333333333,8.9,8.53333333333333,17.51,22336.6666666667,95.7533333333333,1
"control","GPC049830","PPC203",76,121.666666666667,34,79.6666666666667,26.62,6.46666666666667,3.53333333333333,1.83333333333333,29.4,22.9633333333333,39677.6666666667,89.82,1
"control","GPC049890","PPC204",45.3333333333333,107,3.33333333333333,65,39.18,20.5,1.2,17.3,11.6,13.47,14378.3333333333,91.6166666666667,1
"control","GPC050150","PPC1",45,104,3,62,114.396666666667,3.73333333333333,1.66666666666667,2.26666666666667,3.4,11.34,24480.6666666667,85.5133333333333,1
"control","GPC050330","PPC205",45.3333333333333,114.333333333333,3.33333333333333,72.3333333333333,16.9333333333333,13.0333333333333,2.9,4.5,31.7333333333333,15.8033333333333,30038.6666666667,90.3766666666667,1
"control","GPC050550","PPC206",49,116.666666666667,7,74.6666666666667,28.0766666666667,19.5666666666667,1.9,10.3333333333333,23.2666666666667,19.2666666666667,25147.3333333333,93.5566666666667,1
"control","GPC051290","PPC207",48,119,6,77,9.88666666666667,9.4,4.76666666666667,2,56.2,16.16,27542.6666666667,84.8166666666667,1
"control","GPC057060","PPC208",46.6666666666667,122,4.66666666666667,80,26.8266666666667,13.7,2.2,6.23333333333333,21.4,16.7366666666667,18318.3333333333,90.02,1
"control","GPC060200","PPC209",50.3333333333333,120,8.33333333333333,78,8.98,11.8666666666667,5.16666666666667,2.3,63.0666666666667,16.1533333333333,26841.3333333333,91.14,1
"control","GPC060460","PPC210",46.3333333333333,124.333333333333,4.33333333333333,82.3333333333333,23.52,9,2.43333333333333,3.66666666666667,17.1,11.78,56189.6666666667,93.7633333333333,1
"control","GPC060540","PPC211",72.3333333333333,125.333333333333,30.3333333333333,83.3333333333333,7.25333333333333,9.2,6.93333333333333,1.33333333333333,137.066666666667,29.4233333333333,24336.6666666667,82.1266666666667,1
"control","GPC061390","PPC217",68.6666666666667,127,26.6666666666667,85,62.9466666666667,9.7,1.56666666666667,6.23333333333333,8.83333333333333,16.5866666666667,15833,90.6166666666667,1
"control","GPC061670","PPC218",68.6666666666667,127,26.6666666666667,85,60.59,12.0666666666667,1.66666666666667,7.23333333333333,11.0333333333333,19.7466666666667,8368,77.49,1
"control","GPC061940","PPC219",69.6666666666667,119.333333333333,27.6666666666667,77.3333333333333,126.14,6.56666666666667,1.33333333333333,5,4.4,16.3466666666667,17108.3333333333,87.1,2
"control","GPC062700","PPC220",46.6666666666667,107.333333333333,4.66666666666667,65.3333333333333,28.2633333333333,2.43333333333333,2.76666666666667,0.866666666666667,9.53333333333333,7.94666666666667,34100.6666666667,83.6366666666667,1
"control","GPC063310","PPC221",69.6666666666667,121.666666666667,27.6666666666667,79.6666666666667,260.833333333333,3.13333333333333,0.833333333333333,3.63333333333333,1.13333333333333,8.7,22729.6666666667,91.41,2
"control","GPC063560","PPC222",63.6666666666667,127,21.6666666666667,85,82.81,6.8,1.56666666666667,4.43333333333333,6.73333333333333,16.19,18237.3333333333,88.4966666666667,1
"control","GPC063760","PPC223",71,124.333333333333,29,82.3333333333333,52.7,9.9,2.23333333333333,4.43333333333333,13.6,21.3233333333333,15670.3333333333,90.4566666666667,1
"control","GPC063810","PPC224",78.3333333333333,127,36.3333333333333,85,96.52,5.76666666666667,0.9,6.56666666666667,2.2,6.25666666666667,8139.66666666667,87.73,2
"control","GPC063820","PPC225",59.3333333333333,121.666666666667,17.3333333333333,79.6666666666667,61.6433333333333,8.8,2,4.43333333333333,10.3666666666667,18.12,12330,90.24,1
"control","GPC063880","PPC226",77,127,35,85,77.7833333333333,8.43333333333333,1.43333333333333,5.83333333333333,6.16666666666667,14.3433333333333,20166.3333333333,91.7,2
"control","GPC064390","PPC227",63,112,21,70,87.5233333333333,1.93333333333333,2.43333333333333,0.8,6.46666666666667,16.7466666666667,27523.6666666667,88.05,2
"control","GPC065060","PPC228",45.3333333333333,108.666666666667,3.33333333333333,66.6666666666667,37.4933333333333,4.36666666666667,2.43333333333333,1.8,8.73333333333333,9.75,44829.6666666667,92.09,1
"control","GPC065810","PPC229",56.6666666666667,121.666666666667,14.6666666666667,79.6666666666667,18.9066666666667,10.1333333333333,3.33333333333333,3.06666666666667,26.7,14.9566666666667,26703.6666666667,91.9566666666667,1
"control","GPC066460","PPC230",62.3333333333333,121.666666666667,20.3333333333333,79.6666666666667,38.4933333333333,6.3,2.53333333333333,2.46666666666667,13.1,14.4433333333333,12639.3333333333,78.5433333333333,1
"control","GPC067390","PPC231",45,103.333333333333,3,61.3333333333333,50.84,7.4,1.73333333333333,4.3,6.73333333333333,9.66333333333333,29661.6666666667,88.0033333333333,1
"control","GPC067430","PPC232",53.6666666666667,112.666666666667,11.6666666666667,70.6666666666667,38.98,7.73333333333333,1.8,4.26666666666667,8.56666666666667,9.80333333333333,38720.3333333333,92.0733333333333,1
"control","GPC068750","PPC233",72.3333333333333,125.666666666667,30.3333333333333,83.6666666666667,85.4833333333333,5.63333333333333,1.63333333333333,3.53333333333333,5.03333333333333,12.1566666666667,20298,89.54,2
"control","GPC069200","PPC234",62.3333333333333,127,20.3333333333333,85,7.57333333333333,9.26666666666667,5.36666666666667,1.73333333333333,71.5333333333333,16.08,26904,92.0733333333333,1
"control","GPC070980","PPC235",62.6001116486788,114.980723970325,21.4893313484679,73.8364415451522,54.3062754123514,6.90664749488753,2.43082055214724,3.12294350715746,15.11961400818,19.1129858183212,28041.1451071521,80.3974451329719,1
"control","GPC071220","PPC236",66.3333333333333,121.666666666667,24.3333333333333,79.6666666666667,4.36666666666667,9.46666666666667,7.4,1.26666666666667,164.133333333333,21.0166666666667,24151.3333333333,89.82,1
"control","GPC071980","PPC237",70,127,28,85,7.45333333333333,3.63333333333333,7.16666666666667,0.5,82.8,18.13,27080.3333333333,83.33,1
"control","GPC073010","PPC238",45.3333333333333,107,3.33333333333333,65,18.1166666666667,11.1666666666667,2.7,4.13333333333333,23.3333333333333,12.5666666666667,38421.3333333333,92.1433333333333,1
"control","GPC073080","PPC239",85,127,43,85,51.7633333333333,4.26666666666667,1.3,3.26666666666667,2.6,3.87,15787,83.0366666666667,2
"control","GPC073850","PPC212",65,119,23,77,48.1366666666667,5.26666666666667,2.73333333333333,1.93333333333333,11.6,16.51,20166.6666666667,89.89,1
"control","GPC074430","PPC240",50,111,8,69,21.8233333333333,7.23333333333333,3.33333333333333,2.16666666666667,22,14.31,18157,87.85,1
"control","GPC076940","PPC241",45,112.666666666667,3,70.6666666666667,44.74,16.6,1.83333333333333,9.1,18.2666666666667,18.8966666666667,11182,89.35,1
"control","GPC078190","PPC242",64,121.666666666667,22,79.6666666666667,60.8266666666667,8.8,2.33333333333333,3.96666666666667,14.9,22.9866666666667,20953.3333333333,91.94,1
"control","GPC078540","PPC243",55.6666666666667,122,13.6666666666667,80,28.2933333333333,6.96666666666667,3.63333333333333,1.93333333333333,21.8333333333333,18.0266666666667,31980.3333333333,86.4233333333333,1
"control","GPC079790","PPC244",65.8003349460365,110.942171910975,26.4679940454038,71.5093246354566,42.2188262370541,7.01994248466258,2.79246165644172,3.26883052147239,22.3588420245399,8.12895745496359,23281.4353214562,58.9723353989156,2
"control","GPC082220","PPC245",45,119.333333333333,3,77.3333333333333,13.6033333333333,12.8333333333333,2.5,5.26666666666667,19.3,7.65333333333333,28660.3333333333,92.49,1
"control","GPC082720","PPC246",53.6666666666667,122,11.6666666666667,80,115.913333333333,7.33333333333333,1.56666666666667,4.66666666666667,5.3,16.4233333333333,25835.3333333333,86.82,1
"control","GPC083270","PPC247",73.3333333333333,127,31.3333333333333,85,65.6966666666667,11.8,1.06666666666667,11.2333333333333,4.23333333333333,8.24,17317,77.12,2
"control","GPC084560","PPC248",58.3333333333333,119,16.3333333333333,77,93.7,10.9,1.7,6.8,11.3666666666667,20.56,29338.3333333333,91.16,1
"control","GPC092760","PPC249",45.3333333333333,111,3.33333333333333,69,29.14,11.4,1.53333333333333,7.46666666666667,9.73333333333333,8.65,19316.3333333333,93.1466666666667,1
"control","GPC092820","PPC250",47,113.666666666667,5,71.6666666666667,17.57,10.2666666666667,3.03333333333333,3.43333333333333,26.0333333333333,12.97,47171.3333333333,93.8833333333333,1
"control","GPC093160","PPC251",45,110.333333333333,3,68.3333333333333,56.3233333333333,6.23333333333333,1.5,4.16666666666667,5.26666666666667,8.68666666666667,28244.6666666667,91.8566666666667,1
"control","GPC093280","PPC252",59,112.666666666667,17,70.6666666666667,83.0866666666667,7.23333333333333,2.2,3.26666666666667,8.93333333333333,17.25,17882.3333333333,90.2133333333333,1
"control","GPC093310","PPC253",48.6666666666667,116.333333333333,6.66666666666667,74.3333333333333,74.3666666666667,8.53333333333333,1.96666666666667,4.43333333333333,8.33333333333333,16.6166666666667,32053.6666666667,94.4133333333333,1
"control","GPC095130","PPC254",98,127,56,85,6.75,1.5,1.63333333333333,0.933333333333333,2,0.503333333333333,6153,87.3733333333333,2
"control","GPC096810","PPC255",55.6666666666667,114.333333333333,13.6666666666667,72.3333333333333,26.4033333333333,3.93333333333333,4.13333333333333,1,21.9,17.2166666666667,18615.3333333333,88.1666666666667,1
"control","GPC097130","PPC256",60.3333333333333,124.333333333333,18.3333333333333,82.3333333333333,46.1066666666667,8.5,2.5,3.43333333333333,12.1333333333333,16.73,40473.6666666667,94.3033333333333,1
"control","GPC106660","PPC257",66,110.333333333333,24,68.3333333333333,31.3966666666667,7.9,3.03333333333333,2.6,18.8,16.9666666666667,31904.3333333333,91.7133333333333,1
"control","GPC106680","PPC258",58,110.333333333333,16,68.3333333333333,80.4266666666667,13.3666666666667,1.06666666666667,12.7666666666667,5.66666666666667,13.2266666666667,10476.3333333333,89.0933333333333,1
"control","GPC107030","PPC259",52.6666666666667,114.333333333333,10.6666666666667,72.3333333333333,36.84,11.2333333333333,3.33333333333333,3.33333333333333,30.9,26.08,14681.3333333333,90.37,1
"control","GPC107210","PPC260",66,121.666666666667,24,79.6666666666667,399.723333333333,4.3,0.733333333333333,5.96666666666667,1.06666666666667,12.38,6135.66666666667,90.3466666666667,2
"control","GPC107960","PPC261",50,110.333333333333,8,68.3333333333333,37.3433333333333,8.83333333333333,2.33333333333333,3.8,13.8333333333333,15.18,30859.3333333333,89.4033333333333,1
"control","GPC107970","PPC262",52.6666666666667,119.333333333333,10.6666666666667,77.3333333333333,31.63,7.73333333333333,2.56666666666667,3.03333333333333,13.7666666666667,13.0233333333333,22560.6666666667,90.4133333333333,1
"control","GPC112440","PPC263",82.3333333333333,127,40.3333333333333,85,34.8,10.8,2.2,4.9,14.1333333333333,14.4033333333333,15249,88.3066666666667,2
"control","GPC112760","PPC264",70,127,28,85,30.0433333333333,12.6333333333333,2.1,6.1,21.0333333333333,19.0866666666667,31721.6666666667,92.4933333333333,1
"control","GPC112810","PPC265",71,124.333333333333,29,82.3333333333333,46.49,13.7333333333333,1.6,8.6,12.6,17.3466666666667,38444,89.7666666666667,1
"control","GPC112830","PPC266",81,127,39,85,53.8466666666667,7.63333333333333,1.86666666666667,4.1,11.0666666666667,17.8966666666667,22498.6666666667,94.9233333333333,2
"control","GPC113030","PPC267",74.6666666666667,127,32.6666666666667,85,61.4233333333333,13.7333333333333,1.26666666666667,10.8666666666667,10.7333333333333,18.8866666666667,21278,91.8033333333333,1
"control","GPC113230","PPC268",49,107,7,65,54.8666666666667,9.36666666666667,1.83333333333333,5.03333333333333,10.3333333333333,16.79,14152,88.1333333333333,1
"control","GPC114500","PPC269",67.3333333333333,121.666666666667,25.3333333333333,79.6666666666667,247.916666666667,3.13333333333333,0.8,3.86666666666667,1.1,8.06666666666667,24001.6666666667,90.5833333333333,2
"control","GPC114810","PPC270",45,108.666666666667,3,66.6666666666667,15.7833333333333,13.9666666666667,2.73333333333333,5.23333333333333,27.4666666666667,12.7166666666667,30529,93.3366666666667,1
"control","GPC115410","PPC271",74.6666666666667,127,32.6666666666667,85,84.16,8.36666666666667,1.3,6.63333333333333,5.73333333333333,13.8,23973.6666666667,95.2233333333333,2
"control","GPC116220","PPC272",71,121.666666666667,29,79.6666666666667,184.696666666667,6.53333333333333,0.966666666666667,6.76666666666667,3.26666666666667,17.4766666666667,32395.3333333333,93.1766666666667,2
"control","GPC116260","PPC273",52,108.666666666667,10,66.6666666666667,201.453333333333,6.26666666666667,0.966666666666667,6.6,2.73333333333333,16.2366666666667,15826.3333333333,90.8833333333333,1
"control","GPC117100","PPC274",58,115.333333333333,16,73.3333333333333,37.2866666666667,10.8,1.66666666666667,6.6,10.6666666666667,9.97333333333333,20405.3333333333,83.3833333333333,1
"control","GPC117250","PPC275",76,117.666666666667,34,75.6666666666667,106.613333333333,13.1,1,12.9666666666667,4.63333333333333,14.8766666666667,25019.3333333333,93.5233333333333,2
"control","GPC118010","PPC276",54.6666666666667,127,12.6666666666667,85,11.2133333333333,17.9666666666667,3.8,4.73333333333333,60.1333333333333,20.07,30376.6666666667,92.7733333333333,1
"control","GPC118230","PPC277",74.6666666666667,127,32.6666666666667,85,41.6566666666667,3.93333333333333,2.96666666666667,1.3,12.8,15.74,30430,92.4133333333333,2
"control","GPC120150","PPC278",58.3333333333333,121.666666666667,16.3333333333333,79.6666666666667,18.2266666666667,14.4333333333333,3.73333333333333,3.86666666666667,40.9333333333333,22.0366666666667,27273.3333333333,91.3133333333333,1
"control","GPC120620","PPC214",59.3333333333333,124.333333333333,17.3333333333333,82.3333333333333,42.1133333333333,11.2333333333333,3.06666666666667,3.7,22.2333333333333,27.7666666666667,20921.3333333333,89.5166666666667,1
"control","GPC120740","PPC216",54.6666666666667,108.666666666667,12.6666666666667,66.6666666666667,23.1033333333333,10.3333333333333,4.06666666666667,2.53333333333333,31.2666666666667,21.49,36294.3333333333,96.6933333333333,1
"control","GPC120980","PPC279",67.6666666666667,124.333333333333,25.6666666666667,82.3333333333333,170.066666666667,4.76666666666667,1.06666666666667,4.53333333333333,2.5,12.37,20771,87.5133333333333,2
"control","GPC121020","PPC280",77,127,35,85,67.6333333333333,8.1,1.76666666666667,4.56666666666667,9.8,19.7133333333333,25305.6666666667,94.4633333333333,2
"control","GPC121030","PPC281",68.6666666666667,124.333333333333,26.6666666666667,82.3333333333333,84.43,9.16666666666667,2.13333333333333,5.4,18.1333333333333,15.38,12204,94.66,1
"control","GPC121120","PPC282",66.3333333333333,127,24.3333333333333,85,55.4333333333333,13.2,1.43333333333333,9.2,12.4666666666667,20.4433333333333,14716,93.14,1
"control","GPC121490","PPC283",59.6666666666667,124.333333333333,17.6666666666667,82.3333333333333,35.2,13.2666666666667,2.2,6.03333333333333,17.6,18.33,31290,92.4,1
"control","GPC121520","PPC284",76,127,34,85,57.8433333333333,8.63333333333333,1.83333333333333,4.7,9.33333333333333,15.28,13951,88.7133333333333,2
"control","GPC121530","PPC285",67.3333333333333,124.333333333333,25.3333333333333,82.3333333333333,63.83,6.06666666666667,2.06666666666667,2.93333333333333,8.03333333333333,14.86,14429.6666666667,91.3733333333333,2
"control","GPC121620","PPC286",45.6666666666667,121.666666666667,3.66666666666667,79.6666666666667,11.7133333333333,17.4666666666667,2.83333333333333,6.2,46.4,16.22,28903,95.2633333333333,1
"control","GPC121700","PPC215",60.6666666666667,112,18.6666666666667,70,95.41,7.76666666666667,1.26666666666667,6.1,4.8,13.4833333333333,18235.6666666667,83.1466666666667,2
"control","GPC121710","PPC287",45.6666666666667,115.333333333333,3.66666666666667,73.3333333333333,55.0433333333333,9.1,1.56666666666667,5.9,7.7,12.8066666666667,14585.3333333333,94.64,1
"control","GPC123680","PPC288",48.6666666666667,115.333333333333,6.66666666666667,73.3333333333333,19.7366666666667,15.2,3,5.13333333333333,37.2666666666667,21.8,14416.3333333333,88.3933333333333,1
"control","GPC123700","PPC289",65.8003349460365,110.942171910975,26.4679940454038,71.5093246354566,42.2188262370541,7.01994248466258,2.79246165644172,3.26883052147239,22.3588420245399,8.12895745496359,23281.4353214562,58.9723353989156,2
"control","GPC123750","PPC290",51,124.333333333333,9,82.3333333333333,10.8966666666667,17.8,5.23333333333333,3.4,98.3333333333333,31.1566666666667,22284,94.8033333333333,1
"control","GPC124980","PPC291",79.6666666666667,127,37.6666666666667,85,83.5566666666667,7.33333333333333,1.06666666666667,6.76666666666667,3.46666666666667,7.75333333333333,17870.6666666667,97.0966666666667,2
"control","GPC125100","PPC213",46.3333333333333,119.333333333333,4.33333333333333,77.3333333333333,13.3,9.53333333333333,2.56666666666667,3.7,18.1333333333333,7.21333333333333,27096.6666666667,95.3333333333333,1
"control","GPC125920","PPC292",71,124.333333333333,29,82.3333333333333,89.5633333333333,9.7,1.23333333333333,7.7,6.16666666666667,15.96,19105,95.4233333333333,2
"control","GPC127510","AVPP9905",67.6666666666667,121.666666666667,25.6666666666667,79.6666666666667,35.1896087456847,13.6399808282209,2.26415388548057,6.68961017382413,24.11961400818,18.3729858183212,29527,87.8666666666667,1
"control","GPC127520","PPC293",60.6666666666667,127,18.6666666666667,85,23.6133333333333,16.0333333333333,2.76666666666667,5.83333333333333,29.2,20.35,52176,87.9233333333333,1
"control","GPC127670","PPC294",72.3333333333333,127,30.3333333333333,85,20.8566666666667,16.6666666666667,2.73333333333333,6.13333333333333,30.4666666666667,18.85,54933.6666666667,81.58,1
"control","GPC128500","PPC295",70.3333333333333,126.1,28.3333333333333,84.1,47.4666666666667,6.6,2.16666666666667,3.03333333333333,11.7333333333333,15.8633333333333,29947,94.2466666666667,1
"control","GPC128790","PPC296",65,121.666666666667,23,79.6666666666667,202.473333333333,6.56666666666667,0.866666666666667,7.6,2.26666666666667,13.6633333333333,17282.6666666667,82.8333333333333,2
"control","GPC128800","PPC297",47.6666666666667,119,5.66666666666667,77,94.7166666666667,6.66666666666667,1.46666666666667,4.83333333333333,5.53333333333333,12.6366666666667,25330.6666666667,89.15,1
"control","GPC130280","PPC298",55.6666666666667,112,13.6666666666667,70,137.69,7.1,1.23333333333333,5.76666666666667,4.36666666666667,14.88,32555.3333333333,91.8333333333333,1
"stress1","9823-123 ","Purple border",74.3333333333333,120.333333333333,34.3333333333333,80.3333333333333,30.4333333333333,2.73333333333333,0.866666666666667,3.16666666666667,0.733333333333333,0.666666666666667,13060.4784404854,73.8241117996385,2
"stress1","GPC000040","PPC2",76.3333333333333,116.666666666667,36.3333333333333,76.6666666666667,6.13333333333333,5.06666666666667,5.83333333333333,0.866666666666667,39.8,7.16666666666667,12733.4784404854,66.8907784663052,2
"stress1","GPC000160","PPC3",76.3333333333333,122.666666666667,36.3333333333333,82.6666666666667,3,3.16666666666667,4.3,0.733333333333333,23.5333333333333,3.13333333333333,10286.8117738187,47.5574451329719,2
"stress1","GPC000280","PPC4",69,110.666666666667,29,70.6666666666667,6.36666666666667,4.66666666666667,4.7,1,25.6666666666667,4.93333333333333,49618.3333333333,81.9666666666667,2
"stress1","GPC000300","PPC5",78,122.666666666667,38,82.6666666666667,7.56666666666667,4.66666666666667,4.46666666666667,1.06666666666667,20.4333333333333,4.06666666666667,15244.4784404854,50.0907784663052,2
"stress1","GPC000760","PPC6",77,121,37,81,5.86666666666667,4.83333333333333,5.06666666666667,1,30.1666666666667,5.36666666666667,22402.4784404854,78.8907784663052,2
"stress1","GPC001360","PPC7",69,103.333333333333,29,63.3333333333333,94.5666666666667,2.86666666666667,1.76666666666667,1.63333333333333,2.86666666666667,7.7,8148.66666666667,82.5333333333333,2
"stress1","GPC001460","PPC8",78,112.333333333333,38,72.3333333333333,14.1666666666667,2.13333333333333,2.83333333333333,0.733333333333333,7.13333333333333,3,70303,82.5666666666667,2
"stress1","GPC001490","PPC9",71.6666666666667,115.333333333333,31.6666666666667,75.3333333333333,12.3333333333333,2.46666666666667,3.2,0.766666666666667,8.93333333333333,3.4,20360.6666666667,86.4333333333333,2
"stress1","GPC002420","PPC10",75.6666666666667,119.333333333333,35.6666666666667,79.3333333333333,0.533333333333333,3.66666666666667,4.26666666666667,0.866666666666667,19,0.3,13831.8117738187,57.2574451329719,2
"stress1","GPC002430","PPC11",74.3333333333333,114.333333333333,34.3333333333333,74.3333333333333,5.23333333333333,5.23333333333333,5.23333333333333,1,40.4,6.1,13018.6666666667,84.6,2
"stress1","GPC002650","PPC12",75.6666666666667,115.666666666667,35.6666666666667,75.6666666666667,4.56666666666667,4.36666666666667,5.2,0.833333333333333,36.8,5.16666666666667,22876.3333333333,76.9333333333333,2
"stress1","GPC002710","PPC13",69,115.666666666667,29,75.6666666666667,43.3,5.36666666666667,1.76666666666667,2.83333333333333,7.8,5.3,13614.6666666667,74.8666666666667,2
"stress1","GPC002770","PPC14",73,121,33,81,13.9666666666667,2.53333333333333,2.06666666666667,1.2,3.33333333333333,1.4,4393.33333333333,53.5,2
"stress1","GPC002790","PPC15",71.6666666666667,120,31.6666666666667,80,25.5666666666667,5.93333333333333,2.46666666666667,2.43333333333333,10.6,7.8,6440.66666666667,72,2
"stress1","GPC002850","PPC16",69,108,29,68,58.0333333333333,5.56666666666667,2.26666666666667,2.46666666666667,7,12.0333333333333,10927.3333333333,86.8666666666667,2
"stress1","GPC002860","PPC17",69,112.333333333333,29,72.3333333333333,17.3333333333333,1.93333333333333,3.1,0.6,9.6,5.23333333333333,39635,92.2,2
"stress1","GPC003010","PPC18",69,105.666666666667,29,65.6666666666667,31.2,6.86666666666667,1.23333333333333,5.56666666666667,4.43333333333333,4.16666666666667,4681,68.6666666666667,2
"stress1","GPC003030","PPC19",74.3333333333333,109.333333333333,34.3333333333333,69.3333333333333,11.8333333333333,13.2666666666667,2.4,5.53333333333333,24.8666666666667,8.63333333333333,47275.3333333333,84.6,2
"stress1","GPC003040","PPC20",77,111,37,71,11.1,13.9333333333333,2.93333333333333,4.73333333333333,30.3333333333333,10.0666666666667,65345.3333333333,64.7,2
"stress1","GPC003050","PPC21",69,105.666666666667,29,65.6666666666667,18.8,15.2,1.23333333333333,12.3,7.46666666666667,4.36666666666667,10585.3333333333,68.4,2
"stress1","GPC003090","PPC22",73,108,33,68,25.0666666666667,13.1,1.36666666666667,9.6,8.13333333333333,6.1,7261.66666666667,89.2,2
"stress1","GPC003100","PPC23",73,108,33,68,31.3666666666667,12.5666666666667,1.43333333333333,8.8,8.8,8.13333333333333,18356.3333333333,77.0333333333333,2
"stress1","GPC003120","PPC24",71.6666666666667,110.666666666667,31.6666666666667,70.6666666666667,18.4666666666667,13.3333333333333,1.9,7.03333333333333,14.8666666666667,7.93333333333333,9205.33333333333,80.3666666666667,2
"stress1","GPC003150","PPC25",70.3333333333333,105.666666666667,30.3333333333333,65.6666666666667,27.4,14.3,2.36666666666667,6.56666666666667,16,12.9666666666667,25551.6666666667,72.6,2
"stress1","GPC003160","PPC26",76.3333333333333,110.666666666667,36.3333333333333,70.6666666666667,14.2333333333333,13.4,2.93333333333333,4.6,28.0666666666667,11.7,36431.1451071521,80.2241117996385,2
"stress1","GPC003170","PPC27",69,108,29,68,14.9333333333333,13,2.66666666666667,4.86666666666667,25.2,11.1333333333333,9883.66666666667,91.1666666666667,2
"stress1","GPC003190","PPC28",73,108,33,68,17.7333333333333,10.8666666666667,2.7,4.1,27.6333333333333,14.4666666666667,13554,89.0666666666667,2
"stress1","GPC003220","PPC29",75.6666666666667,119.333333333333,35.6666666666667,79.3333333333333,8.46666666666667,9.76666666666667,4.5,2.16666666666667,52.4,12.9,26071.8117738187,64.6241117996385,2
"stress1","GPC003240","PPC30",71.6666666666667,114.333333333333,31.6666666666667,74.3333333333333,9.1,9.9,4.6,2.16666666666667,53.5666666666667,14.4333333333333,35299.3333333333,83.1,1
"stress1","GPC003260","PPC31",74.3333333333333,107,34.3333333333333,67,8.53333333333333,9.2,5.2,1.8,57,14.2333333333333,18245.6666666667,60.1666666666667,2
"stress1","GPC003280","PPC32",69,109.333333333333,29,69.3333333333333,8.26666666666667,6.63333333333333,4.3,1.56666666666667,26.1333333333333,6.5,4936.66666666667,78.8666666666667,2
"stress1","GPC003300","PPC33",77,119.333333333333,37,79.3333333333333,7.56666666666667,3.03333333333333,6.33333333333333,0.5,49.8,11.2333333333333,23867.3333333333,74,2
"stress1","GPC003310","PPC34",70.3333333333333,108,30.3333333333333,68,10.3333333333333,12.0333333333333,4.26666666666667,2.83333333333333,38.9,11.7333333333333,56931.6666666667,81.4333333333333,1
"stress1","GPC003320","PPC35",69,108,29,68,6.76666666666667,4.3,4.63333333333333,0.933333333333333,21.1333333333333,4.4,4506.66666666667,51.6333333333333,2
