cluster,DASanthesis,DASmaturity,DATanthesis,DATmaturity,fruitno,fruitlength,fruitwidth,fruitshapeindex,fruitweight,yield,pollenconcentration,pollenactivity,leaftemp,leafminushobotemp,growthrateplot,growthrateplant,height,heightmax,leafangledaily,leafanglemean,leafanglenoon,leafanglemidnight,leafanglemidnightminusnoon,leafanglebright,leafanglelow,leafanglelowminusbright,leafanglecold,leafangleHot,leafanglecoldminushot,leafareadaily,leafareadailyplant,leafareaindex,leafareaprojecteddaily,leafareaprojectedplant,leafinclinationmean,leafinclinationhot,leafinclinationcold,leafinclinationbright,leafinclinationdark,leafinclinationnoon,leafinclinationmidnight,lightpendaily,lightpenmeanplot,lightpenmeanplant,huedaily,huemean,huebin0,huebin1,huebin5,ndvimean,ndvibin0,ndvibin1,ndvibin2,ndvibin3,ndvibin4,ndvibin5,green,greenb0,greenb1,greenb2,greenb3,npcimean,psrimean,biomassfinalplot,biomassfinalplant,heightfinal,heighmaxfinal,leafareafinalplot,leafareafinalplant,leafareaindexfinal,leafareafinalprojectedplot,leafareafinalprojectedplant,lightpenetrationfinal,biomassAUC,biomassAUCperplant
1,70.34512992,107.3845647,32.26878174,69.15773252,34.10776718,5.865564231,2.544988215,2.993625603,13.44983697,3.90968918,20707.21549,44.69814467,35.16491677,0.137367183,1615935.728,414.6798173,5.098504006,4.153610651,-0.053885712,34.23677797,35.27097417,35.43647627,0.165268429,33.72923483,37.67415,3.945080722,36.60589383,31.95920123,4.64667551,3349.665704,857.8396012,0.109384909,1545.194567,396.0734138,1.714443079,1.666282556,1.701715293,1.828073495,1.661805363,1.760288476,1.754246839,1.952277051,135.3381591,35.52176255,0.00023745,89.38933649,0.142575999,0.670563029,0.024243164,0.606481555,0.044235753,0.062926789,0.161975984,0.321404965,0.292585034,0.087461669,0.29673253,0.332841066,0.287549848,0.226252154,0.092136227,0.279365938,0.12350621,98591839.1,25360.00827,41.39265453,542.6710209,217032.9199,39313.59166,0.186664152,102204.0988,262.1265891,201.6527704,32599971262,8169436188
2,57.33312137,117.570198,15.66079405,75.89047556,57.33019422,9.170615345,3.253518864,3.781553061,38.95682914,15.98969612,28077.35443,85.56597099,27.01864036,-0.130055281,6510099.741,1639.483717,6.041269194,5.63071025,-0.031073074,37.58569316,37.50941148,37.64533541,0.13631668,39.17415291,34.15839953,-5.015838136,34.15692256,40.38630062,-6.229346218,10868.73321,2734.938901,0.348990602,5031.684023,1265.934567,1.6721118,1.589351194,1.807374989,1.612309367,1.807319809,1.676137785,1.669776525,2.071005831,182.9639549,46.19317206,0.044844624,107.9829271,0.071386648,0.627320402,0.017924599,0.729371665,0.012454002,0.0251455,0.080223188,0.246138994,0.416653438,0.219366099,0.357454653,0.266002327,0.282328931,0.255399964,0.131819845,0.154070282,0.040827236,352172289.2,88682.39362,53.34801143,696.5090405,649194.2779,10486.00122,0.5645619,290128.5512,730.0023988,234.6853616,6.19393E+11,1.55293E+11
