"","DASanthesis_BLUP_GBLUPKCV","DASmaturity_BLUP_GBLUPKCV","DATanthesis_BLUP_GBLUPKCV","DATmaturity_BLUP_GBLUPKCV","fruitno_BLUP_GBLUPKCV","fruitlength_BLUP_GBLUPKCV","fruitwidth_BLUP_GBLUPKCV","fruitshapeindex_BLUP_GBLUPKCV","fruitweight_BLUP_GBLUPKCV","yield_BLUP_GBLUPKCV","pollenconcentration_BLUP_GBLUPKCV","pollenactivity_BLUP_GBLUPKCV","leaftemp_BLUP_GBLUPKCV","leafminushobotemp_BLUP_GBLUPKCV","growthrateplot_BLUP_GBLUPKCV","growthrateplant_BLUP_GBLUPKCV","height_BLUP_GBLUPKCV","heightmax_BLUP_GBLUPKCV","leafangledaily_BLUP_GBLUPKCV","leafanglemean_BLUP_GBLUPKCV","leafanglenoon_BLUP_GBLUPKCV","leafanglemidnight_BLUP_GBLUPKCV","leafanglemidnightminusnoon_BLUP_GBLUPKCV","leafanglebright_BLUP_GBLUPKCV","leafanglelow_BLUP_GBLUPKCV","leafanglelowminusbright_BLUP_GBLUPKCV","leafanglecold_BLUP_GBLUPKCV","leafangleHot_BLUP_GBLUPKCV","leafanglecoldminushot_BLUP_GBLUPKCV","leafareadaily_BLUP_GBLUPKCV","leafareadailyplant_BLUP_GBLUPKCV","leafareaindex_BLUP_GBLUPKCV","leafareaprojecteddaily_BLUP_GBLUPKCV","leafareaprojectedplant_BLUP_GBLUPKCV","leafinclinationmean_BLUP_GBLUPKCV","leafinclinationhot_BLUP_GBLUPKCV","leafinclinationcold_BLUP_GBLUPKCV","leafinclinationbright_BLUP_GBLUPKCV","leafinclinationdark_BLUP_GBLUPKCV","leafinclinationnoon_BLUP_GBLUPKCV","leafinclinationmidnight_BLUP_GBLUPKCV","lightpendaily_BLUP_GBLUPKCV","lightpenmeanplot_BLUP_GBLUPKCV","lightpenmeanplant_BLUP_GBLUPKCV","huedaily_BLUP_GBLUPKCV","huemean_BLUP_GBLUPKCV","huebin0_BLUP_GBLUPKCV","huebin1_BLUP_GBLUPKCV","huebin5_BLUP_GBLUPKCV","ndvimean_BLUP_GBLUPKCV","ndvibin0_BLUP_GBLUPKCV","ndvibin1_BLUP_GBLUPKCV","ndvibin2_BLUP_GBLUPKCV","ndvibin3_BLUP_GBLUPKCV","ndvibin4_BLUP_GBLUPKCV","ndvibin5_BLUP_GBLUPKCV","green_BLUP_GBLUPKCV","greenb0_BLUP_GBLUPKCV","greenb1_BLUP_GBLUPKCV","greenb2_BLUP_GBLUPKCV","greenb3_BLUP_GBLUPKCV","npcimean_BLUP_GBLUPKCV","psrimean_BLUP_GBLUPKCV","biomassfinalplot_BLUP_GBLUPKCV","biomassfinalplant_BLUP_GBLUPKCV","heightfinal_BLUP_GBLUPKCV","heighmaxfinal_BLUP_GBLUPKCV","leafareafinalplot_BLUP_GBLUPKCV","leafareafinalplant_BLUP_GBLUPKCV","leafareaindexfinal_BLUP_GBLUPKCV","leafareafinalprojectedplot_BLUP_GBLUPKCV","leafareafinalprojectedplant_BLUP_GBLUPKCV","lightpenetrationfinal_BLUP_GBLUPKCV","biomassAUC_BLUP_GBLUPKCV","biomassAUCperplant_BLUP_GBLUPKCV"
"GPC092820",-0.517549137025145,-1.43689641998222,-0.517549136869221,-1.43689642479564,-16.7133263631715,3.45014606312775,0.380506512861069,0.817664911780859,9.16491629883177,3.08887936430517,1787.37536738894,1.0991340050369,-0.358776740083032,-0.358169767353102,-76872.3172319058,-17.126039990698,0.41311299440606,0.584394322601752,-0.000238424532569516,-0.602944936412942,-0.592782246617925,-0.533170781648157,0.0412315110444328,-0.452986651239614,-0.173532236215914,0.100167858663941,0.0105610272557578,-0.791811530579565,0.666486972143189,-171.982059287735,-40.0079962932499,6.46212862635219e-05,-129.678959142513,-31.3657628004066,0.0148529203349478,-0.00709865202979651,-0.00156880818467914,0.0209429714939856,0.00460526073509778,0.0287988037043034,0.0267721688667544,0.149318466572899,15.567206190483,4.03257568007539,-0.0621867803207243,1.19937897005311,-0.0199010368107755,0.0193720260445153,-0.0041828363675331,-0.0030562251796007,-7.49116241297112e-05,-0.000114608399626194,0.000420106976232018,-0.000520147064153436,-0.00303596591978306,-0.00164738034202366,0.0110006743920058,-0.0226577888917791,0.0112814553844561,0.00511373819042749,-0.00160171372766694,-9.75884751045899e-05,0.000319957767473682,-3285832.01847841,-717.117088626636,2.82653164403946,43.6089754686381,-2091.06672527367,-1.89741626506414,-0.00171164958455901,-3065.53104102823,-5.69783305014771,20.0512851786539,-9.13841083848498e-06,-9.69176018140327e-07
"GPC020560",0.0586935430673416,-0.243543094686128,0.0586935431759926,-0.243543099928588,-14.7298956206179,2.54399678664644,0.818049679449002,-0.861943635934365,12.5893612808764,3.55757482108778,2014.55129096957,2.22869610135425,-0.366568826713983,-0.365141840467119,-163579.704328832,-33.3926502462355,-0.061498373764378,-0.147124989669688,-0.00606074852754983,-0.534771466509278,-0.29759883326888,-0.252732743592076,0.0336136393021533,-0.34720444717756,-0.0167312777732237,0.175770577230109,0.0695339509559392,-1.25640902297767,1.05465396724885,-280.688655525604,-69.4192122509315,-0.000532511447770358,-169.805175900178,-42.1397434007392,0.00477183319974979,-0.0107854694848626,-0.00595456921614702,0.0173267373309473,0.00388854515201799,0.0146963923046352,0.0141066653216581,0.0449058360631466,10.0802000363516,3.48200605634684,-0.0506524296014339,-0.594921903897108,-0.0024191774413256,-0.00281893929818775,0.000542192616017544,-0.0028075915329124,-0.000817389184687558,-0.00163565105306476,-0.00203659685336111,-0.000871002986596324,0.00141430430654371,-0.00143068919002969,-0.00138316987342143,-3.87493793215822e-06,0.00243829795895774,-0.00307598969057529,-0.00297402156873858,-0.000882575407684979,-0.000676914311473516,-10409697.882903,-2333.01594566985,-0.315690315403466,5.99139953812526,-7298.05622422188,-16.9285094809457,-0.00559615225704812,-5103.62501379392,-11.8964014171301,9.3540919128501,-9.0131079067787e-06,-9.48834853305978e-07
"GPC010900",-0.608353726466983,-0.865458128600746,-0.608353726467276,-0.865458114475056,-12.1426494500034,2.17388894533967,-0.436350544758835,1.87652462404517,-2.73588130575693,0.399100691415803,641.051200954228,1.88692657775114,0.0916678999968103,0.09173135367261,317133.699430177,81.2251150855883,1.31751488247838,1.41543581564287,0.00253680701195173,0.0704420021201904,0.011763857845639,0.0496656814399199,0.0254437418006572,0.190497069649846,0.113179537803108,-0.0125095012968802,0.0385330619679307,-0.618026408651137,0.558784333060881,-73.9187697030178,-22.7665770997226,-0.00130007236027747,-28.8415322612259,-9.29425304320793,-0.00327941094742266,-0.00790748283628285,0.000344874433713304,-0.00715704706853441,-0.00145817801376467,0.000300431804816379,0.0012654777352115,0.202078269399865,23.1682473775557,3.77492067168285,0.0240401330667893,2.49075985166677,-0.0226266518923369,0.0276793895674876,-0.00622341455564401,0.000799710315746866,-0.0033143740150246,-0.000617244690767842,0.000635369893232464,0.00180778859558319,0.00190327744810299,-0.000488600686838067,0.0160900880431046,-0.0280751812927829,0.00678450414093068,0.012298982233497,0.00451880325154812,-0.00309598940382138,-0.00273753170610142,12755602.206324,3317.35964405055,11.1323823436889,117.330350275547,-478.473986248497,-3.7230457029823,-0.00098325733406474,-144.192740100168,-1.7663245990598,31.6901185205766,-2.17501069319164e-05,-2.30427329810807e-06
"GPC016200",0.305036179021761,1.31887914636944,0.305036179188291,1.31887915371495,-9.72215189574873,0.424479352649603,-0.464798758903313,0.144161164593706,-5.48544579792715,-1.21382947280744,76.5785620491457,-0.109957981898219,0.162628330170419,0.1623244475392,235092.978644625,58.5460769597269,1.29756355116259,1.61454171508277,0.00793538616904424,0.0809310429294585,-0.0353353155222678,-0.0683907620405857,-0.0237144990315873,-0.201327467504592,-0.0043136534345181,0.087122610296067,-0.458052189740773,0.00164417223638943,-0.185253003358333,63.950643467773,15.2969391528634,-0.00216616160765311,56.1535569622105,14.0828252713159,0.00878366229261036,-0.00279318182595588,0.0220639820186247,0.0061228610682878,0.0018190030483374,0.00276751814413568,0.00401720032886417,0.549292500313996,30.4553553720159,6.59119736223943,0.0485586831245132,0.839332709639874,-0.00648063103056315,0.0116638624866965,-0.00419384921310558,0.00401986463216985,-0.0028237286763651,0.00147213886604864,0.0012898537876011,-0.000868024788387496,0.00342761448992872,0.000249391857384991,0.00586093609188452,-0.00416910526786843,0.00714659145675186,0.000869681676806131,-0.00147730920970599,-0.0012867992994989,-0.000793277651430907,15863209.9716597,3846.47029113521,10.669451540794,118.413084952736,-1690.38738780564,-5.81211628403562,-0.00163779394854121,-7.6663411540674,-0.976539224036645,55.0316274131872,-3.10382159662038e-05,-3.27273227819675e-06
"GPC029760",-0.963932229099872,-0.68610107040871,-0.963932229494464,-0.686101071035454,39.9665676164142,-1.04695110960528,-1.03555943816823,1.34988731005973,-8.09183406499563,-1.11640927365483,-1680.35153574195,0.929324278106652,-0.016722926284432,-0.0153581980192224,145603.160920618,25.7698638598557,0.886772184744277,0.804429637303552,0.00884862005666929,0.146600965137603,-0.0930790053980595,-0.157208179439885,-0.0482518924252618,0.0509246553623216,-0.23397083264865,-0.190593894223626,-0.0855193107722851,1.36708652461936,-1.15699620004737,496.316572461746,122.1913531265,0.00238215656838334,252.287957378822,58.7347779395943,0.0106780729361504,0.0138569694110825,0.000710961709214778,-0.0047885747397927,0.00173848405823767,0.00153676371014162,0.00512813666874239,0.0717243988401428,1.57190557880029,-0.804037427491662,0.0775150604637747,0.278804996680987,0.0158073312459158,-0.00654221005265776,-0.00215030588648064,0.00738828935357213,-0.000208408675808406,-0.00294971080134963,-0.00499375920765492,0.00272263866006322,0.0102921946917193,0.000511274102953748,-0.00334119708041193,0.0224484145193557,-0.00855242204748509,-0.00394221328968722,0.00123120803444759,-0.0041493735795757,-0.00374059355092638,10690263.3185535,2493.60333994815,3.13814440817817,32.1881170944877,16673.5639342629,42.0547596377034,0.0137855710674578,8751.83867661436,21.4546697033454,-4.21174307627101,-3.34060727191799e-05,-3.54009016440105e-06
"GPC005480",-1.39966743410702,-4.33627384054833,-1.39966743408757,-4.33627383963916,13.421448768013,-1.39050232266401,-0.897331483522825,0.315348745100443,-5.86175495381967,-0.428052862544087,-1207.30059586578,0.332985177905969,-0.0464899769281737,-0.0463505341889104,10754.4773484538,-8.84786430767371,0.0290800406155975,0.0965936936551164,-0.0102916574263239,-0.105845144836009,-0.00787632290614652,-0.0303100748469423,-0.01743192250925,0.365825708097426,-0.0963587767776797,-0.212268614462776,-0.0655633400027008,0.172071040035672,-0.152773830217655,53.0189299332193,3.58136453164175,-0.000640936377219799,0.897866484616603,-7.49928378506266,-0.015250921955285,0.00247944673600736,-0.000145589416089415,-0.0201780754926435,0.000474256985654186,-0.00379466033467365,-0.00087011580498278,0.380603551324371,13.0130325044632,2.43812391561057,-0.0431032605800046,-2.54401404435469,0.0102132134303633,-0.0326945883585167,0.00526205386223527,-0.00753336616964848,0.0038997767937563,0.00234080082190403,-0.00159699803981727,-0.00840580355050606,-0.00297262289312455,-0.000592949293617727,-0.0169703323004873,0.0102196700740112,-0.0120822052761536,-0.0100189703133517,-0.00195997713960174,-0.00187380343946592,-0.000146401248580601,4494570.46681705,851.528675069031,3.36409530230247,49.7886141832223,5062.38242953361,12.820077675004,0.00505915748359298,2137.98728682472,4.9581718443587,27.8479367425628,-3.19960708027962e-05,-3.3785358115456e-06
"GPC006820",-1.02154010777333,-4.02394254318674,-1.021540107764,-4.0239425342418,-12.0231067886837,0.581697890068651,0.484950112150109,-0.439358408146218,4.00411550055036,1.36602759829868,729.689650285304,-0.323692906861847,-0.11797431220986,-0.117301560884977,278971.968798943,73.911443726102,0.3083014118596,0.25840930943936,-0.00574994690566257,-0.211169334169651,0.193866225838233,0.201156959435554,0.00749373663523109,0.138740295226545,0.0786694186742811,-0.00067438699409603,0.474395775348257,-1.27837737123359,1.21703841384744,-62.3753996365272,-20.4827977937819,0.00169936428431523,-36.1308966991833,-12.1595072097681,-0.015401573852278,-0.00823089116950379,-0.018047533294377,-0.00723394205234776,-0.000599991292478972,-0.00886349653591685,-0.00730048083304665,0.0722276026118746,7.26996289433052,0.71081535552245,-0.0390972208634398,0.344494738717545,-0.0173363494271783,0.00803123311130586,-0.00485439214040143,-0.00518188505315597,-0.00122148711983689,-0.000227431312007345,-0.000145725447414387,-0.00206895175216955,-0.00255378282496878,-0.000814651296347028,0.00766419855525021,-0.0287293733927225,0.00199570398398134,0.0068925792529333,0.00168643064893101,-0.000679540909636669,-0.000473106086699324,10419433.7572148,2941.29454296654,4.7112014428696,45.8206376158337,649.475647068772,-2.11096688237945,0.000391965295521385,290.727859136968,-1.69869684779491,15.6578939943649,-1.98602863404843e-05,-2.12397978542026e-06
"GPC036020",1.88299409823031,-2.59504933753139,1.88299409867523,-2.59504932636871,-7.85342854795356,1.3336226233343,0.429847704011576,-0.387027770610181,4.57141021408818,-0.203931245431835,2845.81822491425,1.89529907711768,0.0393238582564994,0.0402502273798879,-160052.310395893,-40.0742567706798,-0.624060199583259,-0.992105683514826,-0.0298697086413844,-1.43893265775903,-1.36697417281838,-1.36731345872828,-0.00618664500876956,-0.763176358976512,-0.108021348599676,0.21451240465903,-1.40851256902722,-2.11672668069853,1.22243764919176,-456.137678952713,-117.580637838032,-0.00605799677980442,-295.462585690509,-75.4060812031985,0.0156284712830087,-0.00726948324947488,0.053612493984019,0.0306934240812387,0.000967599565241421,0.0586604795191013,0.0593470176270251,-0.0569111970429787,-11.0295534261055,-2.8398908063732,-0.0982587207968116,-1.67797119739061,-0.00272640561938919,-0.0147949882185968,0.00186199711600495,-0.00749189941930975,-0.00268878909411138,0.00151649205499601,0.00049244042135159,-0.00829502166281096,-0.00267469378927041,0.00194694414264957,-0.00637889003953914,-0.00733417733297275,-0.00661833823048022,-0.00402949196158191,-3.6552979867782e-05,-0.000180596642094827,0.000100105419810414,-8778647.22185364,-2158.17002542571,-2.38257711282697,-40.5506079777593,-16971.6189125145,-44.2269654287483,-0.0136652591563214,-11821.2061549359,-30.5397726866382,-8.46840380274521,-2.17506024311646e-05,-2.29208109597501e-06
"GPC093280",1.34324744255462,2.92986972615313,1.34324744275783,2.92986972905509,16.5647701096629,-0.720509066024737,-0.377682764385016,0.359171157216574,-4.84283695922231,0.411655768151044,-1692.07522311777,-0.437405040277123,-0.0910538464806325,-0.0903322070033551,1104733.75661864,305.709175618102,3.83301616027471,3.74814448392612,0.0353054194326516,1.01777188091528,0.560466688426991,0.598922958992503,0.0289879956776888,0.124052369454677,-0.0229376551366418,-0.0811966284087646,0.871338133354306,2.40281401710111,-1.67013489481234,941.530283849622,255.63664831903,0.017293110145151,576.423834573381,154.607141157451,0.0162925468563349,0.0125232478046082,-0.0321905373079329,-0.00339537006959487,0.00103470068570194,-0.0159001563057163,-0.0199797379190045,0.503241244119464,30.768761938245,6.39982732944256,0.178994254274811,5.2846086316463,-0.0268978186758769,0.0511479313637263,-0.00198705135357633,0.0230965404180523,-0.0069970465692561,-0.00743596011904361,-0.00597287866555527,0.0129579408182985,0.024974316275646,0.00343098604746327,0.0307607587382824,-0.0448978601768203,0.014686776301384,0.034373804706891,0.00878320323427856,-0.00538200563556703,-0.00574996275948838,61150072.4288021,17294.7153192903,22.3788009750452,223.255354544804,32897.2612151032,89.4024546502064,0.0277326985003744,21507.6203827225,57.9051538107512,47.1165617260389,-2.31683186128092e-05,-2.45003547688943e-06
"GPC019440",1.87467137741979,3.54868390959494,1.874671377602,3.54868391503848,-14.6568323305812,-2.22407447092474,1.29285398429404,-1.69233042246859,7.10383607853767,-1.67105019581345,-486.203764125045,-6.47757944045855,0.389025092285151,0.386453299958975,-666489.831656295,-171.293884395351,-2.61161233435839,-2.43531435738998,-0.0328436890311044,0.151559842831185,-0.11016551163689,-0.0437535420661695,0.0497372114251628,0.442831106719884,0.202178644889946,-0.0493957586986846,-0.436300465398129,-0.669222566137368,0.348643059571948,-763.632508294883,-191.188728236261,-0.0107399833249283,-458.129252450627,-115.120603024639,0.00276152263597697,-0.000410297610066938,0.0145388751800491,-0.0183133362383328,-0.00571434578343583,0.00507156645260459,-0.000189722481391969,-0.515883589544021,-38.6772524153436,-7.6807564192876,0.00260426752809357,2.59377047487054,-0.0333414869046949,0.0439137240966832,-0.0074746322210194,-0.0110262403076841,0.000553010625309446,0.00876825084048855,0.0191758101301887,0.00535295263107154,-0.0338468855131973,-0.00543277975123528,0.0299131134377248,-0.0595627453835393,0.0170438497355108,0.0276909640833594,0.00598994483937219,0.007563401192993,0.00761328086579719,-37341385.2052328,-9579.63146635106,-18.3074614828627,-165.539273675177,-30830.3167986779,-73.8602663833865,-0.0256503426374526,-19207.325474936,-46.3620316595626,-60.3375094925362,-3.36347290839223e-06,-3.65783954864452e-07
