g2pname,genotype,environment,datatype,DASanthesis_BLUP,DASmaturity_BLUP,DATanthesis_BLUP,DATmaturity_BLUP,fruitno_BLUP,fruitlength_BLUP,fruitwidth_BLUP,fruitshapeindex_BLUP,fruitweight_BLUP,yield_BLUP,pollenconcentration_BLUP,pollenactivity_BLUP,leaftemp_BLUP,leafminushobotemp_BLUP,growthrateplot_BLUP,growthrateplant_BLUP,height_BLUP,heightmax_BLUP,leafangledaily_BLUP,leafanglemean_BLUP,leafanglenoon_BLUP,leafanglemidnight_BLUP,leafanglemidnightminusnoon_BLUP,leafanglebright_BLUP,leafanglelow_BLUP,leafanglelowminusbright_BLUP,leafanglecold_BLUP,leafangleHot_BLUP,leafanglecoldminushot_BLUP,leafareadaily_BLUP,leafareadailyplant_BLUP,leafareaindex_BLUP,leafareaprojecteddaily_BLUP,leafareaprojectedplant_BLUP,leafinclinationmean_BLUP,leafinclinationhot_BLUP,leafinclinationcold_BLUP,leafinclinationbright_BLUP,leafinclinationdark_BLUP,leafinclinationnoon_BLUP,leafinclinationmidnight_BLUP,lightpendaily_BLUP,lightpenmeanplot_BLUP,lightpenmeanplant_BLUP,huedaily_BLUP,huemean_BLUP,huebin0_BLUP,huebin1_BLUP,huebin5_BLUP,ndvimean_BLUP,ndvibin0_BLUP,ndvibin1_BLUP,ndvibin2_BLUP,ndvibin3_BLUP,ndvibin4_BLUP,ndvibin5_BLUP,green_BLUP,greenb0_BLUP,greenb1_BLUP,greenb2_BLUP,greenb3_BLUP,npcimean_BLUP,psrimean_BLUP,biomassfinalplot_BLUP,biomassfinalplant_BLUP,heightfinal_BLUP,heighmaxfinal_BLUP,leafareafinalplot_BLUP,leafareafinalplant_BLUP,leafareaindexfinal_BLUP,leafareafinalprojectedplot_BLUP,leafareafinalprojectedplant_BLUP,lightpenetrationfinal_BLUP,biomassAUC_BLUP,biomassAUCperplant_BLUP
GPC127510,AVPP9905,stress1,estimateBLUP,73.9305995,116.9819977,33.9305995,76.98199769,22.06814779,10.89028366,1.919190326,5.814820146,13.23566865,7.701328033,12872.72799,71.79765108,34.01850383,-1.374324514,1457622.246,366.6377323,7.024738938,9.107394351,-0.015105373,32.83481239,34.48853104,34.58989397,0.122391464,34.15920895,38.41103314,4.415356794,35.92154084,32.65253611,4.063647342,3021.998218,758.165623,0.056903745,1636.748303,410.320079,1.677723288,1.570093201,1.71420176,1.79506297,1.616924872,1.785527786,1.782100642,1.734165857,98.18194612,26.68602648,0.069618259,77.42570797,0.16383264,0.762099689,0.020082964,0.573780986,0.014550923,0.073090068,0.203345047,0.378825308,0.256662907,0.013585021,0.286057122,0.320738104,0.315897015,0.226384597,0.067275616,0.372116445,0.129179258,96753857.88,24370.7325,43.6669425,566.9053,151546.6601,382.9363597,0.126589667,81396.08404,205.3973706,161.4929394,56582904652,15321492597
GPC050150,PPC1,stress1,estimateBLUP,70.1524134,106.8359162,30.1524134,66.83591616,52.66058222,2.925337332,1.789564844,1.614054722,3.072768181,4.326361588,18184.83142,74.61369382,34.18590744,-1.20714408,480050.612,129.6475588,2.455022351,4.848922404,-0.063061173,30.34807048,32.68293647,32.79445756,0.131369469,32.88771999,37.66431365,4.481275456,33.25732827,27.52269182,7.07734141,2272.877199,614.3055855,0.038825194,1137.077384,306.9395075,1.679883444,1.517944657,1.828649713,1.852725658,1.635431174,1.855212943,1.861555058,1.584988191,75.94710351,23.63895955,-0.229032126,67.25428476,0.228436871,0.654742398,0.029289513,0.529893763,0.036976957,0.095479188,0.217897226,0.346339598,0.211818399,0.010785336,0.227616477,0.406320272,0.275532776,0.169058787,0.05595495,0.380565482,0.144330271,37302294.08,10120.55485,20.95994351,352.4943428,139011.6443,374.4443666,0.116761207,70243.96713,189.337392,151.4884987,56582904652,15321492597
GPC002420,PPC10,stress1,estimateBLUP,74.87514602,118.0788714,34.87514602,78.07887137,4.627601056,3.760372027,4.220042629,0.935469538,18.76174578,1.064839393,16264.73112,69.6112832,35.51583604,0.121011588,250268.2185,65.42938373,2.104657449,2.84578822,-0.079986749,33.43206482,35.81688934,36.16659701,0.304196065,36.22064425,39.47095014,4.192881309,37.41415838,30.81183674,6.358565864,753.2734982,201.2416392,0.028494594,358.9798112,96.20678115,1.615078773,1.539338931,1.654252833,1.724295126,1.589165419,1.727961787,1.714869981,1.257249378,72.65910572,22.1819767,-0.070923099,74.62944042,0.160756248,0.747188954,0.017014114,0.537638567,0.022960686,0.090503828,0.24457622,0.378825308,0.182801365,0.007985651,0.276829651,0.314625092,0.321663335,0.217333153,0.061615283,0.389014518,0.149380609,22176673.31,5870.402136,18.33132336,247.9452026,73271.02136,194.3726301,0.062704681,36995.10272,98.2492133,121.9446618,56582904652,15321492597
GPC015800,PPC100,stress1,estimateBLUP,72.98605298,112.0460661,32.98605298,72.04606614,11.37509127,6.458176427,5.095014631,1.29091892,36.1021947,8.637243098,21616.07622,79.34464562,33.25588743,-2.135924267,851429.4083,214.7432594,4.898592951,5.834545591,-0.043314667,32.51989748,34.82290041,34.9696394,0.158303484,34.7516687,39.58065775,5.025104418,37.01356617,28.07088264,8.475488929,1886.456302,475.6377043,0.049155794,958.2192217,241.5206776,1.653961576,1.511927517,1.673327491,1.768852658,1.586521662,1.76734905,1.763765007,2.220123407,108.28139,28.8512979,-0.223176236,73.4293756,0.173061816,0.735260366,0.020082964,0.535056966,0.036976957,0.102942228,0.227598678,0.350980414,0.203904663,0.010785336,0.267602181,0.33907714,0.318780175,0.202247414,0.058785117,0.382255289,0.151905778,61873864.85,15668.35261,36.99146992,474.3074828,117207.0515,297.9749453,0.099561403,61513.00545,156.1494628,204.1642002,56582904652,15321492597
GPC015830,PPC101,stress1,estimateBLUP,73.9305995,118.0788714,33.9305995,78.07887137,10.4887684,3.278621241,5.127421002,0.676960897,31.27481698,7.077384657,29355.9726,87.36098062,33.96270263,-1.430051325,879776.9252,230.0930121,4.545233477,6.52158293,-0.03203095,34.28179213,36.13302038,36.4248239,0.261550541,35.96093586,38.96664907,3.933326577,37.77359385,30.61410222,6.702328082,1659.423456,446.2912215,0.051738444,868.9587023,233.4268352,1.632360019,1.533990363,1.635178174,1.716432032,1.571980996,1.71281284,1.702646225,2.086767614,114.599775,31.90787205,-0.070923099,77.6266897,0.145374288,0.785956864,0.010876414,0.560872979,0.011747669,0.085528468,0.222747952,0.385786531,0.222370048,0.010785336,0.292208768,0.302399067,0.338962295,0.226384597,0.067275616,0.380565482,0.136754765,70082861.48,18324.68122,37.89314777,503.2705194,121977.4146,326.8818849,0.102018518,64832.41682,173.7495431,193.6695238,56582904652,15321492597
GPC015960,PPC102,stress1,estimateBLUP,73.9305995,111.4976293,33.9305995,71.4976293,21.1246428,2.732637018,1.49790751,1.807936203,12.12410141,3.02175271,16140.39921,63.68744799,34.38121164,-1.012100241,2164185.149,582.7852925,8.228556807,9.695869372,0.013103921,32.79409064,34.79554291,34.99090515,0.191971003,33.39902087,39.4426385,5.601892711,37.40867081,32.89367577,4.596274968,2822.69692,773.9019801,0.067234345,1530.511629,417.8567057,1.6820436,1.568087487,1.654252833,1.842241533,1.591809177,1.776438418,1.769876885,1.447111862,153.5516071,41.52918788,0.136960993,78.6112089,0.14845068,0.77999257,0.013945264,0.56345458,0.017354178,0.083040788,0.215471863,0.378825308,0.238197521,0.010785336,0.295284592,0.293229549,0.327429655,0.247504632,0.070105783,0.372116445,0.134229596,140759080.7,38019.2114,63.57109884,740.9182043,169430.7684,452.0338525,0.141332356,93602.17185,249.5099228,216.1088331,56582904652,15321492597
GPC016020,PPC103,stress1,estimateBLUP,75.34741929,115.3366872,35.34741929,75.33668717,7.000659054,5.33409126,6.099612116,0.903155958,51.85469043,5.23391559,25851.41263,75.12058151,34.90667294,-0.487339435,888958.0961,246.8421642,6.018562809,7.69563408,-0.020747232,32.44659832,34.1146453,34.3043254,0.189726501,34.15379836,38.64814312,4.602126336,35.82550846,31.91304117,4.639754774,1563.111359,437.0457611,0.054321095,786.8549093,221.3614093,1.695004534,1.586807477,1.711476809,1.792441939,1.6089936,1.806736312,1.794324398,2.846217552,140.6904667,38.3632806,0.02277114,78.68694114,0.136145112,0.791921158,0.013945264,0.56345458,0.011747669,0.083040788,0.222747952,0.3765049,0.232921697,0.010785336,0.304512062,0.281003525,0.330312815,0.241470336,0.075766116,0.378875675,0.136754765,74737515.63,20617.56058,45.27467994,590.0686888,104461.5232,287.145214,0.084818714,52862.0979,145.84593,257.8540931,56582904652,15321492597
GPC016090,PPC104,stress1,estimateBLUP,72.04150645,102.9968583,32.04150645,62.99685829,15.69234136,9.027513951,3.701540701,2.518834967,25.93929423,9.686602413,15462.03599,80.75266699,34.39516194,-0.998168538,1284886.69,323.3523607,5.80594821,7.834780883,-0.034851879,32.16426081,34.88065512,35.00001904,0.140347474,34.29176844,38.9560322,4.771042908,37.59250423,25.70610641,10.76225499,2151.161663,541.4975846,0.054321095,1108.119069,278.811486,1.658281887,1.438384699,1.643353028,1.789820908,1.602384206,1.755229892,1.75459719,2.45971178,137.5077292,35.12131548,-0.111914328,75.05470611,0.166909032,0.744206807,0.017014114,0.553128175,0.017354178,0.078065428,0.217897226,0.378825308,0.222370048,0.010785336,0.273753828,0.32379461,0.315897015,0.214316005,0.067275616,0.372116445,0.134229596,89233275.65,22494.38569,46.67762954,625.9226575,139487.2058,353.0996933,0.116761207,71971.35555,182.0509437,249.1154463,56582904652,15321492597
GPC016110,PPC105,stress1,estimateBLUP,70.1524134,108.7554451,30.1524134,68.7554451,11.74677505,9.316564423,3.60432159,2.615775708,28.22594684,7.190828907,23940.46786,80.6587989,34.13475634,-1.25822699,481785.7658,122.1210595,2.622718373,3.509634425,-0.037672808,31.16522039,33.61005153,33.78179569,0.174014993,32.98511064,38.75431177,5.277792623,35.89410301,28.16412331,7.842314251,1152.298876,292.9753444,0.046573144,574.7272549,146.1173881,1.675563133,1.503904664,1.708751858,1.873693908,1.614281115,1.824915049,1.815715972,0.762250757,117.9348629,30.92149703,-0.311014585,72.94876711,0.16383264,0.735260366,0.020082964,0.535056966,0.031370448,0.095479188,0.220322589,0.350980414,0.214456312,0.010785336,0.273753828,0.308512079,0.313013855,0.220350301,0.067275616,0.385634904,0.14685544,38683970.66,9882.593974,31.00371773,410.3588112,97176.15526,248.4139169,0.0823616,49626.50216,126.7107976,155.7501777,56582904652,15321492597
GPC016200,PPC106,stress1,estimateBLUP,70.1524134,115.6109056,30.1524134,75.61090559,23.72642928,5.591025013,1.821971215,3.10047941,6.979133048,4.553250089,23320.69343,81.71012153,35.52048614,0.125655489,1195011.76,300.8339593,6.860037488,8.710246185,-0.026389091,33.42663525,36.26676812,36.30634333,0.077501439,35.84190286,39.53642081,4.43458307,38.19339254,33.39042346,4.563665113,1795.80382,453.0822591,0.049155794,964.5645667,243.1013507,1.623719396,1.558727492,1.618828466,1.726916158,1.58784354,1.703723472,1.702646225,2.968272007,142.5602211,36.2051396,0.01691525,78.24419878,0.14845068,0.765081836,0.017014114,0.560872979,0.017354178,0.078065428,0.203345047,0.367223269,0.246111258,0.013585021,0.292208768,0.293229549,0.315897015,0.238453188,0.075766116,0.368736831,0.131704427,80930683.53,20422.93279,56.26598003,670.4775648,117530.7475,298.7728999,0.097104289,64734.96449,164.1327441,251.0271063,56582904652,15321492597
GPC016300,PPC107,stress1,estimateBLUP,72.98605298,108.7554451,32.98605298,68.7554451,99.80724052,6.779343618,1.984003067,3.455928792,5.962843002,5.886220029,28331.46044,86.59126228,34.11615594,-1.276802594,1577858.51,453.4266771,5.799959067,7.466621634,0.021566709,32.69092886,35.92327959,36.10279977,0.178503995,34.35128495,38.39687732,4.308238968,37.48000915,26.19642371,10.29077084,2466.600621,699.8737804,0.056903745,1403.187611,399.1643931,1.615078773,1.398939006,1.667877589,1.797684002,1.620890508,1.721902208,1.724037799,1.236906969,150.1611191,40.5879722,-0.021148035,77.69659639,0.114610369,0.782974717,0.010876414,0.547964972,0.014550923,0.080553108,0.2130465,0.364902861,0.227645873,0.010785336,0.301436239,0.250438465,0.321663335,0.25052178,0.081426449,0.368736831,0.131704427,119976364.5,34182.09468,55.76776482,678.2104286,158027.4101,452.0411732,0.131503896,89225.73909,255.6248839,232.3670218,56582904652,15321492597
GPC016420,PPC108,stress1,estimateBLUP,74.87514602,109.8523188,34.87514602,69.85231878,22.98306171,6.201242675,2.372879513,2.648089288,10.31383476,6.22655278,24005.07388,81.89785771,33.76739843,-1.625095164,1286787.32,323.8324041,6.878004919,8.620380541,-0.003821656,32.74250975,34.88065512,35.21571444,0.29521806,34.02394417,39.04096712,4.974292116,37.24953144,31.97412988,5.293310611,1811.77081,457.0570216,0.054321095,980.2636531,247.0018607,1.679883444,1.595498901,1.659702735,1.805547095,1.605027964,1.779468207,1.763765007,2.150055109,146.6986109,37.09168871,-0.00065242,78.56460444,0.142297896,0.785956864,0.013945264,0.568617783,0.017354178,0.075577748,0.208195773,0.367223269,0.254024995,0.016384706,0.301436239,0.284060031,0.324546495,0.241470336,0.078596282,0.37549606,0.134229596,96374214.96,24276.01491,55.73719947,682.8689216,135855.4536,344.1147742,0.111846978,73084.14699,184.8079782,233.6846925,56582904652,15321492597
GPC016620,PPC109,stress1,estimateBLUP,73.9305995,106.0132609,33.9305995,66.0132609,9.802582955,6.71511018,4.187636258,1.646368302,33.52971052,6.623607656,33472.54794,83.9441821,33.79064893,-1.60187566,534201.9271,135.259703,3.11382815,4.330020784,-0.034851879,32.95426288,36.16949703,36.29419147,0.140347474,34.76519518,39.99825443,5.340964674,38.27570601,26.24304405,10.64540301,1143.234473,290.7200804,0.043990494,608.9024088,154.6206136,1.599957683,1.429693275,1.616103515,1.781957814,1.574624753,1.700693682,1.699590286,1.521700696,114.3864845,30.16091871,-0.29051897,74.82750937,0.145374288,0.753153248,0.010876414,0.532475364,0.034173703,0.090503828,0.215471863,0.355621229,0.211818399,0.010785336,0.279905475,0.293229549,0.321663335,0.220350301,0.067275616,0.373806253,0.14685544,40871510.47,10428.37535,33.92882179,426.5256596,99229.16739,253.4944714,0.0823616,52969.60892,134.9920002,183.8544335,56582904652,15321492597
GPC002430,PPC11,stress1,estimateBLUP,73.9305995,113.9655951,33.9305995,73.96559507,8.658940546,5.269857822,5.159827372,1.064723859,39.15106484,5.999664279,16464.22106,81.52238534,33.70694713,-1.685465876,957630.2916,286.0806242,4.799772081,6.472301771,-0.017926303,32.79952021,35.39132833,35.6349534,0.230127524,34.92480763,38.90648683,4.409863572,36.75565064,25.47300474,10.54213847,1688.995506,501.6209263,0.051738444,882.295069,262.6920316,1.632360019,1.445738981,1.678777394,1.763610595,1.605027964,1.737051155,1.736261555,2.484574725,119.4860665,36.06728477,-0.091418713,76.91305892,0.142297896,0.762099689,0.013945264,0.555709776,0.017354178,0.075577748,0.200919684,0.381145716,0.238197521,0.010785336,0.289132945,0.290173043,0.315897015,0.232418893,0.075766116,0.380565482,0.134229596,80708979.56,23806.79488,45.67508604,574.7027022,140973.3635,419.2518311,0.119218322,72999.7656,218.0337787,247.9222799,56582904652,15321492597
GPC016690,PPC110,stress1,estimateBLUP,72.04150645,108.7554451,32.04150645,68.7554451,11.23213597,7.453794718,2.632130476,2.874284349,13.26742771,3.475529711,21674.03163,80.99672403,34.12545614,-1.267514792,979486.3485,252.8150684,6.111394535,7.640555137,-0.015105373,31.51271271,34.69827183,34.92103199,0.209927013,33.7561199,38.96487959,5.049823916,36.64864313,24.97143426,10.91443431,1279.239972,338.3218594,0.041407844,667.4847136,176.178607,1.649641264,1.416990425,1.69240215,1.834378439,1.605027964,1.770378839,1.766820946,2.296972508,165.9750865,43.70158973,-0.082634879,74.39641812,0.14845068,0.747188954,0.013945264,0.54280177,0.014550923,0.083040788,0.215471863,0.367223269,0.222370048,0.010785336,0.276829651,0.296286055,0.315897015,0.220350301,0.070105783,0.378875675,0.136754765,74374371.73,19172.03217,53.58234225,649.8927752,106574.3165,283.2335287,0.089732944,56022.52487,148.7620242,263.542384,56582904652,15321492597
GPC016720,PPC111,stress1,estimateBLUP,70.1524134,106.8359162,30.1524134,66.83591616,12.20423201,8.545763165,2.696943217,3.165106571,16.15750253,4.666694339,21215.2972,79.2132303,34.12545614,-1.267514792,524167.9912,132.7431116,4.212836006,5.918613451,-0.043314667,31.20322736,33.74683899,33.98533924,0.22339402,33.81022581,38.76315916,4.86717429,36.33585196,27.96638879,8.228197531,978.9731786,249.8504328,0.036242544,469.661941,119.9822657,1.686363911,1.511258946,1.69240215,1.808168127,1.6089936,1.81885547,1.806548154,1.481015878,121.7602419,31.74149554,-0.120698163,73.38859669,0.176138208,0.726313925,0.020082964,0.558291378,0.014550923,0.075577748,0.208195773,0.364902861,0.24874917,0.016384706,0.270678004,0.326851116,0.298598056,0.214316005,0.072935949,0.382255289,0.134229596,44877083.47,11427.7467,40.24667976,531.1158696,83750.61113,215.1999752,0.067618911,41718.68137,107.1237337,191.9394325,56582904652,15321492597
GPC016730,PPC112,stress1,estimateBLUP,72.04150645,106.8359162,32.04150645,66.83591616,10.3458131,8.834813637,3.280257885,2.712716448,19.96859021,4.496527963,16528.19369,83.86908763,34.12080604,-1.272158693,490670.067,136.4525382,3.515100773,4.550336556,-0.068703032,32.7832315,35.12383284,35.2855876,0.16952599,35.05466182,39.42671321,4.750443326,37.13703637,25.41673882,10.77991866,1189.244208,322.7538056,0.041407844,584.4809729,159.1067686,1.653961576,1.44507041,1.659702735,1.763610595,1.591809177,1.746140524,1.742373433,1.338619014,97.36756419,28.54944338,-0.214392401,72.67787869,0.185367384,0.723331778,0.026220663,0.560872979,0.014550923,0.078065428,0.217897226,0.3765049,0.230283785,0.010785336,0.258374711,0.351303164,0.304364376,0.20828171,0.067275616,0.392394133,0.139279934,34793147.16,9557.496871,31.28186242,397.8178428,97497.85403,267.2451555,0.079904485,50265.03154,138.1075502,161.1298018,56582904652,15321492597
GPC016740,PPC113,stress1,estimateBLUP,70.1524134,108.7554451,30.1524134,68.7554451,8.258665703,6.522409865,2.988600551,2.195699165,15.26824874,2.709781022,17743.83199,85.22078814,35.95759554,0.562182177,417039.4866,114.0621484,3.703758797,4.932990264,-0.040493738,32.83209761,35.48251997,35.66533304,0.178503995,34.43785441,39.57534931,5.17891463,37.3949519,29.1511883,7.751278406,876.1925481,239.1575641,0.031077244,440.2465101,119.9964804,1.675563133,1.711830268,1.64880293,1.781957814,1.586521662,1.755229892,1.748485311,0.807456111,114.4391146,32.5448564,-0.053355429,76.60430438,0.14845068,0.768063983,0.013945264,0.553128175,0.020157432,0.083040788,0.225173315,0.369543677,0.22500796,0.013585021,0.292208768,0.299342561,0.313013855,0.235436041,0.078596282,0.385634904,0.139279934,35763394.7,9886.324182,36.81724742,466.1052494,71612.14564,194.1481292,0.060247566,36604.90604,99.2212447,161.5863176,56582904652,15321492597
GPC016810,PPC114,stress1,estimateBLUP,76.52810244,118.0788714,36.52810244,78.07887137,5.628288163,5.109274227,4.058010777,1.3232325,19.33340893,1.320088956,14256.08557,69.46109425,35.35308254,-0.041524945,217762.1455,61.00425601,2.236418609,2.871878245,-0.099733255,31.35797004,31.95948275,32.28104174,0.283995554,32.74974992,38.10491354,4.891893788,32.90886793,29.66079678,5.097651483,521.1870217,148.4224584,0.025911944,211.7740927,59.28839754,1.80733263,1.633607453,1.853174274,1.871072877,1.627499902,1.91883852,1.901282267,0.816497182,87.21549017,28.74909519,-0.050427484,80.02973212,0.136145112,0.821742628,0.010876414,0.54280177,0.022960686,0.117868308,0.268829852,0.374184492,0.166973892,0.005185966,0.307587885,0.296286055,0.359144415,0.238453188,0.067275616,0.389014518,0.156956116,20486550.29,5948.937169,22.91306942,302.7734366,51791.50295,150.2045054,0.045504877,24294.30927,70.10827311,116.3238107,56582904652,15321492597
GPC017030,PPC115,stress1,estimateBLUP,70.1524134,106.8359162,30.1524134,66.83591616,14.31997047,7.807078627,2.696943217,2.906597929,16.15750253,6.651968718,21660.25534,85.42729794,34.63696714,-0.756685689,1246653.494,313.7747667,5.695149053,8.373974744,-0.03203095,31.0294812,34.16024112,34.27698373,0.13361397,33.77505697,39.07989562,5.129475633,36.74193173,25.58232139,10.44295016,1766.663005,445.8339976,0.051738444,889.5432186,224.4346245,1.664762354,1.441727555,1.676052443,1.813410189,1.601062327,1.791587365,1.791268459,2.642793462,157.2163258,39.34727881,-0.126554053,73.75851959,0.157679856,0.738242513,0.017014114,0.547964972,0.014550923,0.080553108,0.217897226,0.360262045,0.232921697,0.010785336,0.273753828,0.308512079,0.307247536,0.223367449,0.070105783,0.377185867,0.136754765,78579613.28,19836.35279,56.51661591,729.9114877,123883.5444,314.4928479,0.102018518,64773.24461,164.2236354,296.1132321,56582904652,15321492597
GPC017100,PPC116,stress1,estimateBLUP,75.58355592,115.0624688,35.58355592,75.06246875,8.029937222,3.920955622,5.257046484,0.773901637,32.83101111,4.751777527,19031.83537,77.89907702,33.98595313,-1.40683182,570690.8801,144.4008938,4.096047705,5.428700749,-0.026389091,31.24394912,33.62828986,33.76964384,0.15156998,33.42877913,37.71916746,4.249186833,35.51271728,26.19481611,9.317910174,1380.137823,349.6626957,0.038825194,686.7093091,173.9753306,1.660442043,1.468470397,1.727826516,1.823894314,1.638074931,1.812795891,1.806548154,1.560125246,97.98250565,26.64086714,-0.044571594,75.18869393,0.142297896,0.753153248,0.013945264,0.547964972,0.011747669,0.078065428,0.2130465,0.374184492,0.222370048,0.010785336,0.289132945,0.287116537,0.315897015,0.232418893,0.070105783,0.377185867,0.131704427,43952752.25,11197.13079,31.48359374,431.7913996,101474.611,259.0533105,0.084818714,51735.33592,131.9319948,164.4343538,56582904652,15321492597
GPC017170,PPC117,stress1,estimateBLUP,70.1524134,118.0788714,30.1524134,78.07887137,12.80464428,6.554526584,2.113628549,3.132792991,10.05976225,3.248641211,19062.71325,74.87652448,34.89272264,-0.501271138,291564.7761,78.57675531,1.64349339,2.579090181,-0.079986749,31.85477546,34.74082793,34.85115883,0.129124968,34.83012228,39.61781677,5.009998058,36.82698898,27.72524913,8.672506801,984.4185847,268.0131623,0.031077244,457.7712045,124.6617404,1.649641264,1.514601802,1.673327491,1.760989564,1.586521662,1.76734905,1.763765007,1.010880202,87.74179142,26.22017225,-0.167545282,74.18669806,0.157679856,0.74122466,0.013945264,0.547964972,0.017354178,0.080553108,0.217897226,0.367223269,0.227645873,0.013585021,0.295284592,0.287116537,0.295714896,0.238453188,0.084256615,0.39408394,0.141805102,25064063.91,6812.594379,20.98745233,291.2680148,79874.10013,218.2697818,0.065161796,39491.63314,107.9796263,128.748304,56582904652,15321492597
GPC017640,PPC118,stress1,estimateBLUP,72.04150645,112.8687214,32.04150645,72.8687214,103.7242158,4.113655937,1.109031064,3.746751014,2.564623158,6.538524468,20484.9958,82.49861349,33.83249983,-1.560080551,700734.358,186.0773926,3.197676161,4.127098363,-0.130763479,32.82666804,34.24535332,34.34078097,0.117902461,35.93388291,40.1734327,4.880907345,36.9312527,29.31677087,7.38034131,1797.463936,479.5928314,0.049155794,817.4616994,217.1965062,1.798692007,1.990624406,1.667877589,1.716432032,1.571980996,1.830974627,1.794324398,0.934031101,105.8465543,30.08961449,-0.305158695,76.68877496,0.200749343,0.74122466,0.023151813,0.545383371,0.084632277,0.095479188,0.198494321,0.330096743,0.246111258,0.019184391,0.264526358,0.40020726,0.307247536,0.19319597,0.061615283,0.380565482,0.154430947,49421560.47,13080.55042,32.64202053,408.7512204,112965.5414,303.2019135,0.092190059,56270.91618,150.9307904,155.6775502,56582904652,15321492597
GPC017680,PPC119,stress1,estimateBLUP,72.98605298,108.7554451,32.98605298,68.7554451,12.80464428,4.049422499,3.60432159,1.161664599,15.83991189,4.865221777,12024.45727,72.19189707,34.36261124,-1.030675844,611619.6719,162.0199428,6.060486814,7.133249085,-0.023568161,32.04752511,34.61619934,34.79647549,0.185237499,33.99148062,38.52781866,4.592513198,36.45109081,26.27037321,9.720098382,1132.188641,302.5153356,0.031077244,565.6020717,152.1102999,1.669082666,1.467133255,1.686952248,1.802926064,1.612959236,1.76734905,1.760709068,3.056422446,129.4580901,35.12131548,0.008131415,75.60813406,0.154603464,0.756135395,0.017014114,0.560872979,0.020157432,0.075577748,0.200919684,0.369543677,0.251387082,0.013585021,0.282981298,0.308512079,0.313013855,0.229401745,0.072935949,0.380565482,0.134229596,45319692.64,12114.67122,43.38574128,527.0352879,87543.35208,233.8433162,0.07253314,44007.4528,117.9877626,254.1941849,56582904652,15321492597
GPC002650,PPC12,stress1,estimateBLUP,74.87514602,115.0624688,34.87514602,75.06246875,8.087119342,4.434823127,5.127421002,0.903155958,35.72108593,5.205554528,21147.04918,77.20445314,34.67416794,-0.719534482,840045.4888,262.9425303,5.431626734,6.452009529,-0.046135597,31.6484519,34.17240001,34.4045782,0.218905018,34.03747065,38.01820915,4.172281727,35.53741132,28.15447772,7.67654749,1600.096151,508.1286533,0.041407844,791.7003415,251.9087704,1.653961576,1.503904664,1.725101565,1.802926064,1.627499902,1.791587365,1.78821252,2.150055109,106.6360061,35.23302542,0.008131415,77.02374451,0.126915936,0.777010424,0.010876414,0.550546574,0.011747669,0.080553108,0.208195773,0.3765049,0.230283785,0.013585021,0.298360415,0.268777501,0.324546495,0.238453188,0.072935949,0.368736831,0.131704427,65546950.75,20695.28195,41.22782752,495.8867492,122294.1425,377.6191031,0.102018518,61625.1317,190.5719982,203.4898018,56582904652,15321492597
GPC017710,PPC120,stress1,estimateBLUP,70.1524134,106.8359162,30.1524134,66.83591616,13.63378502,8.834813637,3.021006922,2.97122509,21.33422996,6.963940407,21198.22426,82.09573934,34.46491344,-0.928510024,1020531.278,267.4927602,6.497694299,7.872466475,-0.023568161,29.61507887,32.21177964,32.32357323,0.129124968,31.79748584,37.45728479,4.874040817,33.40000495,26.08871467,8.364071925,1618.749203,429.6235862,0.043990494,803.7653537,213.6030335,1.729567025,1.470476111,1.831374664,1.910388346,1.643362446,1.891570416,1.88905851,2.767108184,144.8870266,38.94559838,-0.079706934,74.05562302,0.157679856,0.738242513,0.017014114,0.547964972,0.017354178,0.075577748,0.217897226,0.367223269,0.227645873,0.010785336,0.279905475,0.305455573,0.304364376,0.223367449,0.072935949,0.378875675,0.136754765,72664725.32,19068.77111,49.00365272,601.7383899,106760.9141,284.3950771,0.089732944,53860.77276,143.6594906,253.3875007,56582904652,15321492597
GPC017760,PPC121,stress1,estimateBLUP,71.09695993,106.8359162,31.09695993,66.83591616,15.03474697,10.1194824,2.92378781,3.488242373,23.81143695,8.495437785,17064.67702,79.77643884,33.42794113,-1.964099932,754751.5271,199.1403929,3.164735871,4.6749889,-0.068703032,31.14893169,33.69516373,33.75445402,0.090968446,33.57757039,38.69591901,4.933092952,35.45509785,25.82828384,9.599170171,1940.741251,518.6784642,0.049155794,907.5707409,241.4467612,1.662602199,1.475824679,1.730551468,1.818652252,1.6089936,1.806736312,1.809604093,1.092249838,91.46191022,26.99025781,-0.366645539,70.47873077,0.188443775,0.702456749,0.026220663,0.537638567,0.02576394,0.102942228,0.217897226,0.337057967,0.222370048,0.016384706,0.255298887,0.326851116,0.298598056,0.214316005,0.067275616,0.397463555,0.151905778,52292171.08,13901.76243,32.53809833,422.5125497,130055.4296,347.8312413,0.106932748,64125.83901,171.143994,155.4804184,56582904652,15321492597
