"","DASanthesis_BLUP_GBLUPLOOCV","DASmaturity_BLUP_GBLUPLOOCV","DATanthesis_BLUP_GBLUPLOOCV","DATmaturity_BLUP_GBLUPLOOCV","fruitno_BLUP_GBLUPLOOCV","fruitlength_BLUP_GBLUPLOOCV","fruitwidth_BLUP_GBLUPLOOCV","fruitshapeindex_BLUP_GBLUPLOOCV","fruitweight_BLUP_GBLUPLOOCV","yield_BLUP_GBLUPLOOCV","pollenconcentration_BLUP_GBLUPLOOCV","pollenactivity_BLUP_GBLUPLOOCV","leaftemp_BLUP_GBLUPLOOCV","leafminushobotemp_BLUP_GBLUPLOOCV","growthrateplot_BLUP_GBLUPLOOCV","growthrateplant_BLUP_GBLUPLOOCV","height_BLUP_GBLUPLOOCV","heightmax_BLUP_GBLUPLOOCV","leafangledaily_BLUP_GBLUPLOOCV","leafanglemean_BLUP_GBLUPLOOCV","leafanglenoon_BLUP_GBLUPLOOCV","leafanglemidnight_BLUP_GBLUPLOOCV","leafanglemidnightminusnoon_BLUP_GBLUPLOOCV","leafanglebright_BLUP_GBLUPLOOCV","leafanglelow_BLUP_GBLUPLOOCV","leafanglelowminusbright_BLUP_GBLUPLOOCV","leafanglecold_BLUP_GBLUPLOOCV","leafangleHot_BLUP_GBLUPLOOCV","leafanglecoldminushot_BLUP_GBLUPLOOCV","leafareadaily_BLUP_GBLUPLOOCV","leafareadailyplant_BLUP_GBLUPLOOCV","leafareaindex_BLUP_GBLUPLOOCV","leafareaprojecteddaily_BLUP_GBLUPLOOCV","leafareaprojectedplant_BLUP_GBLUPLOOCV","leafinclinationmean_BLUP_GBLUPLOOCV","leafinclinationhot_BLUP_GBLUPLOOCV","leafinclinationcold_BLUP_GBLUPLOOCV","leafinclinationbright_BLUP_GBLUPLOOCV","leafinclinationdark_BLUP_GBLUPLOOCV","leafinclinationnoon_BLUP_GBLUPLOOCV","leafinclinationmidnight_BLUP_GBLUPLOOCV","lightpendaily_BLUP_GBLUPLOOCV","lightpenmeanplot_BLUP_GBLUPLOOCV","lightpenmeanplant_BLUP_GBLUPLOOCV","huedaily_BLUP_GBLUPLOOCV","huemean_BLUP_GBLUPLOOCV","huebin0_BLUP_GBLUPLOOCV","huebin1_BLUP_GBLUPLOOCV","huebin5_BLUP_GBLUPLOOCV","ndvimean_BLUP_GBLUPLOOCV","ndvibin0_BLUP_GBLUPLOOCV","ndvibin1_BLUP_GBLUPLOOCV","ndvibin2_BLUP_GBLUPLOOCV","ndvibin3_BLUP_GBLUPLOOCV","ndvibin4_BLUP_GBLUPLOOCV","ndvibin5_BLUP_GBLUPLOOCV","green_BLUP_GBLUPLOOCV","greenb0_BLUP_GBLUPLOOCV","greenb1_BLUP_GBLUPLOOCV","greenb2_BLUP_GBLUPLOOCV","greenb3_BLUP_GBLUPLOOCV","npcimean_BLUP_GBLUPLOOCV","psrimean_BLUP_GBLUPLOOCV","biomassfinalplot_BLUP_GBLUPLOOCV","biomassfinalplant_BLUP_GBLUPLOOCV","heightfinal_BLUP_GBLUPLOOCV","heighmaxfinal_BLUP_GBLUPLOOCV","leafareafinalplot_BLUP_GBLUPLOOCV","leafareafinalplant_BLUP_GBLUPLOOCV","leafareaindexfinal_BLUP_GBLUPLOOCV","leafareafinalprojectedplot_BLUP_GBLUPLOOCV","leafareafinalprojectedplant_BLUP_GBLUPLOOCV","lightpenetrationfinal_BLUP_GBLUPLOOCV","biomassAUC_BLUP_GBLUPLOOCV","biomassAUCperplant_BLUP_GBLUPLOOCV"
"GPC084560",0.211413100318799,2.25144256136933,0.211413100271947,2.25144255039943,36.0897491259818,2.22732886489257,-1.61383470581486,3.90689751165016,-10.4348267612831,0.910125718286077,-1774.8185094353,3.51998667642909,-0.175521557023923,-0.175206159128398,669447.940828029,169.066869979197,2.70024542721726,2.73890565138525,0.0243671310089753,0.273003377200278,-0.260775625500848,-0.292618577460631,-0.0233771716673147,-0.488676118656715,-0.197562934850809,0.0348150130384697,0.254675245492599,1.85356331658871,-1.36614231241763,687.78116638794,171.565550980017,0.0104125372312943,396.274197625595,98.8964863222124,0.0322024940713849,0.0135713133476374,-0.00756335789393415,0.0238587776557978,0.00408745581546887,0.015955073122649,0.0171359494039616,0.15143029804433,37.3680357521797,7.14518981439996,0.104709078486971,3.01848567096319,-0.00913709798573038,0.0256930290737093,-0.00295896348168253,0.0222960109554321,-0.00687818610522148,-0.00769483189181581,-0.0105304206089689,0.00415473318288671,0.031343777936693,0.00493557117900001,0.018987815111947,-0.0230364731331325,0.00433965968808266,0.0179037529022785,0.00496434282571299,-0.00276644844594752,-0.00638720785802825,34721569.6710017,8562.53024642726,17.7970431093538,180.373632057358,23470.7966970293,55.8778725774794,0.0193623773317504,14323.7420394469,34.3042861642812,34.3656234877721,4.07442490233472e-07,-3.12863469667472e-06
"GPC020400",-0.937664157887271,-0.849205566100615,-0.937664158075626,-0.849205573358,-21.4244688420907,-1.73561112210391,1.42617860933208,-2.07627705526662,13.2671885708565,0.586750981841254,2742.93512632915,-1.65394411468237,-0.29798520440361,-0.296986853524866,-514019.318313432,-122.300198263488,-1.55555411126746,-1.60155960530177,-0.0181674736009967,-0.47906871412755,-0.0286608622573933,-0.0526918433308353,-0.0190067312714576,0.0220428415835035,0.0771955264082553,0.0913743654618044,-0.157002431620092,-0.6313360345842,0.447535971312907,-369.139360545706,-73.1371118180477,-0.00381974852259437,-240.711775430067,-50.2819615017028,-0.0204092323854451,-0.0091980898434895,0.00473894514155004,-0.00017794666587874,0.000505179291715224,-0.00126942622956469,0.00103050386714874,-0.185943650473833,-13.4836132872139,-0.993304324114847,-0.109053827115458,0.0308103998070934,-0.0240510309289849,0.0131523941204074,-0.0173766857095018,-0.0216079307443261,0.0125678731007468,0.00501446524908803,0.00321292305560265,-0.0067637409992178,-0.0252333902125908,-0.00316100306974692,0.0205742471619656,-0.0572571566559372,0.00604505544463121,0.0109852032268872,0.00409823376645449,0.00461412709885506,0.00916017173021151,-29234523.3635955,-6664.13411624128,-9.71054613939948,-96.0726985287864,-11156.6321187416,-16.96819646879,-0.00869246784121936,-7562.38591512647,-12.8501957657007,-13.811681072858,-2.02873458993035e-15,-7.19829884702578e-16
"GPC010900",-0.424554561291875,-0.917923359100096,-0.42455456125276,-0.917923343368318,-14.4648049520818,2.55599328011209,-0.547416893676545,2.04472499533599,-3.10002768395752,0.174087434131339,454.272512876903,-0.136593435198351,0.103114413980764,0.103135685644636,196730.618163477,42.2801415626495,1.22623331052167,1.45557770716184,0.00707473900646439,0.013806709110316,-0.00788963606356009,0.0222835399950969,0.0229781898516416,0.100246929726388,0.151357641073213,0.0485635659971399,-0.0340139974979503,-0.340770747659713,0.321972443619486,-169.71397309376,-53.3363764788836,-0.00279928983269779,-81.6582690167263,-26.1950164410057,-0.00298821274204847,-0.00667047770522013,0.00263985252184262,-0.00213007099497303,-0.0017881086388846,0.00155105240713181,0.00159897572796357,0.201131427590242,22.6701673863175,3.19495286353661,0.0393829625715532,2.31412389025055,-0.0177679161672715,0.023953294141665,-0.00485616948359643,5.58084382344065e-05,-0.00346041387367094,-0.00103134085941425,0.00112248755936834,0.00201325294112481,-0.000275900772457825,-0.000687818811823158,0.0133463730068915,-0.0197078617375532,0.00562754874810922,0.0115499544672113,0.00466617066817868,-0.00286237342722966,-0.00264070656696277,6695131.02471854,1241.62523571928,10.714281639613,119.051346650074,-3954.42734951298,-15.0348081063995,-0.003921743509306,-2238.30588850616,-8.60389221330282,33.4242389447359,1.48209770084211e-07,2.50506651730125e-08
"GPC016090",-1.23910174559694,-3.42809517227111,-1.2391017455234,-3.42809515988974,-3.47524833107596,2.10326606703067,0.199732456942703,0.489991021094667,2.8489457057499,2.180865193943,168.958685896726,1.78382725468406,-0.0963909824167273,-0.0948835288838862,45034.8338856644,12.1522563681792,-0.210007622494863,-0.0160589187349397,0.00987736084415504,-0.332804347218377,0.274975816296296,0.301522937214368,0.0199768338284481,-0.0147937363564985,0.102127468998797,0.068573245820285,0.461776163691933,-0.85704452559411,0.844662988164714,-17.3484519000012,-0.444619749652746,0.00152556852147663,2.15474589166442,2.59334474768445,-0.0254196403992824,-0.00871025981649186,-0.0150429579598942,0.000904096135333338,0.000546331910943938,-0.0106264331237947,-0.00881252586882728,-0.117111884621313,-0.195238193845046,-0.771413309920149,-0.0622337059885527,-0.440704430013856,-0.0162941616853271,-0.00322368137698355,-0.00688371894694827,-0.0110335940407825,0.00274022841771372,-0.000558989636845405,0.000556146715861578,-0.00447045049244411,-0.0086449079439952,-0.000864857244779465,0.00404409359793657,-0.0287332907855876,-7.41250344225224e-05,0.00100625301858063,3.56459234791081e-05,-0.00296627511897453,0.00051194594303137,-1742802.23082193,-378.901548435743,2.44594678834383,34.6800378741175,4377.78229174382,12.4808213505595,0.00280744491407534,2839.34345989327,7.85070656738241,5.46820297707149,3.32489066334003e-06,5.36624005768401e-07
"GPC029740",-0.239236483220905,2.6204995026873,-0.239236483779219,2.6204994884099,5.38622456081058,2.78529539467778,-0.921288667537212,2.79746128101147,-6.61957408746235,1.38259088926553,-1914.41071249259,2.54266793649837,0.113565973216574,0.113482611707015,836785.709162595,252.985205050334,1.95696896166365,2.1878103022782,0.0521720706227314,0.64862737642049,0.385933843843619,0.366533071266232,-0.0149643954952929,-0.444252029331437,-0.128351531803839,0.0595836839822077,0.326568240301987,1.68016341248569,-1.21228322741808,891.17617811734,247.39695865593,0.0142586679140586,575.414733599256,158.988599980899,0.00961186451264774,0.00769276360916813,-0.0118707981701084,0.0184687668723016,0.0033664517237299,-0.0141321910244474,-0.0137221069640122,-0.0754492508206508,22.1175164307276,6.44820168003846,0.0828272962326575,3.02480421223833,-0.015372038875495,0.0245629248146721,-0.00726813897168544,0.016841161802545,-0.0050413853492098,-0.00569142277502619,-0.00701853175754225,0.00296551190230328,0.0239854149951013,0.00262712932589933,0.0126690904536193,-0.015765512578,0.0115133668069515,0.00765089219490325,-0.000707672580638722,-0.00951229754355456,-0.00680977765115345,47382054.404945,14576.048199978,13.5846214454335,146.046025050789,30954.6161650486,81.4118879091521,0.025557939664464,21047.8311922467,54.8071008720277,20.2070702050845,-4.02745296243872e-06,-2.73550890757729e-06
"GPC005480",-1.42403855126644,-3.9371175010934,-1.42403855126765,-3.93711750001187,11.6991638897725,-0.573993674404756,-0.995009883050608,0.764195668021411,-6.42590982059456,-0.551384383051163,-1487.33436567537,-0.397476654567912,-0.0561930410828601,-0.056087588043114,34686.0306683671,5.18707404437213,0.190303457651639,0.331338742182849,-0.00854081265509337,-0.0443416980737274,0.134348797438069,0.109965405043115,-0.0165386005764336,0.462716855720549,-0.00541676126716456,-0.192419504045917,0.131737503297542,0.245231571628983,-0.16534421246959,41.7318867909784,10.0510858135959,-0.000133842459439203,-1.7272959667082,-2.59314667162996,-0.015834768231314,0.00188509279592383,-0.0076297483078129,-0.0237642501083228,-0.000281058164979853,-0.00932626121692352,-0.00703067475827507,0.41504959153214,15.3913557141193,3.17888698409565,-0.0299476074234187,-1.93157609605707,0.00345725549624225,-0.0245818814247329,0.00134219255985241,-0.00631635003004589,0.00295255096159345,0.00171110061239537,-0.00191471851546416,-0.00771801864282377,-0.00114898907371678,-0.000440432652380496,-0.0104471973567997,-0.00213212166453026,-0.00855912208727458,-0.00619725518317361,-0.000537710218004505,-0.00137217883473469,-0.000187604900854701,6970002.79097605,1930.31865001404,4.9114553991326,67.7365153849709,5193.79348980762,16.6849288109971,0.00522115270993556,2416.55393295049,8.05762152336344,31.1524877776941,2.75226506319031e-07,3.33665548777261e-08
"GPC006820",-1.07266806609375,-4.33497635419073,-1.07266806610211,-4.3349763505545,-9.50973217992666,1.36570104429118,0.52813324542351,-0.176836300728877,4.71456654486883,1.28050876251595,668.81578709421,-0.0794671246771007,-0.0992352808445956,-0.098640628476599,149252.813244884,43.4085669699295,-0.0628803141271646,-0.00471914884115325,-0.00911168290294899,-0.190672383509895,0.345365226054985,0.352420062689378,0.00483106767688785,0.277404257901508,0.148173032775677,0.0032438698794499,0.63596484436382,-1.51020472700338,1.46239748478246,-134.440572228021,-36.4978937361966,0.00122180141012584,-85.0311722159074,-23.4197864359556,-0.0215482812460167,-0.0109509645213339,-0.0241844148813525,-0.013208788026474,-0.00148381678469889,-0.0153425895034828,-0.0142135409542806,0.0958344177616907,4.06483522579632,0.375442792373442,-0.0436221042258491,0.140541369440591,-0.0190638562952869,0.00663339627536852,-0.00623531380222234,-0.00530600277295924,-0.00186443609071357,-0.00137552990361233,-0.00153449713433904,-0.00158607418288768,-0.00194685347241459,-0.000786811521381708,0.00830444897028393,-0.0363403065054977,0.00195999893867061,0.00791823051196797,0.00228802139516389,-0.000689350554348802,-0.0009751149712613,5461127.16370261,1817.48625620257,2.74005527218384,26.6013697018315,-2536.26688205298,-8.60581908961388,-0.00218394477214184,-1792.20868110555,-5.94222096277693,13.643342651073,-1.06762087952234e-06,-4.23707061349467e-08
"GPC035440",1.18869545445604,-2.14372487039529,1.18869545445224,-2.14372485920316,-18.1979213970302,0.618789706496284,-0.512821279720289,0.205245702711984,-5.12425065618941,-1.95332609151351,2127.20543133554,0.136876159077973,0.294268602547837,0.294203063762068,-629355.394185288,-158.148162020403,-1.50046733663458,-1.94963156735519,-0.0313153830328148,-0.62239778729659,-0.360252200093773,-0.351425614087743,0.00699834713114343,0.111037161511912,0.144939396089622,0.0470113231363157,-0.565450735743052,-1.24878330974179,0.780580325781637,-613.868319170816,-165.296179648278,-0.00873215463434055,-362.133888219367,-96.4799710074468,-0.00626369812221384,-0.00770304189575014,0.0204664495860741,-0.00429369940652331,-0.00322567935353075,0.0177843933336633,0.0165289975104184,-0.262903525566763,-18.5620494610078,-3.97629781801519,-0.0836221772285061,0.33779395488048,-0.0285812463542754,0.0131490634269484,-0.0101067547084819,-0.00589839273523598,-0.00611457011676964,0.00227589853777016,0.0031314245229974,-0.00534431804412096,-0.0053137824681836,0.000913768504309181,0.0182910569959913,-0.0625479420939593,-0.00181756081328464,0.0184965345761302,0.00910425223163876,0.00284693147935291,0.000209615374334328,-31518541.568394,-7881.11473473947,-9.0501115149262,-114.349832069149,-19414.1767955396,-52.1888820795001,-0.0162487440664749,-11854.0266621368,-31.6450152813063,-31.172508850542,2.0525626534665e-15,2.08861338898143e-15
"GPC092820",-0.407487823464469,-1.41665743883468,-0.407487823299603,-1.41665744386222,-18.4361970111711,3.76258924298192,0.497397998572807,0.899114469384683,10.9544590664604,3.06211999633484,1540.03292661906,0.789629736236342,-0.364577487821914,-0.363999783848984,-59699.7412480677,-13.7762466695468,0.517529724243195,0.677648390837659,0.00384087728619472,-0.669795208657271,-0.580158669173499,-0.522774341339948,0.042503194211723,-0.558130355087378,-0.168551402769352,0.142396823055599,-0.029298389473741,-0.787658967710989,0.651673244963616,-185.579201771188,-45.0779381989552,-0.000168244154990588,-138.459291180381,-34.2405133463899,0.0121816929832353,-0.00755817281975053,0.000404816920982951,0.025836137092867,0.00433715557711556,0.0274444411553531,0.0254481355958236,0.228360975291907,17.5745924073164,4.09011308902091,-0.0515062802222035,1.14940952303372,-0.0198902944960048,0.0180049572496815,-0.00450434093394528,-0.00267293908641987,-0.00113059088721258,-0.00165440998204852,-0.000470573827795888,0.00136078065365417,-0.00211597456873426,-0.00163401191856534,0.0102714511762945,-0.0207824503377429,0.0113135697786006,0.00423000315390704,-0.00227947930538329,-0.00211821870267299,-0.00114749453328018,-1903867.59311336,-434.745974472944,3.78729126835128,53.2097395712413,-2282.44622498284,-3.79883858318489,-0.00184796034517656,-3285.57702792954,-6.89464537072704,25.2330701157307,-5.96229319752923e-06,3.34519653241452e-06
"GPC018850",0.0148572912256801,-2.12839204041705,0.0148572909322045,-2.12839203492111,-18.3168051233369,-1.6785363607052,-0.131635811684621,-0.648060742024379,-3.83451622347495,-1.32273001043995,2045.81320298598,4.43168192342078,0.100182386296611,0.0997570901821594,-278718.877944894,-76.6890201732547,0.23694576483376,0.19603134362197,-0.0238596856557075,0.395468324512727,0.553355804601123,0.560249317417598,0.00509546687772545,0.71716099781946,0.254088170499326,-0.0962138492566665,0.707926257269025,-0.221365178110407,0.443664942810464,-536.437464344171,-140.906194131251,-0.00609828535229034,-317.653994012946,-82.6756940661245,-0.016357898379189,-0.00216736281173164,-0.0271227039983236,-0.0301091248543048,-0.00359105740441861,-0.0201669172519214,-0.0238532674537123,0.293498611011631,3.66640845381277,0.35418934936273,-0.0307601426261423,1.00971536096432,-0.00596709935543292,0.0172022854373392,-0.000722058144863845,-0.0006668189694289,-0.00196269982240846,-0.00014697932401897,0.000729457937085358,0.0010496129904193,-0.00180307637181291,3.47242594212114e-05,0.00667497642304533,-0.00243765419028508,0.00794487760633455,0.00541597733060875,0.00312085418596112,0.00123465287511107,-9.82035285180076e-05,-13672408.6684565,-3800.59492421285,0.765151235805038,4.57946734898328,-15810.7901507803,-41.8007029397176,-0.0133655697859824,-9421.84274076034,-24.701075851593,11.5405864300939,7.34550493311752e-06,1.87386892994848e-06
