g2pname,genotype,environment,datatype,DASanthesis_BLUP,DASmaturity_BLUP,DATanthesis_BLUP,DATmaturity_BLUP,fruitno_BLUP,fruitlength_BLUP,fruitwidth_BLUP,fruitshapeindex_BLUP,fruitweight_BLUP,yield_BLUP,pollenconcentration_BLUP,pollenactivity_BLUP,leaftemp_BLUP,leafminushobotemp_BLUP,growthrateplot_BLUP,growthrateplant_BLUP,height_BLUP,heightmax_BLUP,leafangledaily_BLUP,leafanglemean_BLUP,leafanglenoon_BLUP,leafanglemidnight_BLUP,leafanglemidnightminusnoon_BLUP,leafanglebright_BLUP,leafanglelow_BLUP,leafanglelowminusbright_BLUP,leafanglecold_BLUP,leafangleHot_BLUP,leafanglecoldminushot_BLUP,leafareadaily_BLUP,leafareadailyplant_BLUP,leafareaindex_BLUP,leafareaprojecteddaily_BLUP,leafareaprojectedplant_BLUP,leafinclinationmean_BLUP,leafinclinationhot_BLUP,leafinclinationcold_BLUP,leafinclinationbright_BLUP,leafinclinationdark_BLUP,leafinclinationnoon_BLUP,leafinclinationmidnight_BLUP,lightpendaily_BLUP,lightpenmeanplot_BLUP,lightpenmeanplant_BLUP,huedaily_BLUP,huemean_BLUP,huebin0_BLUP,huebin1_BLUP,huebin5_BLUP,ndvimean_BLUP,ndvibin0_BLUP,ndvibin1_BLUP,ndvibin2_BLUP,ndvibin3_BLUP,ndvibin4_BLUP,ndvibin5_BLUP,green_BLUP,greenb0_BLUP,greenb1_BLUP,greenb2_BLUP,greenb3_BLUP,npcimean_BLUP,psrimean_BLUP,biomassfinalplot_BLUP,biomassfinalplant_BLUP,heightfinal_BLUP,heighmaxfinal_BLUP,leafareafinalplot_BLUP,leafareafinalplant_BLUP,leafareaindexfinal_BLUP,leafareafinalprojectedplot_BLUP,leafareafinalprojectedplant_BLUP,lightpenetrationfinal_BLUP,biomassAUC_BLUP,biomassAUCperplant_BLUP
GPC127510,AVPP9905,stress2,estimateBLUP,69.71900953,111.0948009,33.71900953,75.09480091,35.71108874,7.584204831,1.644056397,4.865021783,7.699188023,1.916850761,21844.12494,7.581193225,35.79642786,1.105952941,2364710.039,592.5525267,4.514692205,0.215211898,-0.06976405,36.97473286,36.92704671,37.11515566,0.171018211,34.36892793,36.78966426,2.568239078,36.78966426,35.21912141,1.72071988,8357.572798,2061.478616,0.187944395,3159.60389,781.9036915,1.689769669,1.745987917,1.704220891,1.795764829,1.704220891,1.689877126,1.686384347,1.856198539,109.4443917,27.87422522,0.072779383,103.8210517,0.108323419,0.588049421,0.023549005,0.651043814,0.072246462,0.040894052,0.103211687,0.270019504,0.346400665,0.163968298,0.326166687,0.330320578,0.26022161,0.233125331,0.119594047,0.17161367,0.104423041,157059203.5,39268.33758,31.05714541,484.9612234,481256.2149,118712.5743,0.417312824,230768.5595,570.1986644,158.2614007,5299307146,13350447.44
GPC050150,PPC1,stress2,estimateBLUP,57.90027716,92.32656447,21.90027716,56.32656447,35.81046473,3.472356749,1.602587614,2.007156533,3.487971892,1.129622922,17229.884,13.17235498,35.8516633,1.160513322,994810.3232,270.9874284,1.427216834,1.652970083,-0.072385597,35.68896073,35.63031028,35.81160567,0.166566165,32.99163681,38.17176988,4.68583868,38.17176988,33.05606839,4.573996834,5745.94433,1434.688146,0.172660969,2522.648101,683.9120238,1.740171173,1.844450018,1.63783679,1.847951651,1.63783679,1.743372886,1.736721015,0.838268125,79.29707309,22.02265058,-0.152822609,103.3015424,0.138039333,0.554453299,0.045651496,0.608744651,0.102207818,0.048965838,0.112876719,0.263514692,0.310727471,0.147996326,0.262755699,0.430797603,0.235439288,0.183022686,0.098202846,0.18295463,0.118430364,50468630.83,13720.56649,13.63562779,405.9033007,334070.9143,90911.8018,0.290819757,152664.6404,415.3935146,104.7373486,5299307146,13350447.44
GPC002420,PPC10,stress2,estimateBLUP,64.23609245,96.56455335,28.23609245,60.56455335,9.844938459,15.01542547,4.384185966,3.429724202,26.82908971,1.044381692,14680.90253,6.116921484,35.94097256,1.250250792,925178.4246,239.3606521,1.965591634,0.430641463,-0.088114878,37.48967354,37.31512112,37.62331922,0.257833099,34.85423326,38.67915856,3.670129569,38.67915856,35.32982885,3.221627804,3388.212794,868.8336682,0.149735831,1495.532066,384.2077655,1.680319387,1.776073559,1.625070616,1.774890101,1.625070616,1.680436698,1.670654139,1.002668391,89.89232638,23.28013794,0.046095277,103.9514807,0.108323419,0.576050806,0.026706504,0.668348017,0.057265785,0.038876106,0.103211687,0.274356046,0.354794357,0.175376849,0.326166687,0.330320578,0.266417191,0.229993915,0.116538161,0.165565158,0.100687755,49314933.03,12644.60046,20.52231363,406.506014,205729.7878,53225.06562,0.178700903,93395.49034,239.6273385,125.6987328,5299307146,13350447.44
GPC015800,PPC100,stress2,estimateBLUP,65.45451847,95.95912636,29.45451847,59.95912636,26.41801411,4.48762788,3.707925816,1.26245668,18.33304551,2.836954635,41190.34775,6.8928172,35.80109059,1.110260339,2695656.277,673.7506942,5.02332254,0.594555263,-0.098601066,36.9431414,36.86710026,37.04256087,0.164340143,34.77560837,37.78858572,3.040184726,37.78858572,35.36105402,2.452329356,6034.074035,1503.840008,0.213416771,2689.776291,669.6198705,1.696069857,1.773338501,1.660815902,1.769671418,1.660815902,1.699317555,1.692676431,2.324626694,135.5875199,34.02138454,0.048521104,103.5376384,0.116143396,0.60244776,0.029864003,0.656811881,0.063258056,0.040894052,0.112876719,0.283029129,0.346400665,0.157123167,0.322996138,0.327180671,0.269514981,0.229993915,0.116538161,0.17917431,0.110025971,154729849.9,38692.74913,40.13036137,525.218565,369639.0054,92183.23955,0.319568181,160791.5775,401.8091247,207.4892771,5299307146,13350447.44
GPC015830,PPC101,stress2,estimateBLUP,68.62242612,99.89440175,32.62242612,63.89440175,12.13910415,3.734635124,4.865861827,0.788267457,27.21861953,1.691212208,12084.47873,6.448486465,35.83875112,1.148309027,1407873.471,357.7888213,3.348709213,0.084080858,-0.124816535,37.22430533,37.11950638,37.31400227,0.182148325,34.03002755,38.84828812,4.425242605,38.84828812,35.97704156,2.853606068,4218.725607,1068.156849,0.175208207,1821.49406,462.1076064,1.689769669,1.740517801,1.630177086,1.811420876,1.630177086,1.689877126,1.686384347,1.856198539,116.6268918,29.56256482,0.0655019,103.2206372,0.117707392,0.643243052,0.020391507,0.647198435,0.06026192,0.042911998,0.124474758,0.302543566,0.331711703,0.136587774,0.322996138,0.320900857,0.281906142,0.236256746,0.11042639,0.191271333,0.113761257,73656363.65,18659.39288,27.70957369,459.6448264,253615.5414,64606.61926,0.218948697,111635.5685,283.518184,162.187494,5299307146,13350447.44
GPC015960,PPC102,stress2,estimateBLUP,71.54664856,102.1458333,35.54664856,66.14583333,71.54607038,1.554622389,0.996505404,1.017405873,1.402300392,0.688374198,12481.0966,8.415996425,35.80647067,1.116003537,2045110.322,514.1359602,6.427261244,3.863464753,-0.10384416,35.70475645,35.54827829,35.88104417,0.280093326,32.00475893,37.4503266,4.874616939,37.4503266,32.59052942,4.332344007,3672.487979,937.0590534,0.134452405,1482.022383,380.9769614,1.765371925,1.901886244,1.678688544,1.910575838,1.678688544,1.771694171,1.755597265,2.259316999,164.474704,40.80981231,0.400266147,103.3218913,0.153679288,0.3984713,0.099328975,0.68565222,0.063258056,0.034840213,0.085814629,0.217981007,0.361089627,0.241546447,0.113739878,0.62233193,0.179679064,0.111000133,0.055420444,0.154980262,0.099753934,124913174.1,31325.01035,49.25367304,621.6502465,245775.91,62743.28662,0.213199012,108110.0592,275.0318131,206.3307578,5299307146,13350447.44
GPC016020,PPC103,stress2,estimateBLUP,66.42925929,94.7482724,30.42925929,58.7482724,8.666623161,3.712073543,4.409705217,0.858281973,19.85129167,0.781136714,15296.88071,6.413447276,36.00840284,1.318092319,747134.4695,195.6726474,2.150007311,0.297168797,-0.114330347,34.71278484,34.62384088,34.82368521,0.184374347,31.09921713,36.91122613,5.141368827,36.91122613,32.30098689,4.101776173,2133.268078,599.9329474,0.134452405,819.0254633,222.5267247,1.800022959,1.901886244,1.701667656,1.96276266,1.701667656,1.803162265,1.790203724,1.232378351,103.5992859,26.50150994,0.01941117,103.4395715,0.11145141,0.636043883,0.020391507,0.641430368,0.064756123,0.046947891,0.130273778,0.298207024,0.31702274,0.138869485,0.332507786,0.305201322,0.278808352,0.245650992,0.116538161,0.185978886,0.113761257,43660375.77,11247.34827,22.69705653,330.7935159,162862.1388,43036.22152,0.141327951,68518.43438,179.763639,141.7662924,5299307146,13350447.44
GPC016090,PPC104,stress2,estimateBLUP,63.26135164,98.98626127,27.26135164,62.98626127,38.78038714,5.832862129,2.846651097,2.115360786,12.15884444,3.105213803,29485.37627,10.78071113,35.71214,1.021599719,3147703.531,784.6602499,5.398102788,0.824034582,-0.085493331,36.95261884,36.87341041,37.0204668,0.148757983,34.7051171,35.91758997,1.636659408,35.91758997,36.1473607,0.264151925,7030.293525,1742.932117,0.210869533,3098.61732,767.3298639,1.696069857,1.718637334,1.729753238,1.790546147,1.729753238,1.699317555,1.695822472,2.103924967,131.6392761,33.09204627,0.092186006,103.8436071,0.105195428,0.597648314,0.020391507,0.656811881,0.064756123,0.042911998,0.110943713,0.278692587,0.346400665,0.159404877,0.345189984,0.289501787,0.272612771,0.248782407,0.125705819,0.170857606,0.109092149,194486320.9,48516.62083,41.31792423,525.0062733,450474.5175,111396.3411,0.394314084,195321.1702,484.8983849,198.7682011,5299307146,13350447.44
GPC016110,PPC105,stress2,estimateBLUP,62.28661082,91.72113749,26.28661082,55.72113749,21.53439408,7.364229419,3.357036116,2.303126988,23.24050786,2.967323577,18360.15005,6.017620297,35.75266991,1.062161055,2430685.506,608.7389867,5.145274843,1.718535603,-0.07762869,35.02238107,35.02769067,35.19297177,0.157662074,31.56012164,34.84731697,3.18997617,34.84731697,33.8225045,1.184206265,4995.979389,1254.695769,0.187944395,2214.624373,556.0628816,1.784272489,1.836244843,1.801243808,1.931450567,1.801243808,1.77798779,1.774473515,2.322374635,164.2828865,40.76973303,0.067927727,103.1662101,0.117707392,0.652841944,0.023549005,0.643353057,0.064756123,0.044929945,0.116742732,0.298207024,0.338006972,0.134306064,0.329337237,0.308341229,0.275710561,0.245650992,0.119594047,0.195051653,0.118430364,140179386.1,35097.31062,42.7530188,554.6441488,320925.1404,80604.86129,0.279320387,145610.4323,365.2751995,226.7174796,5299307146,13350447.44
GPC016200,PPC106,stress2,estimateBLUP,64.47977766,97.77540731,28.47977766,61.77540731,14.51560994,4.806310207,1.644056397,2.914162765,5.840486657,0.758572859,17223.43184,6.485514026,36.00194675,1.311631222,1848099.017,465.7995655,3.890058459,1.22913583,-0.090736425,36.95577798,36.93966702,37.06781123,0.128723778,33.91615703,36.70774213,2.851406467,36.70774213,34.69964805,2.059920637,4548.391386,1147.277374,0.162472019,2053.224171,517.487588,1.689769669,1.792483909,1.699114422,1.806202194,1.699114422,1.693023936,1.686384347,0.971139573,97.78881387,25.13380457,-0.024253732,103.720288,0.102067437,0.628844713,0.020391507,0.645275746,0.064756123,0.042911998,0.118675739,0.296038753,0.333810126,0.141151195,0.348360533,0.273802252,0.272612771,0.267570899,0.128761705,0.176906118,0.111893614,95893633.21,24154.24888,34.16013223,460.6794435,268920.9486,68244.43145,0.233322909,122786.0938,310.3517902,126.2687979,5299307146,13350447.44
GPC016300,PPC107,stress2,estimateBLUP,62.28661082,94.14284542,26.28661082,58.14284542,31.28459826,7.025805709,2.090643288,3.493373763,8.373964097,1.86670886,27920.15894,17.83109541,35.85309799,1.162667022,3100956.922,773.1907907,6.108995479,2.074462711,-0.056656315,35.36672791,35.26432141,35.49597613,0.208860598,32.68798208,36.09729013,3.300780801,36.09729013,34.14327221,1.982325693,5306.729039,1329.278507,0.198133345,2298.631916,576.1406248,1.774822207,1.828039668,1.755285584,1.884482427,1.755285584,1.77798779,1.768181432,2.583613414,186.9626429,46.0977721,0.055798588,103.4594301,0.109887414,0.636043883,0.020391507,0.643353057,0.069250327,0.044929945,0.116742732,0.28736567,0.338006972,0.141151195,0.345189984,0.280082066,0.263319401,0.261308069,0.131817591,0.18673495,0.119364186,183582688.3,45822.32109,48.14862075,610.7452847,357281.4922,89246.09174,0.310943654,156808.0478,392.2242856,234.2639457,5299307146,13350447.44
GPC016420,PPC108,stress2,estimateBLUP,68.62242612,94.14284542,32.62242612,58.14284542,20.19423789,5.897726674,2.575509056,2.354046636,11.00252362,1.432981421,16165.4679,6.297010078,35.81292676,1.122464635,2792116.167,697.4186036,7.0846139,4.692400254,-0.088114878,35.303545,35.15073866,35.46441318,0.264511167,32.51988749,34.40599453,2.116812806,34.40599453,34.44984665,0.321793883,4421.797941,1116.895627,0.187944395,1881.797044,476.5208796,1.774822207,1.797954026,1.831882624,1.918403861,1.831882624,1.781134599,1.76503539,2.986731874,178.7064976,44.15643206,0.094611834,103.2142629,0.117707392,0.645642775,0.026706504,0.641430368,0.067752259,0.042911998,0.118675739,0.296038753,0.335908549,0.136587774,0.322996138,0.314621043,0.275710561,0.245650992,0.116538161,0.192027397,0.117496543,164318220.9,41062.0495,52.17985149,650.9245419,305114.7043,76847.01789,0.264946175,134474.7131,338.4782089,254.6115905,5299307146,13350447.44
GPC016620,PPC109,stress2,estimateBLUP,70.81559295,91.11571051,34.81559295,55.11571051,17.53664001,5.108071349,4.100284299,1.287916504,28.93623136,2.651429603,23543.31941,6.707679394,35.76486475,1.074365351,1546479.108,391.7969684,2.944184502,0.112180366,-0.067142503,36.81361645,36.7535175,36.94471571,0.177696279,34.53702251,35.79338545,1.667438472,35.79338545,35.29008772,0.829486519,4456.633527,1125.256172,0.162472019,1972.398844,498.1731821,1.696069857,1.759663209,1.732306472,1.780108783,1.732306472,1.699317555,1.689530389,1.70981474,135.7473678,34.05895887,0.055798588,103.7788829,0.103631432,0.607247206,0.017234008,0.649121124,0.064756123,0.044929945,0.114809726,0.283029129,0.340105395,0.150278036,0.345189984,0.28636188,0.285003932,0.251913823,0.122649933,0.173125798,0.108158327,84526077.02,21345.31353,27.91290331,442.441877,287137.6415,72574.20144,0.247697121,129890.4616,327.4456451,185.2383505,5299307146,13350447.44
