g2pname,genotype,environment,datatype,DASanthesis_BLUP,DASmaturity_BLUP,DATanthesis_BLUP,DATmaturity_BLUP,fruitno_BLUP,fruitlength_BLUP,fruitwidth_BLUP,fruitshapeindex_BLUP,fruitweight_BLUP,yield_BLUP,pollenconcentration_BLUP,pollenactivity_BLUP,leaftemp_BLUP,leafminushobotemp_BLUP,growthrateplot_BLUP,growthrateplant_BLUP,height_BLUP,heightmax_BLUP,leafangledaily_BLUP,leafanglemean_BLUP,leafanglenoon_BLUP,leafanglemidnight_BLUP,leafanglemidnightminusnoon_BLUP,leafanglebright_BLUP,leafanglelow_BLUP,leafanglelowminusbright_BLUP,leafanglecold_BLUP,leafangleHot_BLUP,leafanglecoldminushot_BLUP,leafareadaily_BLUP,leafareadailyplant_BLUP,leafareaindex_BLUP,leafareaprojecteddaily_BLUP,leafareaprojectedplant_BLUP,leafinclinationmean_BLUP,leafinclinationhot_BLUP,leafinclinationcold_BLUP,leafinclinationbright_BLUP,leafinclinationdark_BLUP,leafinclinationnoon_BLUP,leafinclinationmidnight_BLUP,lightpendaily_BLUP,lightpenmeanplot_BLUP,lightpenmeanplant_BLUP,huedaily_BLUP,huemean_BLUP,huebin0_BLUP,huebin1_BLUP,huebin5_BLUP,ndvimean_BLUP,ndvibin0_BLUP,ndvibin1_BLUP,ndvibin2_BLUP,ndvibin3_BLUP,ndvibin4_BLUP,ndvibin5_BLUP,green_BLUP,greenb0_BLUP,greenb1_BLUP,greenb2_BLUP,greenb3_BLUP,npcimean_BLUP,psrimean_BLUP,biomassfinalplot_BLUP,biomassfinalplant_BLUP,heightfinal_BLUP,heighmaxfinal_BLUP,leafareafinalplot_BLUP,leafareafinalplant_BLUP,leafareaindexfinal_BLUP,leafareafinalprojectedplot_BLUP,leafareafinalprojectedplant_BLUP,lightpenetrationfinal_BLUP,biomassAUC_BLUP,biomassAUCperplant_BLUP
GPC002430,PPC11,stress2,estimateBLUP,67.6476853,98.38083429,31.6476853,62.38083429,13.17261443,3.754376507,3.899320198,0.966486225,16.53875459,1.209849963,17065.16423,5.585071059,35.87174892,1.181332415,1110990.993,284.9468923,2.765717717,0.233944903,-0.114330347,36.45663303,36.33389233,36.55649138,0.197730484,34.17643251,37.34726328,3.148937419,37.34726328,33.82818181,3.277052764,3517.698577,899.9081861,0.147188593,1511.216264,387.9568503,1.714970421,1.819834493,1.668475606,1.806202194,1.668475606,1.718198411,1.708406639,1.144548072,96.96559706,24.94092304,0.063076072,103.1765071,0.116143396,0.660041113,0.020391507,0.637584989,0.063258056,0.044929945,0.128340771,0.306880107,0.321219587,0.127460933,0.332507786,0.298921508,0.278808352,0.248782407,0.119594047,0.196563781,0.119364186,66712306,16943.50886,25.81477737,428.8478869,239514.2715,61255.01222,0.207449327,107705.8326,274.0629078,135.6679754,5299307146,13350447.44
GPC016690,PPC110,stress2,estimateBLUP,66.42925929,94.7482724,30.42925929,58.7482724,16.39239648,3.709253346,2.326696359,1.545697223,6.266822449,0.816236044,18549.35006,7.064490438,36.02526041,1.334962964,1559751.1,395.0531284,5.154198182,0.908333108,-0.1117088,35.13295116,35.0781719,35.24978509,0.166566165,31.64145773,37.87579315,5.477886593,37.87579315,32.89994252,4.445410926,2813.09235,730.8053841,0.136999643,1158.049273,303.5503334,1.781122395,1.882740835,1.663369136,1.934059908,1.663369136,1.784281409,1.777619557,2.034111155,156.1386347,38.85344254,0.016985342,103.3275301,0.116143396,0.62644499,0.023549005,0.627971543,0.075242598,0.050983784,0.128340771,0.291702212,0.312825894,0.134306064,0.326166687,0.311481136,0.272612771,0.248782407,0.116538161,0.187491013,0.123099472,92879881.27,23409.54931,41.82772168,522.012228,208916.5874,53982.51139,0.184450587,92201.74552,236.7516051,217.7550455,5299307146,13350447.44
GPC016720,PPC111,stress2,estimateBLUP,69.35348173,104.4351041,33.35348173,68.43510411,13.05904187,6.456125796,2.798802501,2.36359407,14.06968759,1.187286108,18728.68206,8.409264141,35.78853708,1.098056043,1010674.323,260.3355828,3.83949287,1.482031406,-0.127438082,35.17402005,35.10972266,35.27187916,0.155436051,31.99933652,36.35098446,4.023062836,36.35098446,32.67852764,3.33912872,2022.165166,540.9806724,0.119168979,728.126067,200.8040037,1.781122395,1.877270719,1.729753238,1.91579452,1.729753238,1.784281409,1.774473515,2.025102921,126.4202414,31.86461838,0.038817793,103.7999673,0.106759423,0.597648314,0.020391507,0.647198435,0.064756123,0.044929945,0.118675739,0.280860858,0.331711703,0.154841457,0.332507786,0.305201322,0.281906142,0.242519577,0.116538161,0.17161367,0.109092149,64400110.43,16372.16447,35.33590786,542.1994621,158897.7713,42093.96711,0.135578266,65484.88273,172.4574172,198.3774307,5299307146,13350447.44
GPC016730,PPC112,stress2,estimateBLUP,68.62242612,93.53741844,32.62242612,57.53741844,15.60590651,6.179746432,2.95829782,2.12490822,14.59110547,1.450531086,26359.11654,6.773319161,35.8681622,1.177742917,1078394.893,276.9508611,3.369530338,0.414250083,-0.114330347,36.89575422,36.82923934,37.04571716,0.193278439,32.60122358,39.32132235,5.875962487,39.32132235,33.98714633,4.806781667,2744.473203,714.3374755,0.149735831,1127.455807,296.2380689,1.705520139,1.836244843,1.607197974,1.876654404,1.607197974,1.708757983,1.698968514,1.727831208,116.1180426,29.44483194,0.038817793,103.5494064,0.116143396,0.592848868,0.026706504,0.654889192,0.06026192,0.042911998,0.112876719,0.283029129,0.342203818,0.159404877,0.316655039,0.342880206,0.263319401,0.220599669,0.113482276,0.177662182,0.107224506,58945661.9,15024.36321,26.45423429,523.2396158,202049.1205,52350.23943,0.172951218,88377.65736,227.5498216,158.7027414,5299307146,13350447.44
GPC016740,PPC113,stress2,estimateBLUP,74.95824141,112.0029414,38.95824141,76.00294138,20.56791689,4.159253032,2.623833642,1.819918829,8.706970998,0.988145529,14355.44815,9.077443314,35.86206478,1.171640769,686437.3214,180.7840773,3.054239019,-0.794028783,-0.140545817,36.8104573,36.73774212,36.93840312,0.184374347,32.57682276,38.75843804,5.45531528,38.75843804,33.59257367,4.647157782,1587.798456,436.7339977,0.103885554,593.4446891,168.6114494,1.702370045,1.828039668,1.619964147,1.887091768,1.619964147,1.705611173,1.698968514,1.865206772,131.5939859,33.08202646,0.004856203,103.0426458,0.123963374,0.648042498,0.023549005,0.622203475,0.072246462,0.053001731,0.13993881,0.309048378,0.296038509,0.125179223,0.319825589,0.324040764,0.275710561,0.239388161,0.113482276,0.198831973,0.125900937,45620097.19,11731.59898,27.97773304,456.9924,143986.9242,38549.93519,0.126953739,61336.59456,162.4782562,170.4419441,5299307146,13350447.44
GPC016810,PPC114,stress2,estimateBLUP,79.58826028,102.1458333,43.58826028,66.14583333,42.11608905,5.335631769,2.401492178,2.93166065,11.415716,1.765691937,13098.60596,6.955090826,35.95783013,1.267480386,572650.7431,157.9194875,1.656249207,-0.306970636,-0.109087254,34.12834296,33.99598066,34.22398909,0.204408552,31.51945359,34.86581552,3.228962985,34.86581552,32.54794964,2.19515754,1728.184126,470.4237942,0.108980029,638.8884943,183.1430259,1.818923523,1.885475894,1.778264696,1.934059908,1.778264696,1.825189931,1.815372057,1.266159228,103.8763557,28.54805809,0.038817793,103.3446918,0.114579401,0.62644499,0.020391507,0.629894232,0.070748395,0.053001731,0.138005803,0.298207024,0.308629048,0.132024354,0.319825589,0.333460485,0.278808352,0.233125331,0.11042639,0.185222822,0.118430364,37053932.66,10002.54373,20.61661142,506.5490947,144566.5581,40620.4387,0.124078897,58599.12578,163.9203478,136.4150365,5299307146,13350447.44
GPC017030,PPC115,stress2,estimateBLUP,62.28661082,94.14284542,26.28661082,58.14284542,28.82291305,6.74378595,2.591458588,2.691389305,14.34573235,2.388184626,13972.87321,6.958456968,35.76235405,1.071852702,3016908.601,752.5703499,5.903758677,1.453931898,-0.059277862,36.85468534,36.83870457,36.98259125,0.144305938,33.4362741,36.6152494,3.140729668,36.6152494,35.90891391,1.03788437,5369.482361,1344.338617,0.195586108,2505.237257,625.5153106,1.702370045,1.751458034,1.716987064,1.834904946,1.716987064,1.702464364,1.695822472,2.178242895,144.384484,36.08797233,0.094611834,103.5761297,0.114579401,0.60244776,0.026706504,0.662579949,0.063258056,0.038876106,0.103211687,0.267851234,0.361089627,0.168531718,0.326166687,0.324040764,0.266417191,0.233125331,0.119594047,0.177662182,0.109092149,174767684.6,43644.12406,43.82860302,560.2052157,344650.1867,86243.86589,0.299444284,162954.689,407.0141739,196.7683761,5299307146,13350447.44
GPC017100,PPC116,stress2,estimateBLUP,66.42925929,94.7482724,30.42925929,58.7482724,9.569525003,2.654499448,4.211931022,0.613231167,17.6275978,0.838799899,18563.39299,8.710533844,35.87892235,1.188511413,1112827.871,285.4014397,2.947158948,-0.15710659,-0.116951894,34.53271356,34.47555229,34.64062008,0.16211412,30.63560142,36.79759221,5.406068777,36.79759221,32.56782021,3.802481387,3236.060695,920.5883626,0.159924781,1269.18815,330.1122187,1.803173053,1.893681069,1.706774126,1.973200024,1.706774126,1.803162265,1.793349765,1.329216864,107.2651317,27.36571938,0.046095277,103.4714433,0.114579401,0.612046652,0.023549005,0.649121124,0.064756123,0.044929945,0.116742732,0.28736567,0.338006972,0.150278036,0.322996138,0.324040764,0.272612771,0.233125331,0.113482276,0.181442502,0.113761257,64956627.17,16509.67899,26.6487235,497.5986808,227992.2913,58516.44893,0.195949957,95215.13032,244.0014951,141.375522,5299307146,13350447.44
GPC017170,PPC117,stress2,estimateBLUP,65.45451847,95.95912636,29.45451847,59.95912636,15.61442445,6.963761362,2.431963269,2.996907193,12.95017274,1.282555719,23200.59602,8.606183444,36.02884713,1.338552463,869932.2831,225.8042774,2.108365061,0.070031104,-0.1117088,34.52323612,34.51972336,34.61852601,0.113141619,31.14530758,37.6696665,5.693340041,37.6696665,31.83544793,5.106076453,2661.28513,694.3695451,0.131905167,1054.939598,278.9094668,1.796872865,1.915561536,1.660815902,1.944497272,1.660815902,1.796868646,1.787057682,1.110767196,106.1861582,27.10770903,0.031540309,103.3564598,0.119271387,0.614446375,0.023549005,0.637584989,0.072246462,0.048965838,0.124474758,0.283029129,0.321219587,0.147996326,0.332507786,0.31776095,0.25712382,0.236256746,0.125705819,0.18673495,0.119364186,50667404.09,12978.79385,23.56636432,518.9742604,184014.015,48063.63346,0.161451848,78211.03268,203.0877801,148.0875783,5299307146,13350447.44
GPC017640,PPC118,stress2,estimateBLUP,68.62242612,107.462239,32.62242612,71.46223902,249.6193247,3.923588363,1.060303531,3.627037839,2.5678227,3.386008446,12546.75679,19.9416664,35.69599978,1.005446975,2379230.476,596.114577,3.22675691,-0.400635664,-0.101222613,38.17836721,38.14806131,38.29245384,0.142079915,35.11721995,38.99891913,3.717324133,38.99891913,36.22400431,2.789313114,7379.286968,1826.69337,0.218511246,3377.862622,834.0669528,1.642518259,1.713167217,1.619964147,1.754015372,1.619964147,1.642674985,1.63604768,1.173824832,115.0337408,29.18932654,0.080056867,103.59133,0.114579401,0.604847483,0.020391507,0.658734571,0.063258056,0.040894052,0.1070777,0.267851234,0.348499088,0.175376849,0.335678336,0.31776095,0.269514981,0.236256746,0.122649933,0.17917431,0.109092149,133811916.1,33523.90544,29.04153004,417.4548982,441318.5524,109220.137,0.385689557,207161.0994,513.3937763,149.873629,5299307146,13350447.44
GPC017680,PPC119,stress2,estimateBLUP,72.03401897,95.65641287,36.03401897,59.65641287,18.34584449,2.936519207,2.559559524,1.058778088,5.972374708,0.85384247,12865.56924,6.088309278,35.87461829,1.184204014,1345111.319,342.3885281,4.612848936,0.992631633,-0.072385597,35.94169235,35.8953367,36.01045228,0.124271733,34.37435033,35.74581776,1.755671789,35.74581776,35.08002745,0.958072427,3193.660977,822.1398162,0.126810692,1353.269355,350.2096791,1.721270609,1.751458034,1.734859707,1.787936806,1.734859707,1.721345221,1.720990806,2.642166933,143.5586031,35.8950908,0.077631039,103.5405804,0.11145141,0.621645544,0.020391507,0.658734571,0.06026192,0.038876106,0.109010707,0.2851974,0.350597511,0.159404877,0.338848885,0.308341229,0.26022161,0.242519577,0.125705819,0.182198566,0.109092149,76307344.73,19314.45635,34.02752595,449.2400922,212551.1693,54846.38466,0.18732543,93568.1317,240.0413765,206.3445497,5299307146,13350447.44
GPC002650,PPC12,stress2,estimateBLUP,68.62242612,97.16998033,32.62242612,61.16998033,10.44687302,3.678231172,4.770164636,0.794632413,25.77091814,1.242442199,42922.75185,14.03408731,35.92877772,1.238405446,1331067.246,338.9436881,2.96203118,0.868525471,-0.122194988,35.76793936,35.61137982,35.84632492,0.211086621,33.14075298,38.66330266,4.954642506,38.66330266,32.94819961,5.070604478,4412.874583,1114.753324,0.175208207,1813.291016,460.1471533,1.746471361,1.85812531,1.630177086,1.84534231,1.630177086,1.749666505,1.743013098,1.640000929,110.1530509,28.0420572,0.060650244,103.190972,0.120835383,0.636043883,0.023549005,0.643353057,0.061759988,0.046947891,0.130273778,0.300375295,0.32331801,0.138869485,0.316655039,0.333460485,0.275710561,0.229993915,0.11042639,0.191271333,0.114695078,74607949.5,18894.53232,25.12227794,495.5855697,279823.7346,70835.82171,0.241947436,118870.2541,300.930313,156.2592771,5299307146,13350447.44
